best_model: {'scl': StandardScaler(), 'reg': RegressorChain(base_estimator=SVR(C=12.0, gamma=0.08))}
train_score: 0.88 (0.01)
test_score: 1.15 (0.04)
fit_time: 0.39 (0.01)
mean_train_score,std_train_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,reg__base_estimator__C,reg__base_estimator__gamma
-0.9293672551261309,0.01160783328030732,-1.4105111709527272,0.0557394152616348,0.23939976692199708,0.005122662854684949,2.0,0.3
-0.9273753890646652,0.011899181701412055,-1.437977904419277,0.05684418855825585,0.23699917793273925,0.004940243229109966,2.0,0.32
-0.9263017424965744,0.012496115527659371,-1.4661215702580763,0.058450536638573775,0.23620052337646485,0.004119759861066841,2.0,0.34
-0.9258523151402727,0.013119718540735138,-1.4961330805254671,0.05974112724815668,0.240600061416626,0.005747285179113195,2.0,0.36
-0.9264608564056193,0.013685663899028554,-1.5270568033978869,0.06138514324188111,0.23979806900024414,0.013302128923806614,2.0,0.38
-0.9282216480020018,0.014400469898173356,-1.5593686328893026,0.06318157387283013,0.2429995059967041,0.005403275601739716,2.0,0.4
-0.9308244472135382,0.014849533587919286,-1.59231736849886,0.06529291827444476,0.24279913902282715,0.004875030669570061,2.0,0.42
-0.9347685311846474,0.015100810370037557,-1.6265911710635568,0.06649213030685873,0.2643996238708496,0.01730315329778179,2.0,0.44
-0.939855408766145,0.015206020669767218,-1.6622169042166353,0.06708369419069139,0.26220002174377444,0.018411381728849822,2.0,0.46
-0.945782704418194,0.015610839330807456,-1.6990658077296956,0.06692656629964001,0.23460016250610352,0.001199793885494834,2.0,0.48
-0.9526523411164541,0.015658041531298565,-1.736604020391211,0.06680772266057441,0.2359992027282715,0.009634379363554562,2.0,0.5
-1.1989610670687174,0.01885969505412771,-1.2645384140966711,0.08450724340899482,0.21459922790527344,0.0040796216844243074,4.0,0.02
-1.0851660779763865,0.015114734807477433,-1.1903294934966167,0.06455721840770673,0.22659945487976074,0.017489771433027913,4.0,0.04
-1.0276683421385437,0.012447600307087052,-1.1747405801737711,0.05648941830718571,0.22939777374267578,0.013513934371669584,4.0,0.06
-0.9841718107082522,0.010185052969414785,-1.172042478088414,0.04698787141584966,0.24759902954101562,0.01405219745583532,4.0,0.08
-0.9479432715371517,0.010014731552317099,-1.1729011646993488,0.044759725322761866,0.25179805755615237,0.004995630815298724,4.0,0.1
-0.9142535685386486,0.00982485044895803,-1.1803195113795741,0.04399282548458453,0.25439958572387694,0.0052777406298576066,4.0,0.12
-0.8819179080129856,0.009935316862445857,-1.1947091677634785,0.04336151801597293,0.26820077896118166,0.004833284531849871,4.0,0.14
-0.8517509757617668,0.010487918578734606,-1.2086738331238966,0.043047564743084014,0.2729988098144531,0.0037942322829329516,4.0,0.16
-0.8234707321488373,0.01109213998367146,-1.2227339759949032,0.0408466690304665,0.2967989444732666,0.01228721593961629,4.0,0.18
-0.7967356761771075,0.010862281256907927,-1.237483039271746,0.041968086247193254,0.3059989452362061,0.01749255278852566,4.0,0.2
-0.7708531356836577,0.010809953936511407,-1.2533089106606012,0.0448563318308621,0.31639947891235354,0.0112889931253749,4.0,0.22
-0.7459553986975958,0.010609872429972644,-1.2713744273846397,0.045967307599779676,0.30679922103881835,0.01030370145602207,4.0,0.24
-0.7228430487157681,0.010657520793326552,-1.2896630301590117,0.046809290194817756,0.30839900970458983,0.004799859166567564,4.0,0.26
-0.7014049990031553,0.01133663938131381,-1.3090964147747208,0.04849123864413101,0.3191971778869629,0.014852869723241261,4.0,0.28
-0.681520259006554,0.012374125829115653,-1.3311873496237756,0.049661724072487,0.3261999607086182,0.006615361253850826,4.0,0.3
-0.6629864062323406,0.013072710375308508,-1.355379829602871,0.051850942865548366,0.33820066452026365,0.033409368814510516,4.0,0.32
-0.6457485050517391,0.013071031827805881,-1.37954051818389,0.05447659337820035,0.3263993263244629,0.01118288833588181,4.0,0.34
-0.6297263135493703,0.01352899431738634,-1.4054584484832415,0.057056926793141616,0.32139892578125,0.011942750909808451,4.0,0.36
-0.6149630959984582,0.013736905632153538,-1.4329163768269386,0.059533564976063075,0.34059977531433105,0.02139690703377414,4.0,0.38
-0.6016683015578345,0.01347679710047973,-1.4614792506112741,0.06146939492559097,0.33340015411376955,0.016585137756632725,4.0,0.4
-0.5899453679901431,0.013109027554976385,-1.49131676966345,0.06356989401284373,0.3267993450164795,0.014524215728126073,4.0,0.42
-0.5796178181459973,0.01302271533465046,-1.522141529068963,0.06536140224253154,0.3169985294342041,0.014628480445192214,4.0,0.44
-0.5707617493713195,0.013386740375434912,-1.5535643512933308,0.06713636413340275,0.319399356842041,0.0062793928680304435,4.0,0.46
-0.5630739778981696,0.014116355864267233,-1.5851429348441235,0.06893362488974969,0.30472636222839355,0.009049005409427794,4.0,0.48
-0.5566408854712714,0.014505550181136778,-1.6175155946628799,0.07024305484783637,0.3045994281768799,0.009786552553769725,4.0,0.5
-1.173010194370347,0.01818024731665565,-1.2475872065320468,0.08234794182634804,0.22050085067749023,0.014606426338680822,6.0,0.02
-1.0614946966321648,0.014281504350440673,-1.1835177106268584,0.061312539486435245,0.23991479873657226,0.01155422351828409,6.0,0.04
-0.9969060867197312,0.010963529602583838,-1.1713682010744386,0.05187499524170289,0.2687598705291748,0.020052401877456123,6.0,0.06
-0.9476718287031336,0.010303854233800975,-1.1638940216372096,0.04482134907616097,0.2785658836364746,0.015070831608722886,6.0,0.08
-0.9023643253164959,0.009531665320274304,-1.1595023545687813,0.04156197336107677,0.28131861686706544,0.0033926687266280973,6.0,0.1
-0.8609821497928841,0.009703406929364927,-1.1719877576622155,0.03859171895135048,0.3110947608947754,0.0014646325340955248,6.0,0.12
-0.8219136479980425,0.010843147627702193,-1.1828411903420997,0.03865257533380191,0.3353896617889404,0.008701563718812304,6.0,0.14
-0.784334017633355,0.011486302630894413,-1.194293273047697,0.03866903467778009,0.352797269821167,0.024109836291636523,6.0,0.16
-0.7485716215932591,0.01142959725226323,-1.2049742843566134,0.04095198803857787,0.3639993667602539,0.01640755325338252,6.0,0.18
-0.7148712409242084,0.011630185657339653,-1.2174532814541896,0.04300085495080478,0.38539943695068357,0.023507674569608117,6.0,0.2
-0.6830511613179839,0.012440887602226605,-1.2332906018041396,0.043080458336458856,0.3708000183105469,0.012544859774914732,6.0,0.22
-0.6530513774584555,0.013543251613360932,-1.2505970556900927,0.04432164785277869,0.37799859046936035,0.012408801151612796,6.0,0.24
-0.6250142900914538,0.01471673517933437,-1.2704139447531193,0.04458992670318562,0.3823984146118164,0.009831151126017828,6.0,0.26
-0.5986074972970444,0.0152183610930718,-1.29161364444982,0.046635437194250784,0.42220072746276854,0.00825612670344505,6.0,0.28
-0.5736015418288722,0.015211912690763565,-1.3136682279412188,0.04893436526755924,0.4221984386444092,0.028073890589709723,6.0,0.3
-0.5509049259447386,0.015116778800608228,-1.336206351072853,0.05180169568927202,0.4441991329193115,0.009369253455519434,6.0,0.32
-0.5294059496892328,0.0149224141766325,-1.359024586638832,0.05400947485955572,0.42459869384765625,0.013703677071856272,6.0,0.34
-0.5099832197253642,0.01481698190984879,-1.3841985288587835,0.05565304049005019,0.40959796905517576,0.01827207083358491,6.0,0.36
-0.49237166751642397,0.014859012131608217,-1.4111131011820386,0.05816818049958116,0.3963994026184082,0.0018545386476596832,6.0,0.38
-0.4767400457979071,0.014810253809237972,-1.4400220589005808,0.06172819212663789,0.4019989013671875,0.023553831923754293,6.0,0.4
-0.4626032544944283,0.014393234544969815,-1.4692677124848013,0.06477960656331926,0.3916001319885254,0.004128846618515406,6.0,0.42
-0.44947992685304816,0.013736823301791773,-1.4989843302517893,0.06733075872813833,0.38699936866760254,0.02121217620296461,6.0,0.44
-0.43691200674586905,0.013045291729027145,-1.5291586502394414,0.0698011815595804,0.3710001468658447,0.016888013740765314,6.0,0.46
-0.4252959384013425,0.01277690103081073,-1.5589994577417987,0.07196424396288517,0.36960015296936033,0.010268485179972885,6.0,0.48
-0.4150120474245623,0.012932072270281076,-1.5898102195823178,0.07374737017009872,0.40440073013305666,0.003928909742441177,6.0,0.5
-1.1559358180158879,0.01756594923047788,-1.2372721479417357,0.08024424942723822,0.23619985580444336,0.012574611117377925,8.0,0.02
-1.0442522131672258,0.013939746653802706,-1.1796962856872377,0.0586315784519438,0.2521982192993164,0.007138001716908253,8.0,0.04
-0.9758144278432102,0.011130141740368426,-1.1662334131441034,0.0488840165282136,0.2815988063812256,0.004585942464543983,8.0,0.06
-0.9203658486124728,0.010006813106716882,-1.1561544121831457,0.04358321234020351,0.3196007251739502,0.008777799099080297,8.0,0.08
-0.8699694158244986,0.010158943134412093,-1.1556714318091852,0.038861417076487534,0.34419918060302734,0.01446940167480537,8.0,0.1
-0.8244484776301901,0.011205484793534727,-1.1686984560050995,0.03697214754858942,0.3786005020141602,0.011841078040832025,8.0,0.12
-0.7805624628067249,0.011428518972909245,-1.179887292260225,0.03801641778344017,0.41340088844299316,0.013720486167713757,8.0,0.14
-0.7394898644732842,0.011538390225718943,-1.1881452647484625,0.04014933273488693,0.4119994640350342,0.016148581750090818,8.0,0.16
-0.7010671108667308,0.011578915223872183,-1.1995309517850583,0.041027446970065364,0.40779948234558105,0.009238500785689416,8.0,0.18
-0.6641382327418048,0.01292118279667304,-1.214602599318574,0.04163590967712301,0.42979936599731444,0.014797020622161402,8.0,0.2
-0.6297829168893154,0.014979802181281572,-1.2314777539647066,0.043239259991270755,0.460200834274292,0.02077918501546105,8.0,0.22
-0.5975999402931649,0.01611725295914657,-1.2509547510483827,0.04400370789572313,0.45620007514953614,0.017313119614984145,8.0,0.24
-0.567373568379711,0.016413643560020404,-1.2714202402606773,0.0455989067261833,0.45859694480895996,0.020500731798587798,8.0,0.26
-0.5392702117814734,0.01605253292396995,-1.2913704694683321,0.047754570415222235,0.45660085678100587,0.007916378910541528,8.0,0.28
-0.5135175880496449,0.015893584577137392,-1.3125446802360874,0.04954724145610075,0.45199947357177733,0.02320252253656565,8.0,0.3
-0.4902949663875879,0.015938405381472207,-1.334268234734312,0.051676784524110925,0.4815995693206787,0.020856899188718695,8.0,0.32
-0.46914169878965345,0.01598484214585156,-1.3590558595531361,0.05407272317457172,0.4798001766204834,0.010265498284066274,8.0,0.34
-0.4503851935849491,0.01584810809285751,-1.3868766413194211,0.05652876028475517,0.46315016746521,0.020058917543022105,8.0,0.36
-0.4329333005291181,0.015561348011657318,-1.4154609359259285,0.05903069040530651,0.4729196071624756,0.02021061277836987,8.0,0.38
-0.4167604566298347,0.015029814565602333,-1.443961489804544,0.062238099778935276,0.43511810302734377,0.016753831122468848,8.0,0.4
-0.4015113360321673,0.014518043020165477,-1.4723789310406383,0.06558369956992473,0.45553436279296877,0.012375078961990483,8.0,0.42
-0.3873817389893165,0.01447341427377052,-1.501438307119781,0.0688495299799775,0.4633340358734131,0.018658673463100912,8.0,0.44
-0.373898078119093,0.014139772588581744,-1.532021672556978,0.07133631908598653,0.4288606643676758,0.02071186611032615,8.0,0.46
-0.3617390322409813,0.013805308239023394,-1.5638437301961523,0.07323019370751906,0.4129172801971436,0.015786618706037498,8.0,0.48
-0.35088587059943227,0.01335415465092241,-1.596639274087996,0.07472913825523622,0.42892136573791506,0.039371691102872815,8.0,0.5
-1.1436402013318248,0.017799145662889513,-1.2311071911106253,0.07844554688949498,0.25099773406982423,0.01843958339593056,10.0,0.02
-1.0295645321355018,0.01401611294176734,-1.177067866108598,0.05787111986852013,0.27579965591430666,0.013645246579419242,10.0,0.04
-0.9587389512389294,0.011491223373079212,-1.1611574755373202,0.04685700947661515,0.3211988925933838,0.011990323915870406,10.0,0.06
-0.8988308306734091,0.010144797162097428,-1.1516955341380917,0.04246146294635293,0.3488168716430664,0.010585283457632346,10.0,0.08
-0.8456539192597223,0.01034962338602275,-1.156402939898458,0.037286761919061155,0.39301190376281736,0.01861149725145173,10.0,0.1
-0.7964149932417008,0.011809951069381118,-1.1681396508769923,0.036605649856456465,0.42696704864501955,0.019913611224582427,10.0,0.12
-0.7498925196225719,0.01131023517026172,-1.1777673750502744,0.03824121556248305,0.46583380699157717,0.02025340132558722,10.0,0.14
-0.7073493827025192,0.011593088191480184,-1.1873027660297857,0.03998106293769006,0.5247184276580811,0.019813691293385997,10.0,0.16
-0.6662004134974253,0.012454492964006053,-1.200469119226268,0.04029153312442159,0.5185822010040283,0.012324796642425043,10.0,0.18
-0.6279991467619379,0.01446623651911372,-1.2162486117732567,0.043284699469926045,0.4963366985321045,0.018640797312138843,10.0,0.2
-0.5923687569624148,0.01593425375204394,-1.2351051151466756,0.045483175572556,0.4965993881225586,0.026529104151974302,10.0,0.22
-0.5588755564382015,0.016213336590980315,-1.25502416234318,0.046163170587702806,0.5027996063232422,0.017770432001621702,10.0,0.24
-0.5283203706937523,0.01558634005928188,-1.2744883160250908,0.0472118080584082,0.528199291229248,0.018476755049904533,10.0,0.26
-0.5000246089550948,0.015492377756132231,-1.2951361568397413,0.047482300790904756,0.509199571609497,0.014047937695084698,10.0,0.28
-0.4750749699639802,0.01524619144476443,-1.3168312019355157,0.049544303628093166,0.5117998123168945,0.015815833832415714,10.0,0.3
-0.45244873588941187,0.01491255257657452,-1.3421867442152617,0.05236025699375275,0.4923975467681885,0.009392929972077411,10.0,0.32
-0.4319987323253227,0.014721232950805888,-1.369104622184111,0.05447461586312987,0.47411508560180665,0.011453472825841254,10.0,0.34
-0.41296224242333945,0.014340555641481408,-1.3967192401894777,0.05747026664466758,0.49993281364440917,0.016945276268612017,10.0,0.36
-0.39519414511082285,0.01390636482773022,-1.4241032733744134,0.060967941353928336,0.5042484760284424,0.03689735597452272,10.0,0.38
-0.37861712430775374,0.013995051322306837,-1.452687142855839,0.06443974712618594,0.5325314998626709,0.048434406715522425,10.0,0.4
-0.3634016361763929,0.013914267841183919,-1.4823585677645528,0.06689859899493017,0.4893054962158203,0.03743741495504779,10.0,0.42
-0.3496060031489242,0.0132780957428525,-1.5128416078148594,0.06981586984002783,0.46199836730957033,0.027400929674457165,10.0,0.44
-0.33694127355895037,0.01272038926484037,-1.5447350057681326,0.07239660178474108,0.4762000560760498,0.041581003330998303,10.0,0.46
-0.3250999113260481,0.012004246890003617,-1.5772754810995262,0.07458715249905133,0.4353994846343994,0.01796139201127688,10.0,0.48
-0.31406327333564676,0.011007298704810495,-1.6101303080915645,0.0765940244752804,0.4587986469268799,0.022347055263790643,10.0,0.5
-1.133933138779998,0.017206803045336408,-1.2272821539089158,0.07693853246623036,0.24179930686950685,0.011971578078110024,12.0,0.02
-1.017797899626593,0.012772414001781512,-1.1759233792020833,0.05676160865305981,0.29039959907531737,0.006560904898676557,12.0,0.04
-0.9437655135045887,0.011044809839057314,-1.1592197603025078,0.04619119395244964,0.3668006420135498,0.03155510849414904,12.0,0.06
-0.8811327088760834,0.010127857618815014,-1.1481386399434352,0.04164322225821304,0.3923978805541992,0.014179848358751844,12.0,0.08
-0.8256396456974328,0.010884332421385864,-1.1578133990493278,0.03632021107313869,0.43939828872680664,0.010763661843345554,12.0,0.1
-0.7737669776964051,0.011389058212087216,-1.168770645292981,0.036588172034207174,0.49379944801330566,0.020479623291918176,12.0,0.12
-0.7267502614907927,0.011266117169974511,-1.1779629363129431,0.03909502900585159,0.5338166236877442,0.013670810557809141,12.0,0.14
-0.6818116865499556,0.011687934798091845,-1.1893115588744645,0.03923032056853734,0.5393521308898925,0.016615652582594096,12.0,0.16
-0.6394846208544365,0.013260582790522855,-1.202770526206661,0.04145170824822522,0.543028450012207,0.024226062636495706,12.0,0.18
-0.6003556347208406,0.015231655208792829,-1.2206217293509383,0.04607707402857637,0.539399528503418,0.026370679160874762,12.0,0.2
-0.5635192181184132,0.016061882063508556,-1.2399672312179337,0.046937631557710115,0.5769997119903565,0.02071712336621617,12.0,0.22
-0.5298753783206741,0.01538190698060774,-1.2590414899793885,0.04739753475595675,0.5718000411987305,0.02307026173829916,12.0,0.24
-0.4989431271855976,0.015278076087006038,-1.2794874121255702,0.04687766252428218,0.554999589920044,0.014710573105257595,12.0,0.26
-0.4716385023829515,0.014819347521063507,-1.301095401550147,0.04858755456672332,0.5425999641418457,0.00833278085886428,12.0,0.28
-0.44707917868097075,0.014295349206777023,-1.326507215066345,0.05136723398089893,0.5503996849060059,0.02345778995253035,12.0,0.3
-0.4249759354687771,0.014074392495135559,-1.3533823625446542,0.052769464364442846,0.5643999576568604,0.014610146736266615,12.0,0.32
-0.40459160428770946,0.013721364214642675,-1.3797852548508003,0.055583901945860256,0.543998384475708,0.01206526025625566,12.0,0.34
-0.3856028006820709,0.013545889969755864,-1.4067949737786196,0.05900061898172799,0.5235996246337891,0.018735994356561793,12.0,0.36
-0.36807316590374295,0.013817026378631926,-1.4360629403581953,0.061888754384908595,0.5470311641693115,0.022396807322174143,12.0,0.38
-0.35221555744487654,0.013342801102055466,-1.4656760971360137,0.06553279641963754,0.5598653316497803,0.04032372381422996,12.0,0.4
-0.33789293173169394,0.012528064912020494,-1.4962115949610801,0.06878323777910024,0.5148002624511718,0.01872168835537039,12.0,0.42
-0.32445856636795406,0.011792382345554766,-1.5283101942444874,0.07167125924376873,0.4767982006072998,0.01178874935748856,12.0,0.44
-0.31215931346425235,0.010881833516790267,-1.5597910731685227,0.07448227768674263,0.45,0.006752669101607755,12.0,0.46
-0.3006408457737204,0.009802433255055743,-1.591479014326774,0.07680220979890089,0.4685997009277344,0.03161345386499544,12.0,0.48
-0.28997204266884724,0.008364730618175793,-1.6238968641761886,0.07896761766417082,0.4799980163574219,0.015085258091197928,12.0,0.5
-1.1254413323945573,0.016633418711509695,-1.225083699524601,0.07510325868994656,0.2625997543334961,0.015252084420904892,14.0,0.02
-1.0079257228660679,0.012239451331111746,-1.1745987249739696,0.0546863640036355,0.30539917945861816,0.007606040926959338,14.0,0.04
-0.9311338621490934,0.010790671676768716,-1.1574603547874331,0.04490267548662174,0.38319907188415525,0.01831356000049949,14.0,0.06
-0.8663252285396222,0.009973183123670237,-1.148450885154309,0.04133605784737549,0.4221989631652832,0.012656095124578005,14.0,0.08
-0.8090125170315654,0.01142151354527391,-1.1591770711935268,0.03659809946030712,0.4885996341705322,0.02249025766243191,14.0,0.1
-0.7559644874270495,0.011217150529532002,-1.170338357250024,0.03722581660213165,0.530398941040039,0.015564870584916742,14.0,0.12
-0.707417510403542,0.01141846269583284,-1.17992861853218,0.038245348796309794,0.5809126377105713,0.019524185790587477,14.0,0.14
-0.6605416836964403,0.01232533594627908,-1.1911552571279322,0.03942181382321479,0.5901135921478271,0.01000481589752648,14.0,0.16
-0.6176840460329298,0.014266283410963488,-1.2073537942205856,0.04526187684895547,0.5799984931945801,0.0148185021666122,14.0,0.18
-0.5770896534024007,0.01587297501486122,-1.2255183644779086,0.04773363896408117,0.5809987545013428,0.014952910196461252,14.0,0.2
-0.5400483824781394,0.015448931568920927,-1.2441295239857004,0.04837128154065179,0.6026710987091064,0.017471045737344162,14.0,0.22
-0.5063386187053088,0.015169710881269902,-1.2647663453949423,0.04780711050279577,0.6152311801910401,0.019318923283346022,14.0,0.24
-0.4761209803587939,0.01478574347139858,-1.2859950061767846,0.04842054052840603,0.5786123275756836,0.014680031065944595,14.0,0.26
-0.448993180484058,0.014238057994590894,-1.3106429802723363,0.05097634498463718,0.5800621509552002,0.0125397012707174,14.0,0.28
-0.42477086616364146,0.01373633651371766,-1.3375674449870378,0.05165534857847837,0.571210527420044,0.026152725051158936,14.0,0.3
-0.4028237791524358,0.013508882373730404,-1.364017969340852,0.05349988672668736,0.5945999145507812,0.03127742288686665,14.0,0.32
-0.38252082716923896,0.013412881127622601,-1.390818097796372,0.057017950762337906,0.5820005893707275,0.005966420906477105,14.0,0.34
-0.36392325344668663,0.013385200665624677,-1.4199195149415125,0.06026923135134417,0.5855283260345459,0.017805284253976636,14.0,0.36
-0.3471326816553813,0.012956188810290667,-1.4492375529202621,0.06391730245766036,0.5555126190185546,0.01650636234167283,14.0,0.38
-0.3320613128479334,0.012015358974371162,-1.479539527606978,0.06746504569702505,0.5301996231079101,0.01793739960318545,14.0,0.4
-0.3179022436196201,0.011211457843224505,-1.510908435992729,0.07088841611190773,0.5205994606018066,0.019314023746767477,14.0,0.42
-0.3049709326758357,0.01010910963288605,-1.5415275326865172,0.07405664760822857,0.5112257957458496,0.01543984121836209,14.0,0.44
-0.2929577454529908,0.008760659652025573,-1.572468420168932,0.0770112382695903,0.4855125904083252,0.015472527694781813,14.0,0.46
-0.28200772982058786,0.007556974996600248,-1.6044084838421653,0.07990381445357678,0.4778547763824463,0.024648344003327317,14.0,0.48
-0.2720549600254224,0.0072081968000174135,-1.6378420713353985,0.08278233628379447,0.45478229522705077,0.008304221852477709,14.0,0.5
-1.1180565353907275,0.01620669217012849,-1.222722791681956,0.07315572658441381,0.2616602897644043,0.007864203806303705,16.0,0.02
-0.9993795935482656,0.011995400371388711,-1.1736812901784752,0.05352833308208385,0.3567956924438477,0.030746836831771332,16.0,0.04
-0.9204611675099799,0.010688386653217202,-1.1556276991168175,0.04412696179285662,0.40799970626831056,0.010059983137366849,16.0,0.06
-0.8539546831004348,0.009877077287091102,-1.1499418714695406,0.03959425928996814,0.4645994663238525,0.01908427161257772,16.0,0.08
-0.7943619130473621,0.011660987173917524,-1.160738535375246,0.03675669119067607,0.5424017906188965,0.01835076337274207,16.0,0.1
-0.7407370567577127,0.011626730290509897,-1.171960612640025,0.037277354108738746,0.6174220561981201,0.018308171545623416,16.0,0.12
-0.6903961474927294,0.011649190459574145,-1.1825938404578924,0.03807020585764017,0.6302380561828613,0.0340355276039161,16.0,0.14
-0.6423937469806844,0.012858278316476637,-1.1943755353346703,0.041497111693945724,0.6387996196746826,0.03218405259033541,16.0,0.16
-0.5984378760270319,0.014918342429449836,-1.2122741225557845,0.047619889420049466,0.6185999870300293,0.021020862523450333,16.0,0.18
-0.5575712208082741,0.015848703798874788,-1.229895350193383,0.04928995899844882,0.6503997325897217,0.028266375007724748,16.0,0.2
-0.5202729525208014,0.015050803547453266,-1.249643173350995,0.04880617748835547,0.6607996463775635,0.032276504965981966,16.0,0.22
-0.48704622194669406,0.014803546208487867,-1.2707368151718534,0.04923939599762034,0.6613998413085938,0.009047172653152344,16.0,0.24
-0.4568108473696806,0.014070737454966498,-1.2942814469776271,0.05067622314828008,0.6217998504638672,0.007831765838287128,16.0,0.26
-0.43002358560888937,0.013509767275792261,-1.3209187544586565,0.05117957989000776,0.617799949645996,0.020759696793434465,16.0,0.28
-0.4061917442251383,0.013200841974440611,-1.3477509273992663,0.05204649709034189,0.6249998092651368,0.010525653201005224,16.0,0.3
-0.3843451858659191,0.01327888812917589,-1.3746245677517812,0.05512283748268015,0.6637991905212403,0.01664323963256601,16.0,0.32
-0.36435337655169703,0.01306394867896591,-1.4036838964468823,0.05850665044653075,0.625636100769043,0.02586870820939392,16.0,0.34
-0.3464393590424065,0.012641076648135453,-1.432025162544867,0.06269822579371483,0.5917281150817871,0.019883385866134282,16.0,0.36
-0.3304538121658577,0.011722117410504756,-1.4621400906219082,0.06601672444207779,0.5460014820098877,0.017111569716093726,16.0,0.38
-0.3155225506551945,0.010747931955886868,-1.4931170175463542,0.06934671912015168,0.5432497024536133,0.01299680373961791,16.0,0.4
-0.30173617812432435,0.009786244770352398,-1.5230216709039477,0.07292763784050299,0.560854148864746,0.015667281969701775,16.0,0.42
-0.2891219059136437,0.008207585938281201,-1.5529739391535282,0.0763283546135867,0.502799654006958,0.01566373534959647,16.0,0.44
-0.2777267984806905,0.00712972324816531,-1.5846424299503403,0.07994081307163445,0.49039859771728517,0.015742940671799807,16.0,0.46
-0.2673682254603751,0.006769629619196781,-1.617306377565584,0.08317067629234927,0.5111998558044434,0.041208394444418636,16.0,0.48
-0.25793529319866143,0.006061776115662585,-1.6497684037757545,0.08504255923687642,0.49759926795959475,0.00993147668608434,16.0,0.5
-1.1119704850444954,0.016268355404626993,-1.2216334880443298,0.07219108094533273,0.26979947090148926,0.006431307150898382,18.0,0.02
-0.9918635431113916,0.012090435424165536,-1.172826751348396,0.05257583934218379,0.35180020332336426,0.020759306776120513,18.0,0.04
-0.9108579055567004,0.01039883959795345,-1.1544664519899135,0.043651615933864005,0.45800089836120605,0.02878067446154914,18.0,0.06
-0.8429724368201171,0.010258902779957375,-1.150319738841039,0.037189810363451925,0.549496078491211,0.041745567361320055,18.0,0.08
-0.7816677418147903,0.011644953791471697,-1.1623505553640243,0.03701309176440945,0.614931869506836,0.01900792128041681,18.0,0.1
-0.7273828987714797,0.011775669650263894,-1.1733431770683072,0.03656075531618283,0.6327991485595703,0.02634622803173995,18.0,0.12
-0.6753390549363468,0.012249749110500013,-1.1848239240059568,0.03878733495042045,0.6583556652069091,0.01703108446011634,18.0,0.14
-0.626703970778635,0.013460588850997324,-1.1985389184310873,0.04463329806095515,0.6963053226470948,0.04889535838511513,18.0,0.16
-0.5817660677367507,0.015354418375465135,-1.2170022273445913,0.049153879509196835,0.7366744041442871,0.028548469627201933,18.0,0.18
-0.5406822000683669,0.015344058165619982,-1.2345895564897709,0.050585431619280474,0.6882609367370606,0.030394316013637176,18.0,0.2
-0.5035329903219603,0.01495635740268607,-1.255458379728187,0.049885419302415385,0.7027470111846924,0.04097187437772526,18.0,0.22
-0.4702540748206164,0.014080781011258406,-1.278258042425903,0.050624894308089474,0.7453976154327393,0.0985789130805689,18.0,0.24
-0.44036710728596057,0.013468910310981155,-1.3031491209092783,0.051939335327748554,0.7627555847167968,0.1268610658412309,18.0,0.26
-0.41409789671210523,0.013058713560381421,-1.3302821694042202,0.051356967146297505,0.7069466590881348,0.04177747740455288,18.0,0.28
