g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.100,0.500,4,0.8,0.1,1.00,0.887,0.015,0.902,0.066,2.19,0.92
0.500,0.100,2,0.4,0.1,1.00,0.892,0.014,0.906,0.063,1.70,0.92
1.000,0.500,1,0.8,0.1,1.00,0.889,0.015,0.907,0.070,1.69,0.93
0.100,0.100,1,0.6,0.1,10.00,0.889,0.014,0.907,0.070,1.72,0.92
0.500,0.100,1,0.6,0.1,10.00,0.894,0.014,0.913,0.070,1.84,0.92
1.000,0.100,1,0.6,0.1,10.00,0.896,0.014,0.914,0.070,1.84,0.92
0.500,0.100,2,0.6,0.1,1.00,0.904,0.013,0.919,0.063,1.62,0.91
0.500,0.100,2,0.2,0.1,1.00,0.911,0.012,0.924,0.071,1.61,0.92
0.100,0.100,3,0.8,0.1,10.00,0.924,0.014,0.939,0.073,2.18,0.93
0.100,0.100,4,0.8,0.1,10.00,0.925,0.014,0.940,0.073,2.38,0.93
1.000,0.100,4,0.2,0.1,1.00,0.926,0.012,0.947,0.072,2.27,0.92
0.100,0.100,1,0.8,0.1,10.00,0.934,0.015,0.950,0.071,1.63,0.92
0.500,0.100,1,0.8,0.1,10.00,0.939,0.015,0.956,0.072,1.80,0.92
1.000,0.100,1,0.8,0.1,10.00,0.940,0.015,0.957,0.072,1.87,0.92
1.000,0.100,2,0.8,0.1,1.00,0.932,0.013,0.958,0.058,1.59,0.92
1.000,0.100,4,0.4,0.1,1.00,0.934,0.012,0.959,0.069,2.21,0.92
0.500,0.100,2,0.8,0.1,1.00,0.965,0.012,0.981,0.062,1.64,0.92
0.100,0.100,1,0.0,0.1,1.00,0.981,0.015,0.994,0.074,1.73,0.93
0.100,0.100,2,0.0,0.1,1.00,0.981,0.015,0.994,0.074,1.88,0.93
0.100,0.100,3,0.0,0.1,1.00,0.981,0.015,0.994,0.074,2.32,0.93
0.100,0.100,4,0.0,0.1,1.00,0.981,0.015,0.994,0.074,2.30,0.93
0.500,0.100,1,0.0,0.1,1.00,0.981,0.015,0.994,0.074,1.64,0.93
0.500,0.100,2,0.0,0.1,1.00,0.981,0.015,0.994,0.074,1.66,0.93
0.500,0.100,3,0.0,0.1,1.00,0.981,0.015,0.994,0.074,2.19,0.93
0.500,0.100,4,0.0,0.1,1.00,0.981,0.015,0.994,0.074,2.18,0.93
1.000,0.100,1,0.0,0.1,1.00,0.981,0.015,0.994,0.074,1.67,0.93
1.000,0.100,2,0.0,0.1,1.00,0.981,0.015,0.994,0.074,1.65,0.93
1.000,0.100,3,0.0,0.1,1.00,0.981,0.015,0.994,0.074,2.17,0.93
1.000,0.100,4,0.0,0.1,1.00,0.981,0.015,0.994,0.074,2.27,0.93
1.000,0.100,1,0.2,0.1,1.00,0.982,0.016,0.996,0.073,1.63,0.92
0.500,0.100,1,0.2,0.1,1.00,0.987,0.016,1.000,0.072,1.64,0.93
0.500,0.100,4,0.2,0.1,1.00,0.988,0.015,1.001,0.075,2.22,0.93
1.000,0.100,3,0.2,0.1,1.00,0.989,0.011,1.007,0.078,2.23,0.94
1.000,0.100,1,0.4,0.1,1.00,0.994,0.017,1.009,0.072,1.70,0.93
1.000,0.100,4,0.6,0.1,1.00,0.976,0.013,1.010,0.078,2.24,0.94
0.100,0.100,2,0.2,0.1,1.00,0.998,0.015,1.010,0.075,1.75,0.93
0.500,0.100,1,0.4,0.1,1.00,0.998,0.016,1.011,0.073,1.69,0.93
0.100,0.100,1,0.2,0.1,1.00,0.999,0.015,1.011,0.075,1.72,0.93
0.500,0.100,3,0.2,0.1,1.00,1.001,0.014,1.014,0.076,2.20,0.93
0.100,0.100,3,0.2,0.1,1.00,1.005,0.016,1.018,0.074,2.33,0.93
0.100,0.100,4,0.2,0.1,1.00,1.005,0.016,1.018,0.074,2.31,0.93
0.500,0.100,4,0.4,0.1,1.00,1.009,0.015,1.021,0.074,2.18,0.93
1.000,0.100,1,0.6,0.1,1.00,1.007,0.017,1.022,0.073,1.70,0.94
0.500,0.100,1,0.6,0.1,1.00,1.011,0.017,1.024,0.072,1.66,0.93
0.100,0.100,1,0.4,0.1,1.00,1.023,0.016,1.034,0.074,1.75,0.93
1.000,0.100,1,0.8,0.1,1.00,1.022,0.017,1.036,0.072,1.71,0.94
0.500,0.100,1,0.8,0.1,1.00,1.026,0.018,1.040,0.071,1.64,0.94
0.100,0.100,2,0.4,0.1,1.00,1.030,0.015,1.041,0.075,1.70,0.94
0.500,0.100,3,0.4,0.1,1.00,1.038,0.013,1.051,0.076,2.20,0.94
0.100,0.100,1,1.0,0.1,10.00,1.037,0.017,1.052,0.072,1.71,0.94
0.100,0.500,1,1.0,0.1,10.00,1.037,0.017,1.052,0.072,1.77,0.94
0.100,1.000,1,1.0,0.1,10.00,1.037,0.017,1.052,0.072,1.62,0.94
1.000,0.100,1,1.0,0.1,1.00,1.037,0.017,1.052,0.072,1.64,0.94
1.000,0.500,1,1.0,0.1,1.00,1.037,0.017,1.052,0.072,1.72,0.94
1.000,1.000,1,1.0,0.1,1.00,1.037,0.017,1.052,0.072,1.75,0.94
1.000,0.100,1,1.0,0.1,10.00,1.035,0.018,1.052,0.071,1.96,0.93
1.000,0.500,1,1.0,0.1,10.00,1.035,0.018,1.052,0.071,2.03,0.93
1.000,1.000,1,1.0,0.1,10.00,1.035,0.018,1.052,0.071,1.97,0.93
1.000,0.100,3,0.4,0.1,1.00,1.029,0.012,1.052,0.081,2.18,0.93
0.500,0.100,1,1.0,0.1,10.00,1.035,0.018,1.052,0.071,1.79,0.93
0.500,0.500,1,1.0,0.1,10.00,1.035,0.018,1.052,0.071,1.82,0.93
0.500,1.000,1,1.0,0.1,10.00,1.035,0.018,1.052,0.071,1.77,0.93
0.500,0.100,1,1.0,0.1,1.00,1.043,0.018,1.056,0.071,1.71,0.94
0.500,0.500,1,1.0,0.1,1.00,1.043,0.018,1.056,0.071,1.71,0.94
0.500,1.000,1,1.0,0.1,1.00,1.043,0.018,1.056,0.071,1.68,0.94
0.100,0.100,3,0.4,0.1,1.00,1.048,0.016,1.059,0.074,2.29,0.94
0.100,0.100,4,0.4,0.1,1.00,1.048,0.016,1.059,0.074,2.34,0.94
0.100,0.100,1,0.6,0.1,1.00,1.054,0.016,1.064,0.073,1.70,0.94
1.000,0.100,2,1.0,0.1,10.00,1.011,0.034,1.074,0.066,1.83,0.93
1.000,0.500,2,1.0,0.1,10.00,1.011,0.034,1.074,0.066,2.01,0.93
1.000,1.000,2,1.0,0.1,10.00,1.011,0.034,1.074,0.066,1.81,0.93
0.500,0.100,2,1.0,0.1,10.00,1.043,0.036,1.078,0.068,1.83,0.93
0.500,0.500,2,1.0,0.1,10.00,1.043,0.036,1.078,0.068,1.66,0.93
0.500,1.000,2,1.0,0.1,10.00,1.043,0.036,1.078,0.068,1.65,0.93
0.500,0.100,4,0.6,0.1,1.00,1.066,0.013,1.078,0.070,2.24,0.95
1.000,0.100,2,1.0,0.1,1.00,1.076,0.035,1.098,0.063,1.65,0.93
1.000,0.500,2,1.0,0.1,1.00,1.076,0.035,1.098,0.063,1.64,0.93
1.000,1.000,2,1.0,0.1,1.00,1.076,0.035,1.098,0.063,1.68,0.93
0.100,0.100,1,0.8,0.1,1.00,1.097,0.017,1.109,0.072,1.61,0.94
0.100,0.100,2,0.6,0.1,1.00,1.104,0.015,1.113,0.071,1.71,0.96
1.000,0.100,4,0.8,0.1,1.00,1.080,0.020,1.115,0.087,2.19,0.94
0.500,0.100,3,0.6,0.1,1.00,1.111,0.011,1.126,0.079,2.23,0.95
1.000,0.100,3,0.6,0.1,1.00,1.102,0.015,1.129,0.086,2.17,0.93
0.100,0.100,3,0.6,0.1,1.00,1.143,0.017,1.153,0.069,2.27,0.95
0.100,0.100,4,0.6,0.1,1.00,1.143,0.017,1.153,0.069,2.32,0.95
0.100,0.100,1,1.0,0.1,1.00,1.159,0.016,1.172,0.071,1.73,0.95
0.100,0.500,1,1.0,0.1,1.00,1.159,0.016,1.172,0.071,1.60,0.95
0.100,1.000,1,1.0,0.1,1.00,1.159,0.016,1.172,0.071,1.61,0.95
0.500,0.100,2,1.0,0.1,1.00,1.165,0.041,1.180,0.061,1.69,0.94
0.500,0.500,2,1.0,0.1,1.00,1.165,0.041,1.180,0.061,1.64,0.94
0.500,1.000,2,1.0,0.1,1.00,1.165,0.041,1.180,0.061,1.70,0.94
0.500,0.100,4,0.8,0.1,1.00,1.252,0.010,1.261,0.069,2.20,0.95
1.000,0.100,3,0.8,0.1,1.00,1.237,0.022,1.270,0.092,2.17,0.94
1.000,0.100,4,1.0,0.1,10.00,1.164,0.040,1.272,0.124,2.48,0.94
1.000,0.500,4,1.0,0.1,10.00,1.164,0.040,1.272,0.124,2.64,0.94
1.000,1.000,4,1.0,0.1,10.00,1.164,0.040,1.272,0.124,2.49,0.94
1.000,0.100,3,1.0,0.1,10.00,1.223,0.027,1.318,0.092,2.55,0.95
1.000,0.500,3,1.0,0.1,10.00,1.223,0.027,1.318,0.092,2.51,0.95
1.000,1.000,3,1.0,0.1,10.00,1.223,0.027,1.318,0.092,2.56,0.95
0.500,0.100,3,0.8,0.1,1.00,1.337,0.012,1.349,0.079,2.13,0.96
0.100,0.100,2,0.8,0.1,1.00,1.339,0.015,1.351,0.062,1.88,0.96
0.100,0.100,2,1.0,0.1,10.00,1.351,0.035,1.360,0.068,1.58,0.95
0.100,0.500,2,1.0,0.1,10.00,1.351,0.035,1.360,0.068,1.76,0.95
0.100,1.000,2,1.0,0.1,10.00,1.351,0.035,1.360,0.068,1.56,0.95
1.000,0.100,4,1.0,0.1,1.00,1.369,0.039,1.402,0.112,2.28,0.94
1.000,0.500,4,1.0,0.1,1.00,1.369,0.039,1.402,0.112,2.22,0.94
1.000,1.000,4,1.0,0.1,1.00,1.369,0.039,1.402,0.112,2.31,0.94
0.500,0.100,4,1.0,0.1,10.00,1.434,0.037,1.457,0.110,2.21,0.94
0.500,0.500,4,1.0,0.1,10.00,1.434,0.037,1.457,0.110,2.28,0.94
0.500,1.000,4,1.0,0.1,10.00,1.434,0.037,1.457,0.110,2.28,0.94
0.500,0.100,3,1.0,0.1,10.00,1.435,0.033,1.481,0.095,2.23,0.96
0.500,0.500,3,1.0,0.1,10.00,1.435,0.033,1.481,0.095,2.32,0.96
0.500,1.000,3,1.0,0.1,10.00,1.435,0.033,1.481,0.095,2.27,0.96
0.100,0.100,3,0.8,0.1,1.00,1.468,0.019,1.481,0.057,2.33,0.97
0.100,0.100,4,0.8,0.1,1.00,1.469,0.020,1.482,0.055,2.34,0.97
1.000,0.100,3,1.0,0.1,1.00,1.472,0.032,1.511,0.091,2.27,0.96
1.000,0.500,3,1.0,0.1,1.00,1.472,0.032,1.511,0.091,2.20,0.96
1.000,1.000,3,1.0,0.1,1.00,1.472,0.032,1.511,0.091,2.25,0.96
0.500,0.100,3,1.0,0.1,1.00,2.020,0.028,2.031,0.062,2.21,0.98
0.500,0.500,3,1.0,0.1,1.00,2.020,0.028,2.031,0.062,2.19,0.98
0.500,1.000,3,1.0,0.1,1.00,2.020,0.028,2.031,0.062,2.28,0.98
0.500,0.100,4,1.0,0.1,1.00,2.071,0.036,2.076,0.066,2.17,0.97
0.500,0.500,4,1.0,0.1,1.00,2.071,0.036,2.076,0.066,2.23,0.97
0.500,1.000,4,1.0,0.1,1.00,2.071,0.036,2.076,0.066,2.18,0.97
0.100,0.100,2,1.0,0.1,1.00,2.369,0.017,2.376,0.046,1.80,0.97
0.100,0.500,2,1.0,0.1,1.00,2.369,0.017,2.376,0.046,1.69,0.97
0.100,1.000,2,1.0,0.1,1.00,2.369,0.017,2.376,0.046,1.64,0.97
0.100,0.100,3,1.0,0.1,10.00,2.571,0.010,2.580,0.044,2.28,0.98
0.100,0.500,3,1.0,0.1,10.00,2.571,0.010,2.580,0.044,2.37,0.98
0.100,1.000,3,1.0,0.1,10.00,2.571,0.010,2.580,0.044,2.31,0.98
0.100,0.100,4,1.0,0.1,10.00,2.640,0.011,2.650,0.046,2.35,0.98
0.100,0.500,4,1.0,0.1,10.00,2.640,0.011,2.650,0.046,2.19,0.98
0.100,1.000,4,1.0,0.1,10.00,2.640,0.011,2.650,0.046,2.27,0.98
0.100,0.100,3,1.0,0.1,1.00,2.645,0.011,2.655,0.046,2.36,0.98
0.100,0.500,3,1.0,0.1,1.00,2.645,0.011,2.655,0.046,2.21,0.98
0.100,1.000,3,1.0,0.1,1.00,2.645,0.011,2.655,0.046,2.17,0.98
0.100,0.100,4,1.0,0.1,1.00,2.652,0.011,2.662,0.046,2.32,0.98
0.100,0.500,4,1.0,0.1,1.00,2.652,0.011,2.662,0.046,2.32,0.98
0.100,1.000,4,1.0,0.1,1.00,2.652,0.011,2.662,0.046,2.20,0.98
