g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.100,1.000,2,0.4,0.1,10.00,0.771,0.010,0.877,0.042,1.83,0.93
0.100,1.000,3,0.4,0.1,10.00,0.771,0.010,0.877,0.042,2.49,0.93
0.500,1.000,3,0.4,0.1,10.00,0.768,0.011,0.877,0.041,2.55,0.93
0.500,1.000,2,0.2,0.1,10.00,0.758,0.010,0.877,0.042,1.93,0.93
0.500,1.000,1,0.4,0.1,10.00,0.770,0.010,0.877,0.041,2.00,0.93
1.000,1.000,3,0.4,0.1,10.00,0.755,0.010,0.878,0.039,3.01,0.92
1.000,1.000,1,0.4,0.1,10.00,0.770,0.010,0.878,0.041,2.41,0.93
1.000,1.000,3,0.6,0.1,10.00,0.762,0.010,0.878,0.040,2.93,0.92
0.500,1.000,2,0.4,0.1,10.00,0.770,0.010,0.879,0.042,1.86,0.93
0.100,1.000,1,0.6,0.1,10.00,0.788,0.010,0.879,0.041,1.88,0.92
0.100,1.000,4,0.6,0.1,10.00,0.789,0.010,0.880,0.041,2.46,0.92
0.100,1.000,3,0.6,0.1,10.00,0.789,0.010,0.880,0.041,2.40,0.92
0.500,1.000,4,0.6,0.1,10.00,0.784,0.010,0.880,0.041,2.40,0.92
0.100,1.000,2,0.6,0.1,10.00,0.789,0.010,0.880,0.041,1.73,0.92
1.000,1.000,2,0.2,0.1,10.00,0.757,0.010,0.880,0.041,2.29,0.93
0.500,1.000,1,0.6,0.1,10.00,0.788,0.010,0.880,0.042,1.88,0.92
0.500,1.000,3,0.6,0.1,10.00,0.783,0.010,0.881,0.040,2.47,0.93
1.000,1.000,1,0.6,0.1,10.00,0.789,0.010,0.882,0.042,2.30,0.92
1.000,1.000,4,0.8,0.1,10.00,0.762,0.010,0.882,0.038,2.84,0.91
0.500,1.000,2,0.6,0.1,10.00,0.787,0.010,0.883,0.042,1.83,0.92
1.000,1.000,3,0.8,0.1,10.00,0.776,0.011,0.884,0.045,2.87,0.92
1.000,0.500,4,0.4,0.1,10.00,0.790,0.009,0.885,0.043,2.47,0.92
0.100,1.000,1,0.8,0.1,10.00,0.817,0.011,0.885,0.042,1.75,0.91
1.000,1.000,2,0.4,0.1,10.00,0.768,0.010,0.886,0.041,2.31,0.93
1.000,0.500,4,0.2,0.1,10.00,0.797,0.010,0.886,0.043,2.51,0.92
1.000,0.500,3,0.4,0.1,10.00,0.796,0.011,0.887,0.047,2.52,0.92
0.100,1.000,3,0.8,0.1,10.00,0.818,0.010,0.887,0.043,2.38,0.92
0.100,1.000,4,0.8,0.1,10.00,0.818,0.010,0.887,0.043,2.38,0.93
0.100,1.000,2,0.8,0.1,10.00,0.818,0.011,0.888,0.045,1.69,0.92
0.500,1.000,4,0.8,0.1,10.00,0.810,0.010,0.888,0.044,2.43,0.92
0.500,1.000,3,0.8,0.1,10.00,0.805,0.010,0.888,0.041,2.41,0.92
1.000,0.500,3,0.6,0.1,10.00,0.797,0.011,0.889,0.049,2.52,0.92
0.500,1.000,1,0.8,0.1,10.00,0.819,0.010,0.889,0.044,1.72,0.92
1.000,1.000,1,0.8,0.1,10.00,0.820,0.011,0.890,0.044,2.33,0.92
1.000,0.500,3,0.2,0.1,10.00,0.802,0.011,0.891,0.045,2.56,0.93
1.000,0.500,4,0.6,0.1,10.00,0.793,0.010,0.892,0.045,2.45,0.92
1.000,1.000,2,0.6,0.1,10.00,0.783,0.010,0.894,0.040,2.27,0.93
0.500,1.000,2,0.8,0.1,10.00,0.812,0.011,0.895,0.046,1.72,0.92
0.100,0.500,1,0.0,0.1,10.00,0.820,0.011,0.895,0.048,1.90,0.92
0.100,0.500,2,0.0,0.1,10.00,0.820,0.011,0.895,0.048,1.83,0.92
0.100,0.500,3,0.0,0.1,10.00,0.820,0.011,0.895,0.048,2.48,0.92
0.100,0.500,4,0.0,0.1,10.00,0.820,0.011,0.895,0.048,2.52,0.92
0.500,0.500,1,0.0,0.1,10.00,0.820,0.011,0.895,0.048,1.90,0.92
0.500,0.500,2,0.0,0.1,10.00,0.820,0.011,0.895,0.048,1.88,0.92
0.500,0.500,3,0.0,0.1,10.00,0.820,0.011,0.895,0.048,2.57,0.92
0.500,0.500,4,0.0,0.1,10.00,0.820,0.011,0.895,0.048,2.60,0.92
1.000,0.500,1,0.0,0.1,10.00,0.820,0.011,0.895,0.048,1.83,0.92
1.000,0.500,2,0.0,0.1,10.00,0.820,0.011,0.895,0.048,1.79,0.92
1.000,0.500,3,0.0,0.1,10.00,0.820,0.011,0.895,0.048,2.51,0.92
1.000,0.500,4,0.0,0.1,10.00,0.820,0.011,0.895,0.048,2.52,0.92
0.500,0.500,3,0.2,0.1,10.00,0.823,0.012,0.895,0.048,2.57,0.92
0.500,0.500,3,0.4,0.1,10.00,0.827,0.012,0.896,0.049,2.49,0.92
0.500,0.500,4,0.2,0.1,10.00,0.825,0.011,0.896,0.049,2.60,0.92
0.500,0.500,4,0.4,0.1,10.00,0.832,0.011,0.897,0.050,2.51,0.92
0.100,0.500,3,0.2,0.1,10.00,0.828,0.012,0.897,0.049,2.37,0.92
0.100,0.500,4,0.2,0.1,10.00,0.828,0.012,0.897,0.049,2.45,0.92
0.100,0.500,2,0.2,0.1,10.00,0.828,0.012,0.898,0.049,1.83,0.92
0.100,0.500,1,0.2,0.1,10.00,0.829,0.012,0.898,0.049,1.86,0.92
0.100,1.000,1,0.0,0.1,1.00,0.849,0.010,0.898,0.045,1.72,0.91
0.100,1.000,2,0.0,0.1,1.00,0.849,0.010,0.898,0.045,1.76,0.91
0.100,1.000,3,0.0,0.1,1.00,0.849,0.010,0.898,0.045,2.23,0.91
0.100,1.000,4,0.0,0.1,1.00,0.849,0.010,0.898,0.045,2.30,0.91
0.500,1.000,1,0.0,0.1,1.00,0.849,0.010,0.898,0.045,1.65,0.91
0.500,1.000,2,0.0,0.1,1.00,0.849,0.010,0.898,0.045,1.77,0.91
0.500,1.000,3,0.0,0.1,1.00,0.849,0.010,0.898,0.045,2.29,0.91
0.500,1.000,4,0.0,0.1,1.00,0.849,0.010,0.898,0.045,2.36,0.91
1.000,1.000,1,0.0,0.1,1.00,0.849,0.010,0.898,0.045,1.70,0.91
1.000,1.000,2,0.0,0.1,1.00,0.849,0.010,0.898,0.045,1.72,0.91
1.000,1.000,3,0.0,0.1,1.00,0.849,0.010,0.898,0.045,2.26,0.91
1.000,1.000,4,0.0,0.1,1.00,0.849,0.010,0.898,0.045,2.25,0.91
0.500,0.500,3,0.6,0.1,10.00,0.834,0.012,0.898,0.050,2.44,0.92
0.500,0.500,1,0.2,0.1,10.00,0.829,0.012,0.898,0.049,1.79,0.92
1.000,0.500,1,0.2,0.1,10.00,0.829,0.012,0.899,0.049,1.92,0.92
0.500,0.500,2,0.2,0.1,10.00,0.828,0.012,0.900,0.049,1.72,0.92
0.100,0.500,3,0.4,0.1,10.00,0.839,0.012,0.901,0.049,2.47,0.92
0.100,0.500,4,0.4,0.1,10.00,0.839,0.012,0.901,0.049,2.41,0.92
0.100,0.500,2,0.4,0.1,10.00,0.839,0.012,0.901,0.049,1.73,0.92
0.500,1.000,1,0.2,0.1,1.00,0.859,0.010,0.902,0.046,1.72,0.92
0.100,0.500,1,0.4,0.1,10.00,0.840,0.012,0.902,0.050,1.79,0.92
0.500,0.500,4,0.6,0.1,10.00,0.843,0.011,0.902,0.053,2.48,0.92
1.000,1.000,3,0.2,0.1,1.00,0.855,0.011,0.902,0.046,2.34,0.92
1.000,1.000,4,0.2,0.1,1.00,0.855,0.011,0.903,0.048,2.34,0.92
0.500,0.500,1,0.4,0.1,10.00,0.841,0.012,0.903,0.050,1.84,0.92
1.000,1.000,2,0.2,0.1,1.00,0.855,0.010,0.903,0.047,1.64,0.92
0.100,1.000,1,0.2,0.1,1.00,0.860,0.010,0.903,0.046,1.72,0.92
0.500,1.000,3,0.2,0.1,1.00,0.860,0.011,0.903,0.045,2.32,0.92
1.000,1.000,1,0.2,0.1,1.00,0.859,0.010,0.904,0.047,1.68,0.92
0.500,1.000,4,0.2,0.1,1.00,0.860,0.010,0.904,0.046,2.29,0.92
0.500,1.000,2,0.2,0.1,1.00,0.859,0.010,0.904,0.045,1.69,0.92
0.100,1.000,3,0.2,0.1,1.00,0.860,0.010,0.904,0.046,2.18,0.92
0.100,1.000,4,0.2,0.1,1.00,0.860,0.010,0.904,0.046,2.24,0.92
0.100,1.000,2,0.2,0.1,1.00,0.860,0.010,0.904,0.046,1.66,0.92
1.000,0.500,2,0.2,0.1,10.00,0.825,0.011,0.904,0.049,2.06,0.93
1.000,0.500,1,0.4,0.1,10.00,0.842,0.012,0.904,0.051,1.89,0.92
1.000,0.500,3,0.8,0.1,10.00,0.813,0.011,0.905,0.054,2.57,0.92
0.500,0.500,2,0.4,0.1,10.00,0.836,0.012,0.906,0.050,1.76,0.92
0.100,0.500,3,0.6,0.1,10.00,0.854,0.012,0.907,0.051,2.35,0.92
0.100,0.500,4,0.6,0.1,10.00,0.855,0.012,0.907,0.051,2.42,0.92
0.100,0.500,2,0.6,0.1,10.00,0.854,0.012,0.907,0.051,1.76,0.91
1.000,1.000,2,0.8,0.1,10.00,0.805,0.010,0.908,0.043,2.16,0.92
1.000,1.000,2,0.4,0.1,1.00,0.863,0.011,0.909,0.051,1.63,0.92
0.100,0.500,1,0.6,0.1,10.00,0.857,0.012,0.910,0.052,1.79,0.92
0.500,0.500,3,0.8,0.1,10.00,0.853,0.011,0.910,0.053,2.50,0.92
1.000,0.500,2,0.4,0.1,10.00,0.831,0.011,0.911,0.050,1.86,0.93
0.500,1.000,2,0.4,0.1,1.00,0.871,0.011,0.911,0.047,1.64,0.92
0.500,0.500,2,0.6,0.1,10.00,0.847,0.012,0.913,0.051,1.77,0.92
1.000,0.500,4,0.8,0.1,10.00,0.814,0.011,0.913,0.054,2.50,0.92
0.500,1.000,3,0.4,0.1,1.00,0.875,0.011,0.913,0.047,2.24,0.93
0.100,1.000,1,0.4,0.1,1.00,0.876,0.010,0.914,0.048,1.63,0.92
0.500,0.500,1,0.6,0.1,10.00,0.860,0.012,0.914,0.054,1.76,0.92
1.000,1.000,3,0.4,0.1,1.00,0.867,0.010,0.914,0.049,2.39,0.92
1.000,1.000,4,0.4,0.1,1.00,0.867,0.011,0.914,0.051,2.24,0.92
0.500,1.000,1,0.4,0.1,1.00,0.877,0.010,0.914,0.051,1.68,0.92
1.000,0.500,1,0.6,0.1,10.00,0.861,0.012,0.915,0.055,2.00,0.92
0.500,1.000,4,0.4,0.1,1.00,0.877,0.011,0.915,0.048,2.22,0.92
0.100,1.000,2,0.4,0.1,1.00,0.878,0.010,0.916,0.048,1.67,0.92
0.100,1.000,3,0.4,0.1,1.00,0.878,0.010,0.917,0.048,2.24,0.92
0.100,1.000,4,0.4,0.1,1.00,0.878,0.010,0.917,0.048,2.27,0.92
1.000,0.500,2,0.6,0.1,10.00,0.839,0.011,0.918,0.051,1.87,0.93
1.000,1.000,1,0.4,0.1,1.00,0.881,0.010,0.919,0.050,1.70,0.92
1.000,1.000,2,0.6,0.1,1.00,0.877,0.012,0.920,0.055,1.70,0.92
0.500,0.500,4,0.8,0.1,10.00,0.871,0.012,0.921,0.059,2.50,0.92
0.100,0.500,2,0.8,0.1,10.00,0.883,0.012,0.923,0.053,1.63,0.92
0.100,0.500,3,0.8,0.1,10.00,0.885,0.011,0.924,0.054,2.35,0.92
0.100,0.500,4,0.8,0.1,10.00,0.885,0.012,0.924,0.053,2.36,0.92
0.500,0.500,2,0.8,0.1,10.00,0.865,0.012,0.924,0.055,1.73,0.92
0.500,1.000,2,0.6,0.1,1.00,0.891,0.012,0.924,0.050,1.61,0.92
1.000,0.500,2,0.8,0.1,10.00,0.852,0.011,0.930,0.055,1.94,0.93
0.100,0.500,1,0.8,0.1,10.00,0.895,0.012,0.934,0.058,1.76,0.93
1.000,1.000,4,0.6,0.1,1.00,0.890,0.013,0.934,0.057,2.25,0.92
0.100,1.000,1,0.6,0.1,1.00,0.906,0.011,0.935,0.051,1.63,0.92
0.500,1.000,3,0.6,0.1,1.00,0.904,0.011,0.935,0.050,2.22,0.92
0.500,1.000,4,0.6,0.1,1.00,0.907,0.012,0.937,0.047,2.16,0.92
0.100,1.000,2,0.6,0.1,1.00,0.911,0.012,0.942,0.047,1.70,0.92
0.500,0.500,1,0.8,0.1,10.00,0.904,0.012,0.943,0.060,1.72,0.92
0.100,1.000,4,0.6,0.1,1.00,0.913,0.012,0.944,0.047,2.23,0.92
0.100,1.000,3,0.6,0.1,1.00,0.912,0.012,0.944,0.047,2.16,0.92
0.500,1.000,1,0.6,0.1,1.00,0.915,0.012,0.945,0.055,1.70,0.93
1.000,0.500,1,0.8,0.1,10.00,0.906,0.012,0.946,0.061,1.90,0.92
1.000,1.000,3,0.6,0.1,1.00,0.901,0.011,0.946,0.059,2.27,0.93
1.000,0.500,2,0.4,0.1,1.00,0.918,0.014,0.949,0.060,1.66,0.93
1.000,0.500,2,0.2,0.1,1.00,0.918,0.013,0.949,0.058,1.65,0.93
1.000,1.000,2,0.8,0.1,1.00,0.914,0.016,0.952,0.063,1.65,0.93
0.100,0.500,1,0.0,0.1,1.00,0.928,0.013,0.954,0.057,1.62,0.93
0.100,0.500,2,0.0,0.1,1.00,0.928,0.013,0.954,0.057,1.67,0.93
0.100,0.500,3,0.0,0.1,1.00,0.928,0.013,0.954,0.057,2.24,0.93
0.100,0.500,4,0.0,0.1,1.00,0.928,0.013,0.954,0.057,2.32,0.93
0.500,0.500,1,0.0,0.1,1.00,0.928,0.013,0.954,0.057,1.62,0.93
0.500,0.500,2,0.0,0.1,1.00,0.928,0.013,0.954,0.057,1.75,0.93
0.500,0.500,3,0.0,0.1,1.00,0.928,0.013,0.954,0.057,2.29,0.93
0.500,0.500,4,0.0,0.1,1.00,0.928,0.013,0.954,0.057,2.38,0.93
1.000,0.500,1,0.0,0.1,1.00,0.928,0.013,0.954,0.057,1.67,0.93
1.000,0.500,2,0.0,0.1,1.00,0.928,0.013,0.954,0.057,1.62,0.93
1.000,0.500,3,0.0,0.1,1.00,0.928,0.013,0.954,0.057,2.28,0.93
1.000,0.500,4,0.0,0.1,1.00,0.928,0.013,0.954,0.057,2.19,0.93
1.000,1.000,1,0.6,0.1,1.00,0.924,0.012,0.956,0.057,1.61,0.93
1.000,0.500,2,0.6,0.1,1.00,0.926,0.014,0.958,0.063,1.57,0.93
0.500,0.500,2,0.2,0.1,1.00,0.935,0.013,0.961,0.057,1.76,0.93
1.000,0.500,3,0.2,0.1,1.00,0.938,0.013,0.967,0.059,2.30,0.93
1.000,0.500,4,0.2,0.1,1.00,0.934,0.015,0.968,0.058,2.22,0.92
0.500,1.000,2,0.8,0.1,1.00,0.941,0.013,0.969,0.057,1.64,0.93
0.500,0.500,3,0.2,0.1,1.00,0.944,0.014,0.969,0.057,2.24,0.93
0.500,0.500,4,0.2,0.1,1.00,0.945,0.014,0.969,0.057,2.25,0.93
0.100,0.500,2,0.2,0.1,1.00,0.945,0.013,0.969,0.057,1.65,0.93
0.500,0.500,2,0.4,0.1,1.00,0.945,0.013,0.969,0.058,1.71,0.93
0.100,0.500,3,0.2,0.1,1.00,0.946,0.014,0.970,0.057,2.11,0.93
0.100,0.500,4,0.2,0.1,1.00,0.946,0.014,0.970,0.057,2.19,0.93
0.100,0.500,1,0.2,0.1,1.00,0.947,0.014,0.972,0.057,1.69,0.93
0.500,0.500,1,0.2,0.1,1.00,0.953,0.014,0.977,0.058,1.65,0.93
1.000,0.500,1,0.2,0.1,1.00,0.958,0.014,0.985,0.060,1.64,0.93
0.500,0.500,2,0.6,0.1,1.00,0.963,0.013,0.986,0.060,1.61,0.93
1.000,0.500,4,0.4,0.1,1.00,0.952,0.017,0.988,0.060,2.29,0.93
1.000,0.100,3,0.2,0.1,10.00,0.938,0.012,0.994,0.067,2.44,0.93
0.500,0.500,4,0.4,0.1,1.00,0.973,0.014,0.997,0.056,2.23,0.92
0.500,0.500,3,0.4,0.1,1.00,0.975,0.015,0.999,0.056,2.18,0.92
0.100,0.500,2,0.4,0.1,1.00,0.975,0.014,0.999,0.055,1.60,0.92
1.000,0.500,3,0.4,0.1,1.00,0.967,0.013,1.000,0.065,2.24,0.94
1.000,1.000,4,0.8,0.1,1.00,0.958,0.015,1.001,0.069,2.40,0.93
0.100,0.500,3,0.4,0.1,1.00,0.978,0.014,1.001,0.056,2.25,0.92
0.100,0.500,4,0.4,0.1,1.00,0.978,0.014,1.001,0.056,2.17,0.92
0.100,0.500,1,0.4,0.1,1.00,0.980,0.015,1.002,0.056,1.68,0.92
1.000,0.500,2,0.8,0.1,1.00,0.972,0.015,1.004,0.072,1.63,0.94
1.000,0.100,2,0.4,0.1,10.00,0.949,0.016,1.005,0.068,1.73,0.93
1.000,0.100,2,0.6,0.1,10.00,0.946,0.017,1.008,0.072,1.74,0.92
1.000,0.100,2,0.2,0.1,10.00,0.959,0.016,1.009,0.070,1.69,0.93
0.500,0.500,1,0.4,0.1,1.00,0.991,0.015,1.013,0.060,1.65,0.93
0.500,0.100,2,0.6,0.1,10.00,0.969,0.016,1.013,0.070,1.77,0.93
1.000,0.100,3,0.4,0.1,10.00,0.945,0.013,1.015,0.071,2.36,0.94
0.500,0.100,2,0.4,0.1,10.00,0.975,0.016,1.015,0.070,1.64,0.93
1.000,0.100,2,0.8,0.1,10.00,0.951,0.017,1.016,0.076,1.70,0.93
0.500,0.100,2,0.8,0.1,10.00,0.972,0.017,1.020,0.073,1.70,0.94
0.500,0.100,2,0.2,0.1,10.00,0.988,0.017,1.021,0.072,1.66,0.93
1.000,0.500,4,0.6,0.1,1.00,0.983,0.016,1.022,0.063,2.28,0.94
1.000,0.500,1,0.4,0.1,1.00,1.000,0.014,1.024,0.065,1.67,0.92
0.100,1.000,1,0.8,0.1,1.00,1.003,0.015,1.026,0.053,1.69,0.93
0.500,1.000,4,0.8,0.1,1.00,1.002,0.011,1.027,0.054,2.22,0.94
0.500,1.000,1,0.8,0.1,1.00,1.007,0.015,1.032,0.062,1.72,0.93
0.500,0.500,2,0.8,0.1,1.00,1.017,0.013,1.039,0.066,1.64,0.94
0.500,0.100,3,0.2,0.1,10.00,1.009,0.013,1.041,0.071,2.38,0.94
1.000,1.000,1,0.8,0.1,1.00,1.016,0.016,1.043,0.066,1.69,0.93
0.500,1.000,3,0.8,0.1,1.00,1.020,0.012,1.046,0.059,2.28,0.93
0.100,1.000,2,0.8,0.1,1.00,1.020,0.010,1.046,0.053,1.69,0.94
1.000,0.100,4,0.2,0.1,10.00,0.984,0.016,1.047,0.072,2.36,0.93
1.000,0.100,4,0.4,0.1,10.00,0.965,0.016,1.048,0.074,2.50,0.93
1.000,0.100,4,0.6,0.1,10.00,0.956,0.017,1.052,0.076,2.50,0.94
0.500,0.100,3,0.4,0.1,10.00,1.019,0.013,1.053,0.074,2.31,0.93
0.500,0.500,4,0.6,0.1,1.00,1.031,0.013,1.053,0.056,2.14,0.94
1.000,0.100,3,0.6,0.1,10.00,0.975,0.013,1.055,0.078,2.49,0.93
0.100,1.000,3,0.8,0.1,1.00,1.029,0.010,1.055,0.052,2.23,0.93
0.100,1.000,4,0.8,0.1,1.00,1.029,0.010,1.056,0.052,2.29,0.93
0.100,0.500,2,0.6,0.1,1.00,1.042,0.014,1.062,0.055,1.57,0.94
1.000,1.000,3,0.8,0.1,1.00,1.018,0.013,1.063,0.078,2.22,0.92
1.000,0.100,4,0.8,0.1,10.00,0.960,0.018,1.065,0.087,2.53,0.93
0.500,0.500,3,0.6,0.1,1.00,1.042,0.014,1.066,0.060,2.26,0.94
1.000,0.500,3,0.6,0.1,1.00,1.030,0.014,1.067,0.078,2.23,0.93
0.100,0.500,4,0.6,0.1,1.00,1.048,0.015,1.068,0.055,2.28,0.94
0.100,0.500,3,0.6,0.1,1.00,1.048,0.014,1.068,0.055,2.18,0.94
0.100,0.500,1,0.6,0.1,1.00,1.048,0.014,1.069,0.059,1.67,0.94
0.100,0.100,1,0.0,0.1,10.00,1.048,0.017,1.075,0.072,1.70,0.94
0.100,0.100,2,0.0,0.1,10.00,1.048,0.017,1.075,0.072,1.69,0.94
0.100,0.100,3,0.0,0.1,10.00,1.048,0.017,1.075,0.072,2.26,0.94
0.100,0.100,4,0.0,0.1,10.00,1.048,0.017,1.075,0.072,2.44,0.94
0.500,0.100,1,0.0,0.1,10.00,1.048,0.017,1.075,0.072,1.68,0.94
0.500,0.100,2,0.0,0.1,10.00,1.048,0.017,1.075,0.072,1.71,0.94
0.500,0.100,3,0.0,0.1,10.00,1.048,0.017,1.075,0.072,2.31,0.94
0.500,0.100,4,0.0,0.1,10.00,1.048,0.017,1.075,0.072,2.38,0.94
1.000,0.100,1,0.0,0.1,10.00,1.048,0.017,1.075,0.072,1.65,0.94
1.000,0.100,2,0.0,0.1,10.00,1.048,0.017,1.075,0.072,1.65,0.94
1.000,0.100,3,0.0,0.1,10.00,1.048,0.017,1.075,0.072,2.36,0.94
1.000,0.100,4,0.0,0.1,10.00,1.048,0.017,1.075,0.072,2.33,0.94
0.500,0.500,1,0.6,0.1,1.00,1.054,0.016,1.077,0.064,1.66,0.94
0.500,0.100,4,0.2,0.1,10.00,1.048,0.018,1.077,0.070,2.28,0.95
0.100,0.100,2,0.2,0.1,10.00,1.058,0.018,1.085,0.071,1.70,0.94
1.000,0.500,1,0.6,0.1,1.00,1.064,0.016,1.087,0.068,1.75,0.94
0.500,0.100,4,0.4,0.1,10.00,1.056,0.017,1.088,0.070,2.33,0.94
0.100,0.100,2,0.4,0.1,10.00,1.070,0.018,1.094,0.069,1.66,0.94
0.100,0.100,3,0.2,0.1,10.00,1.070,0.018,1.095,0.071,2.45,0.94
0.500,0.100,3,0.6,0.1,10.00,1.056,0.015,1.095,0.080,2.30,0.93
1.000,0.500,4,0.8,0.1,1.00,1.055,0.015,1.095,0.080,2.13,0.94
1.000,0.100,2,0.4,0.1,1.00,1.072,0.016,1.096,0.086,1.54,0.95
0.100,0.100,4,0.2,0.1,10.00,1.071,0.018,1.096,0.071,2.33,0.94
0.100,0.100,1,0.2,0.1,10.00,1.074,0.018,1.099,0.071,1.73,0.94
1.000,0.100,2,0.2,0.1,1.00,1.083,0.015,1.101,0.077,1.62,0.94
0.500,0.100,4,0.6,0.1,10.00,1.068,0.017,1.102,0.069,2.26,0.94
0.100,0.100,2,0.6,0.1,10.00,1.082,0.019,1.104,0.068,1.60,0.94
0.500,0.100,1,0.2,0.1,10.00,1.079,0.018,1.105,0.074,1.72,0.94
1.000,0.100,1,0.2,0.1,10.00,1.083,0.018,1.110,0.076,1.78,0.94
0.100,0.100,2,0.8,0.1,10.00,1.101,0.015,1.121,0.070,1.64,0.95
0.100,0.100,3,0.4,0.1,10.00,1.101,0.018,1.123,0.070,2.28,0.94
0.100,0.100,4,0.4,0.1,10.00,1.102,0.018,1.125,0.070,2.25,0.94
0.500,0.100,4,0.8,0.1,10.00,1.090,0.016,1.126,0.071,2.23,0.95
0.100,0.100,1,0.4,0.1,10.00,1.108,0.018,1.132,0.071,1.66,0.94
1.000,0.100,3,0.8,0.1,10.00,1.040,0.014,1.132,0.095,2.47,0.94
0.500,0.100,1,0.4,0.1,10.00,1.116,0.018,1.140,0.076,1.71,0.94
1.000,0.100,1,0.4,0.1,10.00,1.120,0.019,1.144,0.077,1.82,0.94
1.000,0.100,2,0.6,0.1,1.00,1.119,0.016,1.144,0.095,1.59,0.93
0.100,0.100,3,0.6,0.1,10.00,1.145,0.017,1.164,0.069,2.28,0.94
0.100,0.100,4,0.6,0.1,10.00,1.147,0.017,1.165,0.069,2.27,0.94
0.100,0.100,1,0.6,0.1,10.00,1.157,0.018,1.177,0.072,1.66,0.94
0.500,0.100,3,0.8,0.1,10.00,1.134,0.017,1.178,0.095,2.27,0.94
0.500,0.500,4,0.8,0.1,1.00,1.157,0.010,1.179,0.065,2.34,0.95
0.500,0.100,2,0.4,0.1,1.00,1.164,0.014,1.182,0.079,1.67,0.94
0.500,0.500,1,0.8,0.1,1.00,1.166,0.017,1.186,0.069,1.65,0.94
0.500,0.100,1,0.6,0.1,10.00,1.165,0.019,1.186,0.077,1.67,0.94
1.000,0.500,1,0.8,0.1,1.00,1.168,0.019,1.188,0.070,1.63,0.94
1.000,0.100,1,0.6,0.1,10.00,1.167,0.019,1.189,0.078,1.85,0.94
0.100,0.500,1,0.8,0.1,1.00,1.173,0.011,1.191,0.070,1.60,0.94
0.500,0.100,2,0.6,0.1,1.00,1.186,0.014,1.205,0.095,1.63,0.94
1.000,0.100,4,0.4,0.1,1.00,1.178,0.015,1.207,0.096,2.23,0.94
0.100,0.500,2,0.8,0.1,1.00,1.193,0.013,1.213,0.066,1.68,0.95
0.500,0.500,3,0.8,0.1,1.00,1.192,0.012,1.217,0.076,2.21,0.95
1.000,0.100,4,0.2,0.1,1.00,1.191,0.014,1.218,0.080,2.34,0.95
1.000,0.500,3,0.8,0.1,1.00,1.178,0.018,1.218,0.105,2.28,0.93
0.500,0.100,2,0.2,0.1,1.00,1.205,0.012,1.223,0.073,1.64,0.96
0.100,0.500,3,0.8,0.1,1.00,1.220,0.014,1.242,0.067,2.20,0.94
