g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.100,0.500,4,0.8,0.1,1.00,1.221,0.015,1.242,0.066,2.31,0.94
0.100,0.100,1,0.8,0.1,10.00,1.235,0.019,1.253,0.073,1.77,0.94
0.100,0.100,3,0.8,0.1,10.00,1.235,0.015,1.253,0.072,2.27,0.95
1.000,0.100,4,0.6,0.1,1.00,1.222,0.016,1.253,0.107,2.16,0.94
0.100,0.100,4,0.8,0.1,10.00,1.236,0.015,1.254,0.071,2.23,0.94
0.500,0.100,1,0.8,0.1,10.00,1.238,0.019,1.258,0.076,1.81,0.94
1.000,0.100,1,0.8,0.1,10.00,1.240,0.019,1.260,0.077,1.89,0.94
1.000,0.100,1,0.2,0.1,1.00,1.323,0.017,1.342,0.074,1.60,0.95
1.000,0.100,3,0.2,0.1,1.00,1.316,0.019,1.343,0.099,2.22,0.94
1.000,0.100,1,0.4,0.1,1.00,1.329,0.018,1.349,0.075,1.61,0.96
0.500,0.100,1,0.2,0.1,1.00,1.338,0.017,1.357,0.073,1.65,0.96
0.100,0.100,1,0.0,0.1,1.00,1.342,0.015,1.361,0.075,1.65,0.96
0.100,0.100,2,0.0,0.1,1.00,1.342,0.015,1.361,0.075,1.63,0.96
0.100,0.100,3,0.0,0.1,1.00,1.342,0.015,1.361,0.075,2.26,0.96
0.100,0.100,4,0.0,0.1,1.00,1.342,0.015,1.361,0.075,2.36,0.96
0.500,0.100,1,0.0,0.1,1.00,1.342,0.015,1.361,0.075,1.65,0.96
0.500,0.100,2,0.0,0.1,1.00,1.342,0.015,1.361,0.075,1.69,0.96
0.500,0.100,3,0.0,0.1,1.00,1.342,0.015,1.361,0.075,2.19,0.96
0.500,0.100,4,0.0,0.1,1.00,1.342,0.015,1.361,0.075,2.22,0.96
1.000,0.100,1,0.0,0.1,1.00,1.342,0.015,1.361,0.075,1.57,0.96
1.000,0.100,2,0.0,0.1,1.00,1.342,0.015,1.361,0.075,1.60,0.96
1.000,0.100,3,0.0,0.1,1.00,1.342,0.015,1.361,0.075,2.30,0.96
1.000,0.100,4,0.0,0.1,1.00,1.342,0.015,1.361,0.075,2.18,0.96
1.000,0.100,1,0.6,0.1,1.00,1.341,0.019,1.362,0.076,1.69,0.95
0.500,0.100,1,0.4,0.1,1.00,1.344,0.018,1.363,0.074,1.62,0.96
1.000,0.100,3,0.4,0.1,1.00,1.339,0.021,1.369,0.119,2.32,0.94
0.500,0.100,1,0.6,0.1,1.00,1.354,0.019,1.374,0.074,1.64,0.95
0.500,0.100,4,0.2,0.1,1.00,1.356,0.012,1.375,0.079,2.24,0.96
1.000,0.100,1,0.8,0.1,1.00,1.355,0.019,1.376,0.076,1.69,0.96
0.500,0.100,3,0.2,0.1,1.00,1.364,0.013,1.383,0.084,2.23,0.96
0.500,0.100,1,0.8,0.1,1.00,1.367,0.019,1.386,0.075,1.73,0.96
0.500,0.100,1,1.0,0.1,10.00,1.364,0.020,1.387,0.077,1.84,0.96
0.500,0.500,1,1.0,0.1,10.00,1.364,0.020,1.387,0.077,1.81,0.96
0.500,1.000,1,1.0,0.1,10.00,1.364,0.020,1.387,0.077,1.78,0.96
1.000,0.100,1,1.0,0.1,10.00,1.364,0.020,1.387,0.078,1.83,0.95
1.000,0.500,1,1.0,0.1,10.00,1.364,0.020,1.387,0.078,1.94,0.95
1.000,1.000,1,1.0,0.1,10.00,1.364,0.020,1.387,0.078,2.27,0.95
1.000,0.100,2,0.8,0.1,1.00,1.365,0.021,1.388,0.110,1.59,0.96
0.100,0.100,1,0.2,0.1,1.00,1.369,0.013,1.390,0.079,1.60,0.96
1.000,0.100,1,1.0,0.1,1.00,1.370,0.020,1.392,0.077,1.69,0.96
1.000,0.500,1,1.0,0.1,1.00,1.370,0.020,1.392,0.077,1.68,0.96
1.000,1.000,1,1.0,0.1,1.00,1.370,0.020,1.392,0.077,1.67,0.96
0.100,0.100,1,1.0,0.1,10.00,1.370,0.020,1.392,0.077,1.68,0.96
0.100,0.500,1,1.0,0.1,10.00,1.370,0.020,1.392,0.077,1.65,0.96
0.100,1.000,1,1.0,0.1,10.00,1.370,0.020,1.392,0.077,1.67,0.96
0.100,0.100,2,0.2,0.1,1.00,1.374,0.015,1.395,0.079,1.65,0.96
0.500,0.100,1,1.0,0.1,1.00,1.381,0.020,1.401,0.074,1.75,0.96
0.500,0.500,1,1.0,0.1,1.00,1.381,0.020,1.401,0.074,1.65,0.96
0.500,1.000,1,1.0,0.1,1.00,1.381,0.020,1.401,0.074,1.77,0.96
0.100,0.100,3,0.2,0.1,1.00,1.385,0.016,1.407,0.079,2.29,0.96
0.100,0.100,4,0.2,0.1,1.00,1.386,0.016,1.407,0.079,2.30,0.96
0.500,0.100,4,0.4,0.1,1.00,1.383,0.014,1.408,0.093,2.12,0.96
0.500,0.100,3,0.4,0.1,1.00,1.397,0.013,1.417,0.096,2.31,0.96
0.100,0.100,1,0.4,0.1,1.00,1.401,0.016,1.423,0.080,1.61,0.96
0.500,0.100,2,0.8,0.1,1.00,1.404,0.017,1.423,0.111,1.56,0.96
1.000,0.100,3,0.6,0.1,1.00,1.406,0.026,1.440,0.134,2.20,0.94
0.100,0.100,2,0.4,0.1,1.00,1.424,0.020,1.452,0.095,1.69,0.96
0.100,0.100,1,0.6,0.1,1.00,1.436,0.017,1.459,0.085,1.69,0.96
1.000,0.100,4,0.8,0.1,1.00,1.440,0.025,1.474,0.114,2.25,0.95
0.100,0.100,3,0.4,0.1,1.00,1.448,0.020,1.476,0.095,2.24,0.97
0.500,0.100,3,0.6,0.1,1.00,1.456,0.016,1.477,0.113,2.17,0.96
0.100,0.100,4,0.4,0.1,1.00,1.449,0.020,1.477,0.095,2.22,0.97
0.500,0.100,4,0.6,0.1,1.00,1.452,0.021,1.479,0.115,2.29,0.95
0.100,0.100,1,0.8,0.1,1.00,1.475,0.018,1.500,0.092,1.58,0.97
0.100,0.100,2,0.6,0.1,1.00,1.527,0.018,1.551,0.116,1.58,0.96
0.100,0.100,1,1.0,0.1,1.00,1.523,0.022,1.552,0.109,1.61,0.97
0.100,0.500,1,1.0,0.1,1.00,1.523,0.022,1.552,0.109,1.61,0.97
0.100,1.000,1,1.0,0.1,1.00,1.523,0.022,1.552,0.109,1.64,0.97
0.100,0.100,3,0.6,0.1,1.00,1.568,0.017,1.592,0.116,2.29,0.96
0.100,0.100,4,0.6,0.1,1.00,1.570,0.017,1.594,0.116,2.26,0.96
1.000,0.100,3,0.8,0.1,1.00,1.556,0.033,1.596,0.142,2.26,0.95
0.500,0.100,3,0.8,0.1,1.00,1.599,0.022,1.616,0.129,2.17,0.95
0.500,0.100,4,0.8,0.1,1.00,1.704,0.015,1.718,0.145,2.26,0.95
0.100,0.100,2,0.8,0.1,1.00,1.784,0.017,1.798,0.148,1.66,0.94
1.000,0.100,3,1.0,0.1,10.00,1.679,0.040,1.826,0.169,2.43,0.96
1.000,0.500,3,1.0,0.1,10.00,1.679,0.040,1.826,0.169,2.52,0.96
1.000,1.000,3,1.0,0.1,10.00,1.679,0.040,1.826,0.169,2.79,0.96
0.100,0.100,3,0.8,0.1,1.00,1.829,0.020,1.844,0.148,2.28,0.94
0.100,0.100,4,0.8,0.1,1.00,1.836,0.019,1.850,0.148,2.27,0.94
0.500,0.100,3,1.0,0.1,10.00,1.879,0.044,1.940,0.157,2.27,0.96
0.500,0.500,3,1.0,0.1,10.00,1.879,0.044,1.940,0.157,2.44,0.96
0.500,1.000,3,1.0,0.1,10.00,1.879,0.044,1.940,0.157,2.26,0.96
1.000,0.100,3,1.0,0.1,1.00,1.905,0.040,1.962,0.159,2.27,0.96
1.000,0.500,3,1.0,0.1,1.00,1.905,0.040,1.962,0.159,2.20,0.96
1.000,1.000,3,1.0,0.1,1.00,1.905,0.040,1.962,0.159,2.27,0.96
0.500,0.100,3,1.0,0.1,1.00,2.424,0.024,2.442,0.154,2.18,0.97
0.500,0.500,3,1.0,0.1,1.00,2.424,0.024,2.442,0.154,2.28,0.97
0.500,1.000,3,1.0,0.1,1.00,2.424,0.024,2.442,0.154,2.24,0.97
1.000,0.100,4,1.0,0.1,10.00,3.316,0.202,3.467,0.229,2.40,0.97
1.000,0.500,4,1.0,0.1,10.00,3.316,0.202,3.467,0.229,2.52,0.97
1.000,1.000,4,1.0,0.1,10.00,3.316,0.202,3.467,0.229,2.65,0.97
1.000,0.100,2,1.0,0.1,10.00,3.514,0.267,3.629,0.277,1.79,0.98
1.000,0.500,2,1.0,0.1,10.00,3.514,0.267,3.629,0.277,1.70,0.98
1.000,1.000,2,1.0,0.1,10.00,3.514,0.267,3.629,0.277,2.07,0.98
0.500,0.100,2,1.0,0.1,10.00,3.726,0.295,3.776,0.317,1.61,0.98
0.500,0.500,2,1.0,0.1,10.00,3.726,0.295,3.776,0.317,1.63,0.98
0.500,1.000,2,1.0,0.1,10.00,3.726,0.295,3.776,0.317,1.57,0.98
1.000,0.100,2,1.0,0.1,1.00,4.045,0.345,4.082,0.385,1.74,0.98
1.000,0.500,2,1.0,0.1,1.00,4.045,0.345,4.082,0.385,1.60,0.98
1.000,1.000,2,1.0,0.1,1.00,4.045,0.345,4.082,0.385,1.65,0.98
1.000,0.100,4,1.0,0.1,1.00,4.383,0.296,4.408,0.338,2.23,0.98
1.000,0.500,4,1.0,0.1,1.00,4.383,0.296,4.408,0.338,2.28,0.98
1.000,1.000,4,1.0,0.1,1.00,4.383,0.296,4.408,0.338,2.21,0.98
0.500,0.100,4,1.0,0.1,10.00,4.783,0.306,4.792,0.381,2.27,0.99
0.500,0.500,4,1.0,0.1,10.00,4.783,0.306,4.792,0.381,2.32,0.99
0.500,1.000,4,1.0,0.1,10.00,4.783,0.306,4.792,0.381,2.30,0.99
0.500,0.100,2,1.0,0.1,1.00,5.182,0.266,5.211,0.447,1.71,0.98
0.500,0.500,2,1.0,0.1,1.00,5.182,0.266,5.211,0.447,1.63,0.98
0.500,1.000,2,1.0,0.1,1.00,5.182,0.266,5.211,0.447,1.57,0.98
0.100,0.100,3,1.0,0.1,10.00,5.759,0.026,5.775,0.228,2.26,0.99
0.100,0.500,3,1.0,0.1,10.00,5.759,0.026,5.775,0.228,2.24,0.99
0.100,1.000,3,1.0,0.1,10.00,5.759,0.026,5.775,0.228,2.24,0.99
0.100,0.100,2,1.0,0.1,10.00,5.883,0.095,5.909,0.327,1.54,0.99
0.100,0.500,2,1.0,0.1,10.00,5.883,0.095,5.909,0.327,1.59,0.99
0.100,1.000,2,1.0,0.1,10.00,5.883,0.095,5.909,0.327,1.49,0.99
0.500,0.100,4,1.0,0.1,1.00,6.217,0.046,6.232,0.264,2.33,0.99
0.500,0.500,4,1.0,0.1,1.00,6.217,0.046,6.232,0.264,2.25,0.99
0.500,1.000,4,1.0,0.1,1.00,6.217,0.046,6.232,0.264,2.22,0.99
0.100,0.100,3,1.0,0.1,1.00,6.346,0.054,6.361,0.237,2.29,0.99
0.100,0.500,3,1.0,0.1,1.00,6.346,0.054,6.361,0.237,2.19,0.99
0.100,1.000,3,1.0,0.1,1.00,6.346,0.054,6.361,0.237,2.22,0.99
0.100,0.100,2,1.0,0.1,1.00,6.358,0.049,6.374,0.245,1.63,0.99
0.100,0.500,2,1.0,0.1,1.00,6.358,0.049,6.374,0.245,1.59,0.99
0.100,1.000,2,1.0,0.1,1.00,6.358,0.049,6.374,0.245,1.67,0.99
0.100,0.100,4,1.0,0.1,10.00,6.409,0.057,6.424,0.238,2.38,0.99
0.100,0.500,4,1.0,0.1,10.00,6.409,0.057,6.424,0.238,2.22,0.99
0.100,1.000,4,1.0,0.1,10.00,6.409,0.057,6.424,0.238,2.20,0.99
0.100,0.100,4,1.0,0.1,1.00,6.411,0.058,6.426,0.238,2.25,0.99
0.100,0.500,4,1.0,0.1,1.00,6.411,0.058,6.426,0.238,2.19,0.99
0.100,1.000,4,1.0,0.1,1.00,6.411,0.058,6.426,0.238,2.28,0.99
