g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.100,0.010,2,0.3,0.1,100.00,0.834,0.011,0.944,0.058,9.18,0.92
0.010,0.010,5,0.8,0.1,100.00,0.900,0.013,0.944,0.061,2.67,0.92
0.100,0.010,1,0.8,0.1,100.00,0.897,0.012,0.944,0.061,9.33,0.92
0.100,0.100,4,0.6,0.1,100.00,0.465,0.014,0.944,0.037,33.66,0.93
0.010,0.010,1,0.8,0.1,100.00,0.898,0.012,0.944,0.061,2.37,0.92
0.010,0.100,2,0.6,0.1,1.00,0.886,0.012,0.945,0.040,2.52,0.92
0.100,0.100,3,0.7,0.1,1.00,0.854,0.011,0.945,0.063,4.45,0.91
0.010,0.100,3,0.6,0.1,1.00,0.888,0.012,0.946,0.039,3.68,0.92
0.100,0.100,5,0.7,0.1,1.00,0.817,0.013,0.947,0.057,4.14,0.91
0.010,0.100,4,0.6,0.1,1.00,0.889,0.012,0.947,0.039,3.09,0.92
0.010,0.100,5,0.6,0.1,1.00,0.889,0.012,0.947,0.039,2.45,0.92
0.100,0.010,2,0.4,0.1,100.00,0.839,0.011,0.948,0.059,10.74,0.93
0.010,0.010,2,0.8,0.1,100.00,0.889,0.013,0.948,0.062,2.06,0.93
0.100,0.010,4,0.1,0.1,10.00,0.840,0.014,0.952,0.068,3.69,0.92
0.100,0.100,1,0.8,0.1,1.00,0.914,0.010,0.953,0.056,2.79,0.93
0.100,0.100,4,0.9,0.1,100.00,0.504,0.013,0.953,0.042,41.26,0.94
0.100,0.100,2,0.8,0.1,1.00,0.890,0.015,0.953,0.068,2.90,0.92
0.100,0.010,3,0.9,0.1,100.00,0.719,0.006,0.953,0.035,40.67,0.92
0.100,0.010,2,0.5,0.1,100.00,0.844,0.011,0.955,0.059,12.27,0.93
0.100,0.010,5,0.2,0.1,100.00,0.573,0.010,0.957,0.038,16.73,0.92
0.100,0.010,5,0.5,0.1,10.00,0.712,0.010,0.957,0.070,6.34,0.93
0.100,0.010,4,0.4,0.1,100.00,0.623,0.015,0.959,0.041,22.69,0.93
0.100,0.010,2,0.6,0.1,100.00,0.851,0.011,0.963,0.060,12.70,0.93
0.010,0.010,2,0.9,0.1,100.00,0.906,0.014,0.964,0.062,2.03,0.93
0.100,0.010,4,0.2,0.1,10.00,0.818,0.015,0.964,0.073,3.63,0.92
0.100,0.010,3,0.6,0.1,10.00,0.826,0.010,0.964,0.056,5.15,0.93
0.100,0.010,2,0.1,0.1,10.00,0.907,0.014,0.965,0.062,2.69,0.93
0.100,0.100,5,0.2,0.1,100.00,0.424,0.011,0.965,0.042,22.21,0.93
0.100,0.010,2,0.2,0.1,10.00,0.902,0.015,0.968,0.064,3.05,0.93
0.100,0.100,4,0.8,0.1,1.00,0.856,0.013,0.968,0.075,4.08,0.92
0.010,0.010,5,0.9,0.1,100.00,0.933,0.014,0.969,0.064,2.54,0.93
0.010,0.010,4,0.9,0.1,100.00,0.932,0.015,0.969,0.064,2.44,0.93
0.100,0.010,2,0.7,0.1,100.00,0.859,0.012,0.970,0.059,19.63,0.93
0.010,0.100,2,0.7,0.1,1.00,0.919,0.012,0.970,0.039,2.54,0.93
0.100,0.010,2,0.3,0.1,10.00,0.899,0.015,0.971,0.066,3.24,0.93
0.100,0.010,4,0.3,0.1,10.00,0.806,0.016,0.972,0.078,4.46,0.92
0.010,0.100,3,0.7,0.1,1.00,0.922,0.011,0.973,0.039,3.80,0.93
0.100,0.010,2,0.4,0.1,10.00,0.899,0.015,0.974,0.065,3.24,0.93
0.100,0.010,4,0.5,0.1,100.00,0.618,0.015,0.975,0.045,27.02,0.93
0.010,0.100,4,0.7,0.1,1.00,0.925,0.012,0.975,0.040,2.56,0.93
0.010,0.100,5,0.7,0.1,1.00,0.925,0.012,0.975,0.040,2.43,0.93
0.010,0.010,3,0.1,0.1,10.00,0.944,0.014,0.977,0.065,4.01,0.93
0.010,0.010,2,0.1,0.1,10.00,0.944,0.015,0.978,0.064,2.86,0.93
0.100,0.010,5,0.6,0.1,10.00,0.717,0.010,0.979,0.077,6.36,0.92
0.010,0.010,5,0.1,0.1,10.00,0.946,0.015,0.979,0.065,3.70,0.93
0.010,0.010,4,0.1,0.1,10.00,0.946,0.015,0.979,0.065,3.76,0.93
0.100,0.010,2,0.5,0.1,10.00,0.900,0.015,0.980,0.067,3.62,0.93
0.010,0.010,3,0.2,0.1,10.00,0.948,0.014,0.980,0.065,3.97,0.93
0.010,0.010,1,0.1,0.1,10.00,0.947,0.015,0.980,0.065,2.51,0.93
0.100,0.010,2,0.8,0.1,100.00,0.869,0.013,0.981,0.062,21.80,0.93
0.010,0.010,2,0.2,0.1,10.00,0.948,0.015,0.981,0.065,2.97,0.93
0.100,0.010,4,0.4,0.1,10.00,0.799,0.016,0.981,0.080,4.33,0.93
0.100,0.010,5,0.3,0.1,100.00,0.550,0.010,0.983,0.040,25.09,0.92
0.010,0.010,4,0.2,0.1,10.00,0.952,0.015,0.983,0.066,3.81,0.93
0.010,0.010,5,0.2,0.1,10.00,0.952,0.015,0.983,0.066,4.08,0.93
0.010,0.010,3,0.3,0.1,10.00,0.952,0.014,0.983,0.065,4.08,0.93
0.010,0.010,2,0.3,0.1,10.00,0.952,0.015,0.983,0.065,2.86,0.93
0.010,0.010,1,0.9,0.1,100.00,0.947,0.013,0.984,0.067,2.26,0.92
0.100,0.010,2,0.6,0.1,10.00,0.902,0.015,0.985,0.069,3.59,0.93
0.100,0.010,1,0.1,0.1,10.00,0.951,0.014,0.985,0.067,2.29,0.93
0.100,0.010,1,0.9,0.1,100.00,0.949,0.013,0.985,0.068,8.24,0.93
0.100,0.100,5,0.3,0.1,100.00,0.416,0.011,0.986,0.045,28.31,0.93
0.010,0.010,1,0.2,0.1,10.00,0.954,0.014,0.986,0.067,2.56,0.93
0.010,0.010,2,0.4,0.1,10.00,0.956,0.015,0.987,0.065,2.92,0.93
0.010,0.010,3,0.4,0.1,10.00,0.958,0.014,0.988,0.066,3.93,0.93
0.010,0.010,4,0.3,0.1,10.00,0.959,0.015,0.989,0.066,3.98,0.93
0.010,0.010,5,0.3,0.1,10.00,0.959,0.015,0.989,0.066,3.76,0.93
0.100,0.010,2,0.7,0.1,10.00,0.905,0.015,0.990,0.067,3.40,0.93
0.010,0.010,2,0.5,0.1,10.00,0.961,0.015,0.991,0.065,2.92,0.93
0.100,0.010,4,0.5,0.1,10.00,0.794,0.016,0.992,0.081,5.02,0.93
0.100,0.010,4,0.6,0.1,100.00,0.617,0.016,0.994,0.047,27.77,0.93
0.010,0.010,1,0.3,0.1,10.00,0.963,0.015,0.994,0.068,2.49,0.93
0.100,0.010,2,0.9,0.1,100.00,0.884,0.014,0.994,0.068,25.93,0.94
0.100,0.010,1,0.2,0.1,10.00,0.961,0.014,0.995,0.069,2.51,0.93
0.010,0.010,2,0.6,0.1,10.00,0.966,0.015,0.995,0.065,2.75,0.93
0.010,0.010,3,0.5,0.1,10.00,0.968,0.015,0.996,0.065,4.00,0.93
0.010,0.010,4,0.4,0.1,10.00,0.967,0.015,0.997,0.066,3.88,0.93
0.010,0.010,5,0.4,0.1,10.00,0.967,0.015,0.997,0.066,3.97,0.93
0.100,0.010,2,0.8,0.1,10.00,0.910,0.015,0.998,0.070,3.70,0.93
0.010,0.010,2,0.7,0.1,10.00,0.972,0.016,1.000,0.065,2.77,0.93
0.100,0.100,3,0.8,0.1,1.00,0.910,0.013,1.001,0.073,4.38,0.92
0.100,0.100,5,0.4,0.1,100.00,0.411,0.010,1.002,0.048,29.17,0.92
0.100,0.010,4,0.6,0.1,10.00,0.793,0.016,1.003,0.081,5.21,0.92
0.100,0.010,3,0.7,0.1,10.00,0.854,0.008,1.004,0.059,4.98,0.92
0.010,0.010,1,0.4,0.1,10.00,0.974,0.015,1.004,0.068,2.71,0.93
0.100,0.010,1,0.3,0.1,10.00,0.972,0.014,1.005,0.070,2.48,0.93
0.100,0.010,5,0.4,0.1,100.00,0.533,0.009,1.006,0.040,34.47,0.92
0.010,0.010,5,0.5,0.1,10.00,0.979,0.016,1.007,0.065,3.86,0.92
0.010,0.010,4,0.5,0.1,10.00,0.979,0.016,1.007,0.065,3.85,0.92
0.010,0.010,3,0.6,0.1,10.00,0.982,0.016,1.007,0.064,3.91,0.93
0.010,0.010,2,0.8,0.1,10.00,0.980,0.016,1.008,0.065,2.57,0.93
0.100,0.010,2,0.2,0.1,1.00,0.981,0.017,1.012,0.074,1.84,0.92
0.100,0.010,2,0.3,0.1,1.00,0.977,0.017,1.015,0.076,1.96,0.93
0.100,0.010,5,0.7,0.1,10.00,0.733,0.012,1.016,0.083,6.54,0.93
0.100,0.010,1,0.4,0.1,10.00,0.985,0.015,1.016,0.071,2.40,0.93
0.100,0.010,4,0.7,0.1,10.00,0.794,0.017,1.017,0.082,5.08,0.92
0.100,0.010,4,0.7,0.1,100.00,0.619,0.016,1.018,0.046,34.40,0.94
0.100,0.100,5,0.5,0.1,100.00,0.409,0.009,1.018,0.051,36.65,0.92
0.010,0.010,1,0.5,0.1,10.00,0.989,0.017,1.019,0.067,2.76,0.92
0.100,0.010,2,0.9,0.1,10.00,0.926,0.015,1.019,0.075,3.79,0.93
0.010,0.100,2,0.8,0.1,1.00,0.976,0.011,1.019,0.046,2.48,0.92
0.100,0.010,2,0.4,0.1,1.00,0.979,0.017,1.020,0.079,1.91,0.93
0.010,0.010,4,0.6,0.1,10.00,0.994,0.016,1.020,0.065,3.66,0.93
0.010,0.010,5,0.6,0.1,10.00,0.995,0.016,1.020,0.064,3.74,0.92
0.100,0.100,5,0.8,0.1,1.00,0.878,0.014,1.020,0.077,4.01,0.92
0.010,0.010,2,0.9,0.1,10.00,0.996,0.016,1.022,0.068,2.61,0.93
0.100,0.010,2,0.1,0.1,1.00,0.996,0.016,1.022,0.069,1.96,0.93
0.100,0.010,5,0.5,0.1,100.00,0.520,0.009,1.025,0.041,41.43,0.92
0.010,0.100,3,0.8,0.1,1.00,0.985,0.009,1.027,0.046,3.66,0.92
0.010,0.010,3,0.7,0.1,10.00,1.004,0.016,1.029,0.064,3.75,0.93
0.100,0.010,2,0.5,0.1,1.00,0.987,0.018,1.031,0.082,1.94,0.94
0.100,0.100,5,0.6,0.1,100.00,0.408,0.009,1.032,0.050,40.68,0.94
0.100,0.010,1,0.5,0.1,10.00,1.002,0.016,1.033,0.073,2.74,0.93
0.010,0.100,4,0.8,0.1,1.00,0.990,0.010,1.033,0.046,2.52,0.92
0.010,0.100,5,0.8,0.1,1.00,0.991,0.010,1.033,0.046,2.41,0.92
0.010,0.100,1,0.9,0.1,1.00,1.008,0.012,1.034,0.055,2.43,0.94
0.100,0.100,2,0.9,0.1,1.00,0.978,0.017,1.035,0.079,2.86,0.93
0.100,0.010,4,0.8,0.1,10.00,0.798,0.017,1.037,0.085,5.42,0.92
0.010,0.010,1,0.6,0.1,10.00,1.010,0.017,1.038,0.070,2.57,0.92
0.010,0.010,4,0.7,0.1,10.00,1.017,0.016,1.040,0.063,3.51,0.93
0.010,0.010,5,0.7,0.1,10.00,1.018,0.016,1.041,0.064,3.77,0.93
0.100,0.010,5,0.6,0.1,100.00,0.510,0.009,1.042,0.041,53.81,0.92
0.100,0.100,1,0.9,0.1,1.00,1.012,0.014,1.043,0.068,2.81,0.93
0.100,0.100,5,0.7,0.1,100.00,0.410,0.010,1.044,0.050,41.88,0.93
0.100,0.010,4,0.8,0.1,100.00,0.625,0.017,1.046,0.051,40.47,0.93
0.100,0.010,2,0.6,0.1,1.00,1.002,0.018,1.050,0.084,2.11,0.94
0.100,0.010,1,0.6,0.1,10.00,1.023,0.016,1.052,0.075,2.77,0.93
0.100,0.100,5,0.8,0.1,100.00,0.415,0.010,1.054,0.054,47.83,0.93
0.100,0.010,5,0.7,0.1,100.00,0.503,0.009,1.061,0.041,62.59,0.92
0.100,0.100,5,0.9,0.1,100.00,0.427,0.011,1.063,0.056,48.58,0.92
0.010,0.010,1,0.7,0.1,10.00,1.039,0.018,1.066,0.071,2.84,0.93
0.100,0.010,4,0.2,0.1,1.00,1.007,0.019,1.067,0.078,2.65,0.93
0.100,0.010,3,0.8,0.1,10.00,0.906,0.009,1.068,0.067,5.18,0.94
0.100,0.010,4,0.9,0.1,10.00,0.817,0.018,1.069,0.089,5.95,0.92
0.010,0.010,3,0.8,0.1,10.00,1.047,0.016,1.072,0.063,3.87,0.94
0.100,0.010,4,0.3,0.1,1.00,0.999,0.018,1.073,0.083,2.67,0.93
0.100,0.010,4,0.1,0.1,1.00,1.027,0.018,1.073,0.073,2.49,0.93
0.100,0.010,5,0.8,0.1,10.00,0.764,0.014,1.074,0.088,7.52,0.93
0.100,0.010,1,0.7,0.1,10.00,1.052,0.018,1.081,0.075,2.60,0.94
0.100,0.010,4,0.4,0.1,1.00,0.997,0.018,1.081,0.089,3.01,0.93
0.010,0.010,4,0.8,0.1,10.00,1.060,0.018,1.082,0.062,3.65,0.94
0.100,0.010,2,0.7,0.1,1.00,1.036,0.020,1.084,0.086,1.95,0.94
0.100,0.010,4,0.9,0.1,100.00,0.638,0.019,1.084,0.061,37.99,0.93
0.010,0.010,5,0.8,0.1,10.00,1.061,0.017,1.084,0.062,3.86,0.94
0.100,0.010,5,0.8,0.1,100.00,0.500,0.010,1.084,0.041,73.60,0.92
0.100,0.100,4,0.9,0.1,1.00,0.966,0.017,1.087,0.096,4.02,0.93
0.100,0.010,4,0.5,0.1,1.00,1.001,0.018,1.094,0.092,2.89,0.93
0.100,0.010,5,0.9,0.1,100.00,0.509,0.010,1.109,0.052,73.44,0.93
0.010,0.010,1,0.8,0.1,10.00,1.086,0.019,1.112,0.073,2.77,0.94
0.100,0.010,4,0.6,0.1,1.00,1.018,0.020,1.118,0.099,3.16,0.94
0.100,0.010,1,0.8,0.1,10.00,1.098,0.019,1.126,0.076,3.02,0.94
0.100,0.100,1,0.2,0.1,0.10,1.123,0.012,1.149,0.060,2.73,0.94
0.100,0.010,4,0.7,0.1,1.00,1.047,0.020,1.152,0.104,3.54,0.94
0.100,0.100,1,0.3,0.1,0.10,1.128,0.010,1.153,0.062,2.70,0.93
0.100,0.010,5,0.1,0.1,1.00,1.094,0.018,1.158,0.079,3.57,0.93
0.100,0.100,1,0.4,0.1,0.10,1.142,0.012,1.167,0.063,2.68,0.94
0.010,0.010,3,0.9,0.1,10.00,1.149,0.017,1.170,0.062,3.66,0.95
0.010,0.010,4,0.9,0.1,10.00,1.152,0.014,1.171,0.061,3.60,0.94
0.100,0.010,2,0.8,0.1,1.00,1.123,0.021,1.174,0.091,2.05,0.94
0.100,0.100,1,0.1,0.1,0.10,1.144,0.014,1.175,0.063,2.62,0.94
0.100,0.100,3,0.9,0.1,1.00,1.081,0.014,1.177,0.106,4.49,0.94
0.100,0.010,5,0.2,0.1,1.00,1.090,0.017,1.177,0.087,3.82,0.94
0.010,0.010,5,0.9,0.1,10.00,1.160,0.015,1.178,0.062,3.67,0.93
0.100,0.010,3,0.1,0.1,1.00,1.135,0.018,1.179,0.086,2.66,0.94
0.100,0.100,3,0.1,0.1,0.10,1.151,0.011,1.185,0.068,4.10,0.93
0.100,0.010,5,0.9,0.1,10.00,0.837,0.021,1.186,0.094,7.43,0.94
0.010,0.010,2,0.1,0.1,1.00,1.169,0.013,1.188,0.065,2.57,0.94
0.100,0.010,1,0.1,0.1,1.00,1.174,0.017,1.191,0.065,1.70,0.93
0.010,0.010,1,0.9,0.1,10.00,1.172,0.019,1.192,0.073,2.77,0.93
0.100,0.100,1,0.5,0.1,0.10,1.169,0.014,1.192,0.064,2.63,0.93
0.100,0.010,3,0.9,0.1,10.00,1.017,0.013,1.194,0.087,5.37,0.93
0.010,0.010,1,0.1,0.1,1.00,1.176,0.014,1.194,0.065,2.56,0.94
0.100,0.100,4,0.1,0.1,0.10,1.158,0.016,1.194,0.072,4.07,0.93
0.010,0.010,4,0.1,0.1,1.00,1.178,0.013,1.196,0.065,4.16,0.94
0.010,0.010,3,0.1,0.1,1.00,1.177,0.013,1.196,0.065,4.15,0.94
0.010,0.010,5,0.1,0.1,1.00,1.178,0.013,1.196,0.065,4.06,0.94
0.100,0.010,5,0.3,0.1,1.00,1.097,0.018,1.196,0.096,3.86,0.94
0.100,0.100,4,0.2,0.1,0.10,1.160,0.016,1.198,0.077,4.01,0.94
0.010,0.010,2,0.2,0.1,1.00,1.181,0.013,1.200,0.065,2.65,0.95
0.100,0.010,1,0.9,0.1,10.00,1.178,0.020,1.200,0.078,3.16,0.94
0.010,0.100,2,0.9,0.1,1.00,1.165,0.016,1.201,0.067,2.32,0.93
0.100,0.010,3,0.2,0.1,1.00,1.144,0.019,1.203,0.096,2.77,0.94
0.100,0.100,5,0.1,0.1,0.10,1.169,0.011,1.208,0.073,3.89,0.93
0.100,0.010,1,0.2,0.1,1.00,1.190,0.018,1.209,0.068,1.79,0.93
0.100,0.100,3,0.2,0.1,0.10,1.177,0.012,1.211,0.074,4.04,0.92
0.010,0.010,2,0.3,0.1,1.00,1.195,0.014,1.212,0.064,2.57,0.95
0.010,0.010,1,0.2,0.1,1.00,1.196,0.014,1.214,0.066,2.51,0.94
0.010,0.010,4,0.2,0.1,1.00,1.200,0.014,1.217,0.066,4.15,0.94
0.010,0.010,3,0.2,0.1,1.00,1.200,0.014,1.217,0.066,3.88,0.94
0.010,0.010,5,0.2,0.1,1.00,1.200,0.014,1.217,0.066,4.05,0.94
0.100,0.100,5,0.9,0.1,1.00,1.069,0.014,1.224,0.127,3.96,0.93
0.100,0.010,5,0.4,0.1,1.00,1.113,0.021,1.224,0.105,4.07,0.94
0.100,0.010,1,0.3,0.1,1.00,1.206,0.019,1.225,0.069,1.87,0.94
0.100,0.100,1,0.6,0.1,0.10,1.205,0.014,1.227,0.065,2.56,0.94
0.100,0.100,4,0.3,0.1,0.10,1.187,0.016,1.228,0.089,3.93,0.94
0.100,0.010,3,0.3,0.1,1.00,1.162,0.020,1.229,0.103,2.88,0.94
0.010,0.010,2,0.4,0.1,1.00,1.213,0.014,1.231,0.067,2.66,0.95
0.010,0.100,3,0.9,0.1,1.00,1.196,0.015,1.231,0.075,3.85,0.93
0.010,0.010,1,0.3,0.1,1.00,1.218,0.015,1.235,0.066,2.42,0.94
0.100,0.010,4,0.8,0.1,1.00,1.125,0.021,1.239,0.118,3.47,0.93
0.100,0.010,1,0.4,0.1,1.00,1.225,0.020,1.244,0.070,1.90,0.94
0.100,0.100,2,0.1,0.1,0.10,1.208,0.020,1.244,0.080,2.63,0.94
0.010,0.010,4,0.3,0.1,1.00,1.226,0.015,1.244,0.066,4.17,0.94
0.010,0.010,3,0.3,0.1,1.00,1.226,0.015,1.244,0.066,4.08,0.94
0.010,0.010,5,0.3,0.1,1.00,1.227,0.015,1.244,0.066,4.10,0.94
0.010,0.100,4,0.9,0.1,1.00,1.211,0.017,1.247,0.077,2.50,0.93
0.010,0.100,5,0.9,0.1,1.00,1.212,0.016,1.248,0.077,2.55,0.93
0.010,0.010,2,0.5,0.1,1.00,1.235,0.015,1.253,0.067,2.46,0.96
0.100,0.010,5,0.5,0.1,1.00,1.138,0.022,1.256,0.115,3.86,0.95
0.100,0.100,2,0.2,0.1,0.10,1.220,0.022,1.257,0.085,2.55,0.94
0.100,0.010,3,0.4,0.1,1.00,1.186,0.021,1.258,0.108,2.66,0.93
0.010,0.010,1,0.4,0.1,1.00,1.242,0.016,1.260,0.067,2.63,0.94
0.100,0.010,1,0.5,0.1,1.00,1.244,0.020,1.263,0.071,1.88,0.94
0.100,0.100,3,0.3,0.1,0.10,1.224,0.013,1.263,0.084,4.00,0.93
0.100,0.100,5,0.2,0.1,0.10,1.225,0.013,1.271,0.091,3.85,0.93
0.100,0.100,1,0.7,0.1,0.10,1.250,0.013,1.271,0.070,2.39,0.95
0.010,0.010,4,0.4,0.1,1.00,1.257,0.015,1.274,0.067,4.04,0.95
0.010,0.010,3,0.4,0.1,1.00,1.257,0.015,1.274,0.068,4.24,0.95
0.010,0.010,5,0.4,0.1,1.00,1.258,0.015,1.275,0.067,4.11,0.95
0.100,0.100,4,0.4,0.1,0.10,1.234,0.015,1.277,0.097,4.00,0.94
0.100,0.010,1,0.6,0.1,1.00,1.264,0.020,1.284,0.072,1.94,0.95
0.100,0.100,2,0.3,0.1,0.10,1.250,0.024,1.286,0.092,2.48,0.94
0.010,0.010,1,0.5,0.1,1.00,1.269,0.016,1.287,0.068,2.65,0.95
0.010,0.010,2,0.6,0.1,1.00,1.268,0.012,1.287,0.073,2.56,0.95
0.010,0.100,1,0.1,0.1,0.10,1.251,0.019,1.288,0.088,2.09,0.93
0.100,0.010,3,0.5,0.1,1.00,1.216,0.022,1.292,0.115,2.74,0.94
0.100,0.010,5,0.6,0.1,1.00,1.179,0.023,1.305,0.126,4.04,0.95
0.010,0.100,2,0.1,0.1,0.10,1.268,0.019,1.306,0.090,2.29,0.93
0.100,0.010,1,0.7,0.1,1.00,1.286,0.019,1.306,0.074,1.98,0.95
0.010,0.100,3,0.1,0.1,0.10,1.269,0.019,1.307,0.090,3.17,0.93
0.010,0.100,4,0.1,0.1,0.10,1.269,0.019,1.307,0.091,3.18,0.93
0.010,0.100,5,0.1,0.1,0.10,1.269,0.019,1.307,0.091,3.58,0.93
0.010,0.010,1,0.6,0.1,1.00,1.298,0.017,1.315,0.068,2.73,0.96
0.010,0.010,4,0.5,0.1,1.00,1.301,0.015,1.319,0.070,4.04,0.95
0.010,0.010,3,0.5,0.1,1.00,1.301,0.015,1.319,0.070,4.18,0.95
0.010,0.010,5,0.5,0.1,1.00,1.302,0.015,1.320,0.070,4.15,0.95
0.100,0.100,3,0.4,0.1,0.10,1.282,0.018,1.321,0.094,3.94,0.93
0.100,0.100,1,0.8,0.1,0.10,1.308,0.016,1.327,0.072,2.33,0.96
0.100,0.010,1,0.8,0.1,1.00,1.311,0.019,1.331,0.074,2.00,0.95
0.010,0.100,1,0.2,0.1,0.10,1.301,0.023,1.336,0.097,1.94,0.93
0.100,0.010,3,0.6,0.1,1.00,1.259,0.021,1.339,0.125,2.76,0.95
0.010,0.010,2,0.7,0.1,1.00,1.321,0.017,1.345,0.086,2.47,0.95
0.100,0.100,5,0.3,0.1,0.10,1.293,0.015,1.346,0.110,3.61,0.93
0.100,0.100,2,0.4,0.1,0.10,1.311,0.026,1.347,0.098,2.51,0.93
0.010,0.010,1,0.7,0.1,1.00,1.331,0.017,1.348,0.070,2.63,0.96
0.100,0.010,1,0.9,0.1,1.00,1.337,0.020,1.360,0.076,1.87,0.95
0.100,0.100,4,0.5,0.1,0.10,1.323,0.015,1.371,0.109,3.90,0.93
0.010,0.100,2,0.2,0.1,0.10,1.342,0.023,1.378,0.104,2.21,0.93
0.010,0.100,3,0.2,0.1,0.10,1.343,0.023,1.379,0.104,3.12,0.93
0.010,0.100,4,0.2,0.1,0.10,1.344,0.023,1.379,0.104,3.39,0.93
0.010,0.100,5,0.2,0.1,0.10,1.344,0.023,1.379,0.104,3.62,0.93
0.010,0.010,3,0.6,0.1,1.00,1.359,0.019,1.382,0.077,4.17,0.96
0.100,0.010,5,0.7,0.1,1.00,1.245,0.024,1.383,0.145,4.20,0.94
0.010,0.010,4,0.6,0.1,1.00,1.360,0.019,1.385,0.078,4.05,0.96
0.010,0.010,5,0.6,0.1,1.00,1.362,0.019,1.387,0.078,4.09,0.96
0.010,0.010,1,0.8,0.1,1.00,1.369,0.016,1.387,0.072,2.77,0.96
0.100,0.100,3,0.5,0.1,0.10,1.348,0.021,1.390,0.105,3.79,0.93
0.100,0.100,1,0.9,0.1,0.10,1.375,0.016,1.394,0.074,2.62,0.96
0.010,0.100,1,0.3,0.1,0.10,1.362,0.022,1.396,0.108,2.00,0.93
0.100,0.010,3,0.7,0.1,1.00,1.316,0.025,1.404,0.133,2.67,0.95
0.010,0.010,1,0.9,0.1,1.00,1.410,0.017,1.428,0.072,2.68,0.96
0.100,0.100,5,0.4,0.1,0.10,1.375,0.020,1.431,0.125,3.89,0.95
0.100,0.100,2,0.5,0.1,0.10,1.418,0.024,1.450,0.116,2.73,0.94
0.100,0.100,3,0.6,0.1,0.10,1.424,0.025,1.466,0.115,3.88,0.94
0.010,0.010,2,0.8,0.1,1.00,1.444,0.021,1.467,0.118,2.46,0.95
0.010,0.100,1,0.4,0.1,0.10,1.438,0.018,1.469,0.117,2.07,0.94
0.010,0.100,2,0.3,0.1,0.10,1.440,0.018,1.474,0.119,2.13,0.94
0.010,0.100,3,0.3,0.1,0.10,1.442,0.018,1.476,0.119,3.16,0.94
0.010,0.010,3,0.7,0.1,1.00,1.446,0.024,1.477,0.102,4.11,0.95
0.010,0.100,4,0.3,0.1,0.10,1.443,0.018,1.477,0.119,3.29,0.94
0.010,0.100,5,0.3,0.1,0.10,1.443,0.018,1.477,0.119,3.76,0.94
0.010,0.010,4,0.7,0.1,1.00,1.450,0.024,1.480,0.102,4.14,0.95
0.010,0.010,5,0.7,0.1,1.00,1.453,0.024,1.482,0.102,3.91,0.95
0.100,0.010,1,0.9,0.1,0.10,1.463,0.017,1.486,0.077,2.51,0.96
0.100,0.010,3,0.8,0.1,1.00,1.400,0.028,1.494,0.146,2.77,0.95
0.100,0.010,1,0.8,0.1,0.10,1.471,0.019,1.496,0.079,2.49,0.96
0.100,0.010,1,0.7,0.1,0.10,1.482,0.019,1.507,0.083,2.67,0.96
0.100,0.010,1,0.6,0.1,0.10,1.497,0.022,1.524,0.090,2.65,0.95
0.100,0.010,5,0.8,0.1,1.00,1.368,0.029,1.526,0.168,4.11,0.94
0.100,0.010,2,0.9,0.1,1.00,1.472,0.032,1.533,0.080,1.95,0.95
0.100,0.100,5,0.5,0.1,0.10,1.478,0.024,1.538,0.141,3.77,0.94
0.100,0.010,1,0.5,0.1,0.10,1.515,0.023,1.545,0.099,2.56,0.95
0.100,0.100,4,0.6,0.1,0.10,1.497,0.025,1.546,0.119,4.05,0.95
0.010,0.100,1,0.5,0.1,0.10,1.528,0.011,1.553,0.121,1.86,0.93
0.100,0.100,3,0.7,0.1,0.10,1.520,0.027,1.561,0.129,3.95,0.95
0.100,0.010,1,0.4,0.1,0.10,1.546,0.024,1.577,0.108,2.39,0.95
0.010,0.100,2,0.4,0.1,0.10,1.563,0.011,1.591,0.127,2.05,0.94
0.010,0.100,3,0.4,0.1,0.10,1.566,0.011,1.594,0.127,3.36,0.94
0.010,0.100,4,0.4,0.1,0.10,1.568,0.011,1.596,0.128,3.25,0.94
0.010,0.100,5,0.4,0.1,0.10,1.568,0.011,1.596,0.128,3.76,0.94
0.100,0.010,1,0.3,0.1,0.10,1.594,0.019,1.620,0.114,2.34,0.95
0.010,0.010,3,0.8,0.1,1.00,1.606,0.017,1.626,0.120,4.04,0.96
0.010,0.010,4,0.8,0.1,1.00,1.616,0.018,1.634,0.117,3.99,0.95
0.100,0.010,3,0.9,0.1,1.00,1.529,0.034,1.634,0.152,2.76,0.95
0.010,0.010,5,0.8,0.1,1.00,1.619,0.018,1.637,0.117,3.85,0.95
0.100,0.100,2,0.6,0.1,0.10,1.605,0.022,1.639,0.132,2.72,0.95
0.010,0.100,1,0.6,0.1,0.10,1.633,0.014,1.655,0.129,1.88,0.94
0.100,0.100,5,0.6,0.1,0.10,1.607,0.030,1.676,0.157,3.69,0.94
0.100,0.010,1,0.2,0.1,0.10,1.660,0.020,1.678,0.119,2.35,0.96
0.100,0.100,3,0.8,0.1,0.10,1.636,0.030,1.682,0.139,4.12,0.94
0.100,0.010,4,0.9,0.1,1.00,1.558,0.033,1.687,0.130,3.63,0.96
0.010,0.100,2,0.5,0.1,0.10,1.721,0.008,1.745,0.143,2.26,0.94
0.010,0.100,3,0.5,0.1,0.10,1.725,0.009,1.749,0.142,3.18,0.94
