g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.010,0.010,2,0.2,0.1,100.00,0.708,0.012,0.775,0.053,3.01,0.92
0.010,0.010,4,0.6,0.1,100.00,0.722,0.012,0.775,0.056,4.05,0.92
0.100,0.010,3,0.8,0.1,100.00,0.586,0.012,0.776,0.058,41.66,0.91
0.100,0.010,1,0.7,0.1,100.00,0.729,0.013,0.776,0.057,8.59,0.92
0.010,0.010,5,0.4,0.1,100.00,0.716,0.013,0.776,0.053,4.34,0.92
0.010,0.010,3,0.9,0.1,100.00,0.731,0.013,0.776,0.057,3.06,0.92
0.100,0.010,4,0.5,0.1,100.00,0.488,0.009,0.776,0.030,32.16,0.90
0.010,0.010,2,0.3,0.1,100.00,0.711,0.012,0.777,0.054,2.94,0.93
0.010,0.010,4,0.7,0.1,100.00,0.728,0.013,0.777,0.057,3.89,0.91
0.100,0.100,4,0.5,0.1,100.00,0.369,0.008,0.778,0.033,26.59,0.92
0.010,0.010,1,0.7,0.1,100.00,0.731,0.013,0.778,0.057,2.77,0.91
0.100,0.010,5,0.5,0.1,10.00,0.578,0.014,0.778,0.056,5.30,0.91
0.010,0.010,5,0.5,0.1,100.00,0.721,0.013,0.778,0.055,4.35,0.92
0.010,0.010,2,0.4,0.1,100.00,0.715,0.012,0.779,0.054,2.78,0.93
0.010,0.010,5,0.6,0.1,100.00,0.726,0.013,0.780,0.056,3.87,0.92
0.100,0.010,3,0.6,0.1,10.00,0.660,0.014,0.780,0.057,4.17,0.92
0.010,0.010,4,0.8,0.1,100.00,0.737,0.014,0.781,0.058,3.90,0.92
0.010,0.010,5,0.7,0.1,100.00,0.734,0.013,0.781,0.057,3.65,0.92
0.010,0.010,2,0.5,0.1,100.00,0.719,0.013,0.782,0.054,2.67,0.93
0.100,0.100,4,0.6,0.1,100.00,0.373,0.008,0.782,0.032,25.53,0.91
0.100,0.010,1,0.8,0.1,100.00,0.741,0.013,0.784,0.058,8.89,0.92
0.010,0.010,2,0.6,0.1,100.00,0.723,0.013,0.785,0.055,2.64,0.92
0.010,0.010,1,0.8,0.1,100.00,0.742,0.013,0.785,0.059,2.69,0.92
0.100,0.010,4,0.5,0.1,10.00,0.622,0.007,0.785,0.041,4.64,0.91
0.100,0.100,4,0.7,0.1,100.00,0.379,0.008,0.786,0.030,26.60,0.90
0.100,0.100,5,0.2,0.1,100.00,0.337,0.010,0.786,0.024,19.01,0.90
0.010,0.010,5,0.8,0.1,100.00,0.744,0.013,0.787,0.059,3.79,0.92
0.100,0.010,4,0.6,0.1,100.00,0.486,0.009,0.788,0.031,34.25,0.90
0.010,0.010,2,0.7,0.1,100.00,0.729,0.013,0.788,0.057,2.56,0.92
0.100,0.100,4,0.8,0.1,100.00,0.389,0.007,0.789,0.025,31.32,0.90
0.100,0.010,3,0.7,0.1,10.00,0.667,0.015,0.790,0.061,4.46,0.92
0.100,0.010,2,0.1,0.1,100.00,0.700,0.012,0.790,0.050,6.03,0.92
0.100,0.010,5,0.6,0.1,10.00,0.575,0.014,0.791,0.057,6.12,0.91
0.010,0.010,2,0.8,0.1,100.00,0.736,0.013,0.791,0.058,2.25,0.92
0.100,0.100,4,0.9,0.1,100.00,0.404,0.007,0.792,0.023,34.92,0.91
0.100,0.010,3,0.9,0.1,100.00,0.595,0.013,0.792,0.065,47.38,0.91
0.100,0.100,5,0.9,0.1,1.00,0.668,0.014,0.794,0.072,3.01,0.90
0.100,0.100,3,0.9,0.1,1.00,0.716,0.013,0.794,0.062,2.60,0.91
0.100,0.010,2,0.2,0.1,100.00,0.702,0.012,0.795,0.050,8.17,0.92
0.100,0.010,4,0.6,0.1,10.00,0.623,0.007,0.795,0.039,4.74,0.92
0.010,0.010,4,0.9,0.1,100.00,0.760,0.014,0.796,0.060,3.52,0.92
0.100,0.010,5,0.3,0.1,100.00,0.454,0.010,0.797,0.047,20.09,0.90
0.010,0.010,2,0.9,0.1,100.00,0.745,0.014,0.798,0.060,2.25,0.92
0.100,0.010,2,0.1,0.1,10.00,0.746,0.014,0.799,0.060,2.20,0.92
0.100,0.010,4,0.7,0.1,100.00,0.486,0.009,0.799,0.031,35.90,0.92
0.010,0.100,1,0.9,0.1,1.00,0.775,0.013,0.799,0.058,1.73,0.90
0.100,0.010,2,0.3,0.1,100.00,0.705,0.013,0.799,0.051,10.42,0.93
0.100,0.100,2,0.9,0.1,1.00,0.754,0.011,0.802,0.046,1.92,0.92
0.100,0.010,2,0.4,0.1,100.00,0.709,0.013,0.803,0.052,10.99,0.92
0.010,0.010,5,0.9,0.1,100.00,0.768,0.014,0.803,0.061,3.59,0.92
0.100,0.100,5,0.3,0.1,100.00,0.331,0.009,0.803,0.020,22.05,0.91
0.100,0.010,2,0.2,0.1,10.00,0.743,0.014,0.804,0.059,2.43,0.92
0.100,0.010,5,0.7,0.1,10.00,0.576,0.014,0.805,0.057,6.59,0.91
0.010,0.100,2,0.9,0.1,1.00,0.782,0.008,0.805,0.040,1.58,0.92
0.100,0.010,3,0.8,0.1,10.00,0.682,0.017,0.807,0.060,5.09,0.91
0.010,0.010,1,0.9,0.1,100.00,0.771,0.014,0.807,0.063,2.86,0.93
0.010,0.010,2,0.1,0.1,10.00,0.773,0.014,0.807,0.061,1.93,0.92
0.010,0.010,3,0.1,0.1,10.00,0.774,0.014,0.807,0.062,2.56,0.92
0.100,0.010,1,0.9,0.1,100.00,0.772,0.014,0.807,0.063,10.00,0.93
0.100,0.010,2,0.3,0.1,10.00,0.742,0.014,0.807,0.058,2.56,0.92
0.010,0.010,4,0.1,0.1,10.00,0.775,0.014,0.808,0.062,2.72,0.92
0.010,0.010,5,0.1,0.1,10.00,0.775,0.014,0.808,0.062,2.70,0.92
0.010,0.010,1,0.1,0.1,10.00,0.775,0.014,0.808,0.062,1.85,0.92
0.100,0.010,2,0.5,0.1,100.00,0.713,0.013,0.808,0.051,12.57,0.92
0.100,0.010,4,0.7,0.1,10.00,0.627,0.007,0.809,0.041,4.93,0.92
0.010,0.010,2,0.2,0.1,10.00,0.776,0.014,0.809,0.062,2.10,0.92
0.100,0.100,5,0.1,0.1,0.10,0.780,0.010,0.809,0.045,2.84,0.92
0.010,0.010,3,0.2,0.1,10.00,0.778,0.014,0.810,0.063,2.59,0.92
0.100,0.010,1,0.1,0.1,10.00,0.776,0.014,0.810,0.063,2.07,0.92
0.010,0.010,2,0.3,0.1,10.00,0.779,0.014,0.811,0.063,1.92,0.93
0.010,0.010,4,0.2,0.1,10.00,0.780,0.014,0.811,0.063,2.69,0.92
0.010,0.010,5,0.2,0.1,10.00,0.780,0.014,0.811,0.063,2.67,0.92
0.100,0.010,2,0.4,0.1,10.00,0.742,0.014,0.811,0.055,2.50,0.92
0.010,0.010,1,0.2,0.1,10.00,0.781,0.014,0.812,0.063,1.94,0.92
0.100,0.010,2,0.6,0.1,100.00,0.717,0.013,0.812,0.051,15.37,0.92
0.010,0.010,3,0.3,0.1,10.00,0.784,0.014,0.813,0.063,2.68,0.92
0.010,0.010,2,0.4,0.1,10.00,0.782,0.014,0.813,0.062,1.94,0.93
0.100,0.010,2,0.5,0.1,10.00,0.742,0.014,0.814,0.055,2.55,0.92
0.100,0.100,3,0.1,0.1,0.10,0.788,0.009,0.814,0.045,2.34,0.92
0.100,0.010,4,0.8,0.1,100.00,0.489,0.009,0.814,0.033,43.73,0.92
0.100,0.010,1,0.2,0.1,10.00,0.783,0.013,0.814,0.064,2.05,0.92
0.100,0.100,4,0.1,0.1,0.10,0.789,0.010,0.815,0.040,2.33,0.92
0.100,0.010,2,0.7,0.1,100.00,0.722,0.013,0.815,0.052,19.45,0.92
0.010,0.010,4,0.3,0.1,10.00,0.786,0.014,0.815,0.063,2.64,0.92
0.100,0.100,5,0.4,0.1,100.00,0.327,0.009,0.815,0.018,24.15,0.91
0.010,0.010,5,0.3,0.1,10.00,0.786,0.014,0.816,0.063,2.67,0.92
0.100,0.100,3,0.2,0.1,0.10,0.790,0.011,0.816,0.047,2.45,0.92
0.100,0.010,2,0.3,0.1,1.00,0.784,0.013,0.816,0.058,1.80,0.91
0.100,0.010,2,0.2,0.1,1.00,0.787,0.014,0.816,0.059,1.88,0.91
0.010,0.010,2,0.5,0.1,10.00,0.786,0.014,0.817,0.064,1.80,0.93
0.100,0.010,2,0.6,0.1,10.00,0.743,0.014,0.817,0.056,2.82,0.92
0.010,0.010,1,0.3,0.1,10.00,0.787,0.014,0.817,0.063,2.01,0.92
0.010,0.010,3,0.4,0.1,10.00,0.790,0.014,0.817,0.064,2.70,0.92
0.100,0.100,1,0.9,0.1,1.00,0.792,0.014,0.817,0.064,1.76,0.92
0.100,0.010,2,0.4,0.1,1.00,0.785,0.013,0.818,0.057,1.89,0.92
0.100,0.100,5,0.2,0.1,0.10,0.786,0.011,0.819,0.049,2.98,0.92
0.100,0.100,2,0.1,0.1,0.10,0.796,0.007,0.819,0.042,1.72,0.93
0.010,0.010,2,0.6,0.1,10.00,0.790,0.014,0.820,0.063,1.83,0.93
0.100,0.010,2,0.8,0.1,100.00,0.728,0.014,0.820,0.053,27.97,0.91
0.100,0.010,1,0.3,0.1,10.00,0.789,0.014,0.820,0.064,2.16,0.93
0.010,0.010,4,0.4,0.1,10.00,0.793,0.014,0.820,0.064,2.64,0.92
0.010,0.010,5,0.4,0.1,10.00,0.793,0.014,0.820,0.064,2.50,0.92
0.100,0.010,2,0.7,0.1,10.00,0.744,0.014,0.821,0.056,3.07,0.92
0.010,0.100,3,0.9,0.1,1.00,0.798,0.008,0.821,0.040,2.32,0.91
0.100,0.010,5,0.4,0.1,100.00,0.443,0.008,0.822,0.045,26.88,0.91
0.010,0.010,2,0.7,0.1,10.00,0.793,0.014,0.822,0.063,1.89,0.93
0.100,0.010,5,0.8,0.1,10.00,0.583,0.014,0.823,0.059,7.39,0.91
0.100,0.010,2,0.8,0.1,10.00,0.747,0.014,0.823,0.058,3.10,0.92
0.100,0.100,4,0.2,0.1,0.10,0.796,0.010,0.823,0.042,2.32,0.92
0.010,0.010,1,0.4,0.1,10.00,0.796,0.014,0.823,0.065,1.88,0.92
0.010,0.010,3,0.5,0.1,10.00,0.798,0.015,0.823,0.065,2.67,0.92
0.100,0.100,2,0.2,0.1,0.10,0.800,0.008,0.824,0.043,1.74,0.92
0.100,0.100,5,0.5,0.1,100.00,0.326,0.008,0.824,0.019,26.58,0.90
0.010,0.100,4,0.9,0.1,1.00,0.801,0.009,0.824,0.039,2.30,0.92
0.100,0.010,2,0.9,0.1,100.00,0.735,0.014,0.824,0.053,28.49,0.92
0.010,0.100,5,0.9,0.1,1.00,0.802,0.009,0.825,0.039,2.42,0.92
0.010,0.010,2,0.8,0.1,10.00,0.797,0.014,0.826,0.062,1.80,0.93
0.100,0.010,2,0.5,0.1,1.00,0.791,0.014,0.826,0.056,1.93,0.92
0.100,0.100,1,0.1,0.1,0.10,0.803,0.010,0.826,0.046,1.69,0.92
0.100,0.100,4,0.9,0.1,1.00,0.728,0.011,0.826,0.057,2.92,0.91
0.100,0.010,2,0.1,0.1,1.00,0.800,0.014,0.826,0.061,1.84,0.92
0.100,0.010,1,0.4,0.1,10.00,0.799,0.015,0.827,0.065,2.29,0.92
0.010,0.010,4,0.5,0.1,10.00,0.802,0.015,0.827,0.066,2.58,0.91
0.010,0.010,5,0.5,0.1,10.00,0.803,0.015,0.828,0.066,2.49,0.92
0.100,0.100,3,0.3,0.1,0.10,0.802,0.011,0.828,0.052,2.29,0.91
0.010,0.010,2,0.9,0.1,10.00,0.803,0.015,0.829,0.061,1.85,0.92
0.100,0.010,4,0.8,0.1,10.00,0.635,0.007,0.829,0.042,5.05,0.93
0.100,0.100,5,0.6,0.1,100.00,0.326,0.008,0.829,0.019,26.54,0.91
0.100,0.100,5,0.9,0.1,100.00,0.342,0.006,0.830,0.036,41.52,0.91
0.100,0.100,2,0.3,0.1,0.10,0.808,0.007,0.830,0.044,1.73,0.92
0.010,0.010,1,0.5,0.1,10.00,0.806,0.015,0.831,0.066,1.89,0.91
0.010,0.010,3,0.6,0.1,10.00,0.808,0.014,0.832,0.066,2.58,0.91
0.100,0.100,5,0.7,0.1,100.00,0.328,0.007,0.833,0.022,33.46,0.90
0.100,0.100,5,0.8,0.1,100.00,0.333,0.006,0.833,0.025,36.26,0.89
0.100,0.100,5,0.3,0.1,0.10,0.798,0.013,0.833,0.050,2.87,0.91
0.100,0.100,1,0.2,0.1,0.10,0.812,0.012,0.835,0.050,1.71,0.92
0.100,0.010,2,0.9,0.1,10.00,0.757,0.014,0.835,0.057,3.10,0.92
0.100,0.010,1,0.5,0.1,10.00,0.809,0.015,0.836,0.066,2.26,0.91
0.010,0.010,4,0.6,0.1,10.00,0.814,0.015,0.837,0.067,2.75,0.92
0.010,0.010,5,0.6,0.1,10.00,0.815,0.015,0.838,0.067,2.45,0.92
0.100,0.010,2,0.6,0.1,1.00,0.802,0.014,0.839,0.056,1.84,0.92
0.010,0.100,1,0.1,0.1,0.10,0.818,0.008,0.840,0.042,1.71,0.92
0.100,0.100,4,0.3,0.1,0.10,0.811,0.011,0.841,0.045,2.33,0.92
0.010,0.100,2,0.1,0.1,0.10,0.820,0.008,0.842,0.041,1.76,0.92
0.010,0.100,3,0.1,0.1,0.10,0.820,0.008,0.842,0.041,2.35,0.92
0.010,0.100,4,0.1,0.1,0.10,0.820,0.008,0.842,0.041,2.35,0.92
0.010,0.100,5,0.1,0.1,0.10,0.820,0.008,0.842,0.041,2.19,0.92
0.100,0.010,5,0.5,0.1,100.00,0.435,0.008,0.843,0.042,32.67,0.92
0.010,0.010,1,0.6,0.1,10.00,0.820,0.015,0.844,0.068,1.84,0.91
0.100,0.100,1,0.3,0.1,0.10,0.822,0.012,0.845,0.055,1.80,0.92
0.100,0.100,2,0.4,0.1,0.10,0.824,0.010,0.846,0.043,1.67,0.91
0.010,0.010,3,0.7,0.1,10.00,0.823,0.015,0.847,0.067,2.68,0.91
0.100,0.010,4,0.9,0.1,100.00,0.500,0.009,0.848,0.033,43.67,0.93
0.100,0.100,3,0.4,0.1,0.10,0.822,0.012,0.849,0.055,2.27,0.91
0.100,0.010,1,0.6,0.1,10.00,0.824,0.015,0.850,0.068,2.23,0.91
0.100,0.010,5,0.2,0.1,1.00,0.782,0.015,0.850,0.068,2.84,0.90
0.010,0.010,4,0.7,0.1,10.00,0.830,0.015,0.853,0.068,2.66,0.91
0.010,0.010,5,0.7,0.1,10.00,0.831,0.016,0.853,0.067,2.62,0.91
0.100,0.010,5,0.1,0.1,1.00,0.805,0.014,0.854,0.066,2.67,0.91
0.100,0.010,5,0.3,0.1,1.00,0.775,0.015,0.855,0.074,2.85,0.90
0.100,0.100,5,0.4,0.1,0.10,0.817,0.014,0.856,0.055,2.98,0.91
0.100,0.010,2,0.7,0.1,1.00,0.820,0.015,0.857,0.056,1.83,0.92
0.100,0.010,4,0.1,0.1,1.00,0.814,0.014,0.857,0.059,2.25,0.92
0.010,0.100,1,0.2,0.1,0.10,0.837,0.009,0.857,0.042,1.60,0.92
0.100,0.010,4,0.2,0.1,1.00,0.805,0.015,0.857,0.060,2.37,0.92
0.100,0.100,1,0.4,0.1,0.10,0.838,0.013,0.858,0.057,1.75,0.92
0.100,0.010,3,0.9,0.1,10.00,0.732,0.018,0.859,0.061,4.85,0.91
0.100,0.010,5,0.6,0.1,100.00,0.429,0.007,0.862,0.038,40.84,0.92
0.010,0.010,1,0.7,0.1,10.00,0.839,0.016,0.862,0.068,2.05,0.91
0.010,0.100,2,0.2,0.1,0.10,0.843,0.009,0.862,0.040,1.78,0.92
0.010,0.100,3,0.2,0.1,0.10,0.843,0.009,0.863,0.040,2.37,0.92
0.010,0.100,4,0.2,0.1,0.10,0.843,0.009,0.863,0.040,2.38,0.92
0.010,0.100,5,0.2,0.1,0.10,0.843,0.009,0.863,0.040,2.32,0.92
0.100,0.010,4,0.3,0.1,1.00,0.802,0.015,0.864,0.062,2.39,0.92
0.100,0.010,4,0.9,0.1,10.00,0.662,0.010,0.865,0.052,4.97,0.93
0.100,0.010,1,0.7,0.1,10.00,0.844,0.016,0.868,0.068,2.29,0.91
0.010,0.010,3,0.8,0.1,10.00,0.847,0.015,0.868,0.070,2.62,0.91
0.100,0.010,5,0.9,0.1,10.00,0.611,0.014,0.869,0.069,8.79,0.92
0.100,0.010,5,0.4,0.1,1.00,0.778,0.016,0.869,0.078,2.86,0.91
0.100,0.100,4,0.4,0.1,0.10,0.834,0.011,0.869,0.049,2.68,0.92
0.100,0.100,2,0.5,0.1,0.10,0.849,0.010,0.871,0.046,1.77,0.91
0.100,0.010,4,0.4,0.1,1.00,0.804,0.014,0.871,0.065,2.61,0.93
0.010,0.010,4,0.8,0.1,10.00,0.855,0.016,0.875,0.070,2.62,0.91
0.010,0.010,5,0.8,0.1,10.00,0.856,0.016,0.876,0.069,2.62,0.91
0.100,0.100,1,0.5,0.1,0.10,0.858,0.015,0.877,0.058,1.81,0.92
0.100,0.100,3,0.5,0.1,0.10,0.849,0.013,0.877,0.058,2.30,0.91
0.010,0.100,1,0.3,0.1,0.10,0.860,0.010,0.879,0.044,1.66,0.92
0.100,0.010,3,0.2,0.1,1.00,0.842,0.014,0.882,0.068,2.52,0.92
0.100,0.010,5,0.7,0.1,100.00,0.424,0.007,0.883,0.037,47.08,0.92
0.100,0.010,3,0.1,0.1,1.00,0.851,0.015,0.883,0.068,2.56,0.92
0.100,0.010,4,0.5,0.1,1.00,0.812,0.015,0.884,0.066,2.70,0.93
0.010,0.100,2,0.3,0.1,0.10,0.869,0.010,0.888,0.043,1.75,0.92
0.010,0.010,1,0.8,0.1,10.00,0.868,0.016,0.888,0.069,1.93,0.91
0.010,0.100,3,0.3,0.1,0.10,0.870,0.009,0.889,0.042,2.31,0.92
0.010,0.100,4,0.3,0.1,0.10,0.870,0.009,0.889,0.042,2.22,0.92
0.010,0.100,5,0.3,0.1,0.10,0.870,0.009,0.889,0.043,2.28,0.92
0.100,0.010,5,0.5,0.1,1.00,0.790,0.017,0.889,0.083,2.84,0.91
0.100,0.100,5,0.5,0.1,0.10,0.846,0.015,0.889,0.060,2.88,0.91
0.100,0.010,3,0.3,0.1,1.00,0.846,0.014,0.893,0.068,2.57,0.92
0.100,0.010,2,0.8,0.1,1.00,0.854,0.014,0.894,0.054,1.99,0.92
0.100,0.010,1,0.8,0.1,10.00,0.873,0.016,0.895,0.070,2.25,0.91
0.100,0.010,5,0.8,0.1,100.00,0.422,0.006,0.900,0.033,52.92,0.92
0.100,0.100,1,0.6,0.1,0.10,0.884,0.015,0.901,0.062,1.82,0.92
0.100,0.100,2,0.6,0.1,0.10,0.881,0.010,0.902,0.047,1.90,0.91
0.100,0.100,4,0.5,0.1,0.10,0.865,0.011,0.902,0.055,2.81,0.92
0.100,0.010,4,0.6,0.1,1.00,0.825,0.015,0.903,0.073,2.63,0.93
0.010,0.100,1,0.4,0.1,0.10,0.888,0.010,0.905,0.045,1.81,0.92
0.100,0.010,3,0.4,0.1,1.00,0.859,0.014,0.912,0.071,2.49,0.92
0.010,0.010,3,0.9,0.1,10.00,0.894,0.016,0.913,0.069,2.59,0.93
0.010,0.010,4,0.9,0.1,10.00,0.900,0.016,0.917,0.069,2.56,0.93
0.100,0.010,5,0.9,0.1,100.00,0.425,0.006,0.919,0.029,55.41,0.92
0.010,0.010,5,0.9,0.1,10.00,0.904,0.017,0.921,0.069,2.52,0.92
0.100,0.010,5,0.6,0.1,1.00,0.814,0.017,0.922,0.087,2.80,0.92
0.100,0.100,3,0.6,0.1,0.10,0.894,0.015,0.922,0.061,2.14,0.93
0.010,0.100,2,0.4,0.1,0.10,0.904,0.009,0.922,0.044,1.79,0.93
0.010,0.100,3,0.4,0.1,0.10,0.905,0.009,0.924,0.043,2.38,0.93
0.010,0.100,4,0.4,0.1,0.10,0.906,0.009,0.924,0.043,2.23,0.93
0.010,0.100,5,0.4,0.1,0.10,0.906,0.009,0.924,0.043,2.32,0.93
0.010,0.010,2,0.1,0.1,1.00,0.908,0.017,0.925,0.069,1.79,0.92
0.010,0.010,3,0.1,0.1,1.00,0.912,0.017,0.928,0.069,2.34,0.92
0.010,0.010,4,0.1,0.1,1.00,0.912,0.017,0.929,0.069,2.40,0.92
0.010,0.010,5,0.1,0.1,1.00,0.912,0.017,0.929,0.069,2.44,0.92
0.010,0.010,2,0.2,0.1,1.00,0.912,0.016,0.929,0.069,1.77,0.92
0.010,0.010,1,0.1,0.1,1.00,0.912,0.017,0.929,0.069,1.70,0.92
0.010,0.010,2,0.3,0.1,1.00,0.917,0.016,0.933,0.069,1.76,0.92
0.100,0.100,1,0.7,0.1,0.10,0.917,0.015,0.933,0.065,1.87,0.92
0.100,0.010,1,0.1,0.1,1.00,0.916,0.017,0.934,0.069,1.74,0.93
0.010,0.010,3,0.2,0.1,1.00,0.920,0.016,0.936,0.069,2.48,0.93
0.010,0.010,4,0.2,0.1,1.00,0.920,0.016,0.936,0.069,2.26,0.92
0.010,0.010,5,0.2,0.1,1.00,0.920,0.016,0.936,0.069,2.45,0.92
0.100,0.010,4,0.7,0.1,1.00,0.852,0.016,0.936,0.079,2.75,0.93
0.010,0.010,1,0.2,0.1,1.00,0.921,0.017,0.937,0.069,1.75,0.93
0.010,0.010,1,0.9,0.1,10.00,0.919,0.017,0.937,0.070,1.81,0.92
0.010,0.010,2,0.4,0.1,1.00,0.923,0.016,0.938,0.068,1.81,0.92
0.010,0.100,1,0.5,0.1,0.10,0.922,0.012,0.938,0.045,1.76,0.92
0.100,0.100,5,0.6,0.1,0.10,0.893,0.016,0.939,0.065,2.96,0.93
0.100,0.010,3,0.5,0.1,1.00,0.882,0.015,0.940,0.073,2.51,0.92
0.100,0.010,1,0.9,0.1,10.00,0.923,0.017,0.942,0.070,2.55,0.92
0.100,0.100,2,0.7,0.1,0.10,0.923,0.011,0.944,0.047,1.82,0.92
0.100,0.010,1,0.2,0.1,1.00,0.927,0.017,0.944,0.070,1.73,0.93
0.100,0.100,4,0.6,0.1,0.10,0.907,0.011,0.945,0.060,2.85,0.92
0.010,0.010,3,0.3,0.1,1.00,0.930,0.017,0.946,0.069,2.41,0.93
0.010,0.010,4,0.3,0.1,1.00,0.930,0.016,0.946,0.069,2.44,0.93
0.010,0.010,5,0.3,0.1,1.00,0.930,0.017,0.946,0.069,2.37,0.93
0.010,0.010,2,0.5,0.1,1.00,0.931,0.016,0.946,0.069,1.74,0.92
0.010,0.010,1,0.3,0.1,1.00,0.932,0.017,0.948,0.069,1.85,0.93
0.010,0.010,2,0.6,0.1,1.00,0.941,0.016,0.955,0.070,1.76,0.92
0.100,0.010,1,0.3,0.1,1.00,0.938,0.017,0.955,0.070,1.76,0.93
0.100,0.010,2,0.9,0.1,1.00,0.917,0.014,0.958,0.055,1.81,0.92
0.010,0.010,3,0.4,0.1,1.00,0.942,0.016,0.958,0.069,2.36,0.93
0.010,0.010,1,0.4,0.1,1.00,0.942,0.017,0.958,0.068,1.76,0.93
0.010,0.010,4,0.4,0.1,1.00,0.943,0.016,0.958,0.069,2.40,0.93
0.010,0.010,5,0.4,0.1,1.00,0.943,0.016,0.959,0.069,2.40,0.92
0.100,0.010,1,0.4,0.1,1.00,0.949,0.017,0.966,0.070,1.72,0.93
0.010,0.100,2,0.5,0.1,0.10,0.953,0.009,0.970,0.046,1.72,0.92
0.010,0.010,1,0.5,0.1,1.00,0.955,0.017,0.971,0.068,1.83,0.93
0.010,0.010,2,0.7,0.1,1.00,0.959,0.018,0.971,0.068,1.78,0.92
0.100,0.100,1,0.8,0.1,0.10,0.957,0.015,0.971,0.066,1.85,0.93
0.010,0.010,3,0.5,0.1,1.00,0.958,0.016,0.973,0.070,2.25,0.93
0.010,0.010,4,0.5,0.1,1.00,0.958,0.016,0.973,0.070,2.45,0.93
0.010,0.100,3,0.5,0.1,0.10,0.956,0.009,0.974,0.046,2.34,0.92
0.010,0.010,5,0.5,0.1,1.00,0.959,0.016,0.974,0.070,2.29,0.93
0.010,0.100,4,0.5,0.1,0.10,0.957,0.009,0.974,0.046,2.33,0.92
0.010,0.100,5,0.5,0.1,0.10,0.957,0.009,0.974,0.046,2.25,0.92
0.100,0.010,1,0.5,0.1,1.00,0.960,0.017,0.978,0.069,1.84,0.93
0.100,0.010,5,0.7,0.1,1.00,0.862,0.019,0.978,0.090,2.69,0.92
0.100,0.010,3,0.6,0.1,1.00,0.917,0.015,0.978,0.076,2.67,0.92
0.010,0.010,1,0.6,0.1,1.00,0.970,0.017,0.985,0.069,1.86,0.93
0.010,0.100,1,0.6,0.1,0.10,0.971,0.011,0.988,0.050,1.75,0.91
0.100,0.010,1,0.6,0.1,1.00,0.972,0.017,0.990,0.070,1.88,0.93
0.100,0.010,4,0.8,0.1,1.00,0.900,0.018,0.991,0.088,2.69,0.94
0.010,0.010,4,0.6,0.1,1.00,0.981,0.016,0.994,0.071,2.42,0.93
0.010,0.010,3,0.6,0.1,1.00,0.981,0.016,0.994,0.071,2.31,0.93
0.010,0.010,5,0.6,0.1,1.00,0.981,0.016,0.995,0.071,2.38,0.93
0.100,0.100,3,0.7,0.1,0.10,0.966,0.016,0.995,0.066,2.27,0.93
0.100,0.100,2,0.8,0.1,0.10,0.980,0.012,1.002,0.048,1.76,0.93
0.010,0.010,1,0.7,0.1,1.00,0.988,0.017,1.003,0.070,1.82,0.93
0.100,0.010,1,0.7,0.1,1.00,0.986,0.018,1.003,0.070,1.82,0.93
0.100,0.100,4,0.7,0.1,0.10,0.965,0.013,1.005,0.066,2.97,0.92
0.010,0.010,2,0.8,0.1,1.00,1.006,0.018,1.017,0.067,1.72,0.93
0.100,0.010,1,0.8,0.1,1.00,1.001,0.018,1.018,0.070,1.94,0.94
0.100,0.100,1,0.9,0.1,0.10,1.005,0.016,1.020,0.068,1.72,0.93
0.010,0.010,1,0.8,0.1,1.00,1.009,0.018,1.022,0.069,1.82,0.92
0.100,0.100,5,0.7,0.1,0.10,0.975,0.016,1.024,0.074,2.53,0.93
0.010,0.010,4,0.7,0.1,1.00,1.015,0.018,1.026,0.071,2.39,0.93
0.010,0.010,3,0.7,0.1,1.00,1.015,0.018,1.026,0.072,2.22,0.93
0.010,0.010,5,0.7,0.1,1.00,1.016,0.017,1.028,0.072,2.44,0.93
0.100,0.010,1,0.9,0.1,1.00,1.017,0.018,1.034,0.071,1.87,0.94
0.100,0.010,3,0.7,0.1,1.00,0.968,0.016,1.035,0.078,2.47,0.93
0.010,0.100,2,0.6,0.1,0.10,1.025,0.011,1.041,0.046,1.85,0.93
0.010,0.010,1,0.9,0.1,1.00,1.034,0.017,1.047,0.069,1.70,0.93
0.010,0.100,3,0.6,0.1,0.10,1.030,0.012,1.047,0.046,2.42,0.93
0.010,0.100,4,0.6,0.1,0.10,1.031,0.012,1.048,0.047,2.18,0.92
0.010,0.100,5,0.6,0.1,0.10,1.031,0.012,1.048,0.047,2.50,0.93
0.010,0.100,1,0.7,0.1,0.10,1.037,0.012,1.051,0.053,1.75,0.91
0.100,0.010,1,0.9,0.1,0.10,1.067,0.018,1.080,0.070,1.71,0.94
0.100,0.010,1,0.8,0.1,0.10,1.070,0.017,1.083,0.071,1.68,0.93
0.100,0.100,4,0.8,0.1,0.10,1.046,0.017,1.086,0.074,2.94,0.93
0.100,0.010,5,0.8,0.1,1.00,0.956,0.022,1.087,0.103,2.87,0.94
0.100,0.010,1,0.7,0.1,0.10,1.074,0.017,1.087,0.070,1.73,0.93
0.100,0.100,2,0.9,0.1,0.10,1.068,0.014,1.090,0.057,1.78,0.93
0.100,0.010,2,0.4,0.1,0.10,1.075,0.012,1.091,0.060,1.74,0.93
0.100,0.010,1,0.6,0.1,0.10,1.080,0.016,1.092,0.072,1.86,0.93
