g_p,g_r,d,rho,eps,C,mean_train,std_train,mean_test,std_test,time,sv_ratio
0.010,0.100,5,0.8,0.1,10.00,0.604,0.009,0.698,0.034,2.92,0.90
0.010,0.100,4,0.8,0.1,10.00,0.604,0.009,0.698,0.034,3.01,0.90
0.100,0.100,3,0.4,0.1,10.00,0.526,0.009,0.699,0.030,4.36,0.90
0.010,0.100,1,0.8,0.1,100.00,0.480,0.008,0.699,0.027,5.64,0.91
0.010,0.100,2,0.8,0.1,10.00,0.603,0.009,0.699,0.034,2.10,0.90
0.100,0.100,3,0.5,0.1,10.00,0.531,0.009,0.699,0.032,4.34,0.90
0.100,0.100,3,0.6,0.1,10.00,0.536,0.009,0.699,0.033,4.55,0.90
0.100,0.100,5,0.8,0.1,10.00,0.468,0.008,0.699,0.033,6.41,0.89
0.100,0.100,2,0.6,0.1,10.00,0.566,0.008,0.699,0.037,3.11,0.91
0.100,0.100,5,0.3,0.1,1.00,0.600,0.010,0.700,0.041,2.79,0.90
0.100,0.100,4,0.1,0.1,10.00,0.509,0.007,0.700,0.027,4.05,0.91
0.100,0.100,5,0.4,0.1,1.00,0.599,0.010,0.700,0.043,2.86,0.90
0.100,0.100,5,0.2,0.1,1.00,0.605,0.009,0.701,0.038,2.80,0.89
0.010,0.100,1,0.9,0.1,10.00,0.631,0.010,0.702,0.042,1.87,0.91
0.010,0.100,3,0.8,0.1,100.00,0.481,0.008,0.702,0.025,6.57,0.90
0.010,0.100,5,0.8,0.1,100.00,0.481,0.008,0.702,0.024,6.39,0.90
0.100,0.100,5,0.5,0.1,1.00,0.599,0.010,0.702,0.044,3.04,0.89
0.010,0.100,4,0.8,0.1,100.00,0.481,0.008,0.702,0.024,5.95,0.90
0.100,0.100,5,0.1,0.1,1.00,0.614,0.009,0.703,0.038,2.68,0.89
0.010,0.100,2,0.8,0.1,100.00,0.481,0.008,0.703,0.024,6.04,0.91
0.100,0.100,1,0.9,0.1,10.00,0.631,0.010,0.703,0.043,2.60,0.90
0.100,0.100,4,0.2,0.1,10.00,0.504,0.007,0.703,0.028,4.09,0.91
0.100,0.100,2,0.7,0.1,10.00,0.579,0.009,0.703,0.037,3.31,0.91
0.100,0.100,3,0.9,0.1,10.00,0.571,0.011,0.704,0.042,4.78,0.90
0.100,0.100,3,0.1,0.1,1.00,0.631,0.009,0.704,0.038,2.68,0.90
0.010,0.100,3,0.9,0.1,10.00,0.634,0.008,0.705,0.036,2.65,0.90
0.100,0.100,1,0.1,0.1,1.00,0.637,0.009,0.705,0.040,1.82,0.91
0.010,0.100,5,0.9,0.1,10.00,0.636,0.008,0.705,0.036,2.91,0.90
0.010,0.100,4,0.9,0.1,10.00,0.636,0.008,0.705,0.036,2.80,0.90
0.100,0.100,1,0.2,0.1,1.00,0.641,0.009,0.705,0.042,1.81,0.91
0.100,0.100,4,0.3,0.1,10.00,0.501,0.007,0.705,0.030,4.07,0.91
0.010,0.100,1,0.1,0.1,1.00,0.640,0.009,0.706,0.037,1.78,0.90
0.100,0.100,4,0.1,0.1,1.00,0.629,0.009,0.706,0.038,2.70,0.90
0.010,0.100,5,0.1,0.1,1.00,0.641,0.009,0.706,0.036,2.35,0.90
0.010,0.100,3,0.1,0.1,1.00,0.641,0.009,0.706,0.036,2.49,0.90
0.010,0.100,4,0.1,0.1,1.00,0.641,0.009,0.706,0.036,2.37,0.90
0.010,0.100,2,0.1,0.1,1.00,0.641,0.009,0.706,0.036,1.85,0.90
0.010,0.100,2,0.9,0.1,10.00,0.634,0.009,0.706,0.037,2.00,0.90
0.100,0.100,3,0.2,0.1,1.00,0.630,0.009,0.706,0.039,2.70,0.90
0.100,0.100,5,0.6,0.1,1.00,0.601,0.010,0.706,0.046,2.84,0.89
0.100,0.100,2,0.9,0.1,100.00,0.517,0.007,0.706,0.025,13.54,0.90
0.100,0.100,1,0.3,0.1,1.00,0.647,0.010,0.707,0.043,1.77,0.90
0.100,0.100,1,0.7,0.1,100.00,0.455,0.008,0.707,0.026,11.41,0.90
0.010,0.100,1,0.7,0.1,100.00,0.456,0.008,0.707,0.026,6.51,0.90
0.010,0.100,1,0.2,0.1,1.00,0.645,0.008,0.707,0.038,1.92,0.90
0.100,0.100,4,0.2,0.1,1.00,0.627,0.010,0.707,0.036,2.44,0.90
0.100,0.100,2,0.1,0.1,1.00,0.639,0.009,0.707,0.037,1.82,0.90
0.100,0.100,5,0.9,0.1,10.00,0.479,0.010,0.707,0.034,6.89,0.90
0.010,0.100,3,0.2,0.1,1.00,0.646,0.008,0.708,0.037,2.39,0.90
0.010,0.100,4,0.2,0.1,1.00,0.646,0.008,0.708,0.037,2.50,0.90
0.010,0.100,5,0.2,0.1,1.00,0.646,0.008,0.708,0.037,2.27,0.90
0.010,0.100,2,0.2,0.1,1.00,0.646,0.008,0.708,0.037,1.86,0.90
0.100,0.100,4,0.4,0.1,10.00,0.500,0.007,0.708,0.031,4.46,0.90
0.100,0.100,3,0.3,0.1,1.00,0.631,0.009,0.708,0.039,2.82,0.90
0.010,0.100,1,0.3,0.1,1.00,0.650,0.009,0.709,0.038,1.82,0.90
0.010,0.100,3,0.7,0.1,100.00,0.457,0.007,0.709,0.025,8.20,0.91
0.010,0.100,5,0.7,0.1,100.00,0.457,0.007,0.709,0.025,7.92,0.90
0.010,0.100,4,0.7,0.1,100.00,0.457,0.007,0.709,0.025,7.52,0.90
0.100,0.100,2,0.8,0.1,100.00,0.478,0.008,0.709,0.022,11.94,0.90
0.010,0.100,2,0.7,0.1,100.00,0.457,0.007,0.710,0.025,7.54,0.90
0.100,0.100,1,0.4,0.1,1.00,0.654,0.010,0.710,0.045,1.83,0.90
0.010,0.100,4,0.3,0.1,1.00,0.652,0.008,0.710,0.037,2.35,0.90
0.010,0.100,5,0.3,0.1,1.00,0.652,0.008,0.710,0.037,2.30,0.90
0.010,0.100,3,0.3,0.1,1.00,0.652,0.008,0.710,0.037,2.64,0.90
0.010,0.100,2,0.3,0.1,1.00,0.652,0.008,0.710,0.037,1.78,0.90
0.100,0.100,2,0.8,0.1,10.00,0.598,0.009,0.710,0.038,3.28,0.90
0.100,0.100,4,0.3,0.1,1.00,0.627,0.010,0.710,0.035,2.71,0.89
0.100,0.100,4,0.5,0.1,10.00,0.500,0.008,0.711,0.030,4.75,0.91
0.010,0.100,1,0.4,0.1,1.00,0.656,0.009,0.711,0.039,1.94,0.91
0.100,0.100,1,0.6,0.1,100.00,0.438,0.007,0.711,0.028,12.97,0.91
0.100,0.100,3,0.4,0.1,1.00,0.633,0.010,0.711,0.040,2.77,0.90
0.010,0.100,1,0.6,0.1,100.00,0.438,0.007,0.711,0.026,7.57,0.91
0.100,0.100,2,0.2,0.1,1.00,0.643,0.009,0.712,0.039,1.88,0.90
0.010,0.100,3,0.4,0.1,1.00,0.659,0.009,0.712,0.036,2.42,0.90
0.010,0.100,5,0.4,0.1,1.00,0.659,0.009,0.712,0.036,2.32,0.90
0.010,0.100,4,0.4,0.1,1.00,0.659,0.009,0.712,0.036,2.42,0.90
0.010,0.100,2,0.4,0.1,1.00,0.659,0.009,0.712,0.036,1.75,0.90
0.100,0.100,4,0.6,0.1,10.00,0.501,0.008,0.713,0.029,4.56,0.90
0.010,0.100,3,0.6,0.1,100.00,0.439,0.007,0.714,0.025,9.13,0.91
0.010,0.100,1,0.5,0.1,1.00,0.664,0.009,0.714,0.039,1.84,0.90
0.010,0.100,5,0.6,0.1,100.00,0.439,0.007,0.714,0.025,8.12,0.91
0.010,0.100,4,0.6,0.1,100.00,0.439,0.007,0.714,0.025,8.70,0.91
0.100,0.100,4,0.8,0.1,10.00,0.511,0.008,0.714,0.030,5.00,0.90
0.010,0.100,2,0.6,0.1,100.00,0.439,0.007,0.714,0.024,8.55,0.91
0.100,0.100,5,0.7,0.1,1.00,0.607,0.011,0.714,0.050,2.98,0.89
0.100,0.100,2,0.7,0.1,100.00,0.453,0.008,0.714,0.023,10.75,0.90
0.100,0.100,1,0.5,0.1,100.00,0.424,0.007,0.714,0.027,14.75,0.91
0.100,0.100,4,0.4,0.1,1.00,0.628,0.010,0.715,0.036,2.74,0.89
0.100,0.100,4,0.7,0.1,10.00,0.505,0.008,0.715,0.029,4.91,0.90
0.100,0.100,1,0.5,0.1,1.00,0.663,0.010,0.715,0.047,1.79,0.90
0.100,0.100,3,0.5,0.1,1.00,0.636,0.010,0.715,0.041,2.61,0.90
0.010,0.100,1,0.5,0.1,100.00,0.424,0.007,0.715,0.026,8.90,0.90
0.100,0.100,2,0.3,0.1,1.00,0.648,0.010,0.715,0.039,1.84,0.90
0.010,0.100,3,0.5,0.1,1.00,0.667,0.009,0.716,0.036,2.42,0.90
0.010,0.100,2,0.5,0.1,1.00,0.667,0.009,0.716,0.037,1.71,0.89
0.010,0.100,4,0.5,0.1,1.00,0.667,0.009,0.716,0.036,2.22,0.90
0.010,0.100,5,0.5,0.1,1.00,0.667,0.009,0.716,0.036,2.41,0.90
0.100,0.100,1,0.4,0.1,100.00,0.412,0.007,0.717,0.028,14.79,0.91
0.010,0.100,3,0.5,0.1,100.00,0.425,0.007,0.718,0.024,11.28,0.90
0.010,0.100,5,0.5,0.1,100.00,0.425,0.007,0.718,0.024,9.93,0.90
0.010,0.100,4,0.5,0.1,100.00,0.425,0.007,0.718,0.024,10.06,0.90
0.100,0.100,2,0.6,0.1,100.00,0.436,0.007,0.718,0.023,11.06,0.90
0.010,0.100,2,0.5,0.1,100.00,0.425,0.007,0.718,0.024,10.54,0.90
0.100,0.100,4,0.9,0.1,10.00,0.525,0.009,0.718,0.031,5.10,0.89
0.010,0.100,1,0.4,0.1,100.00,0.413,0.007,0.718,0.025,10.51,0.91
0.100,0.100,4,0.5,0.1,1.00,0.631,0.010,0.719,0.038,2.63,0.89
0.010,0.100,1,0.6,0.1,1.00,0.675,0.009,0.719,0.042,1.80,0.90
0.100,0.100,2,0.4,0.1,1.00,0.654,0.011,0.720,0.039,1.91,0.90
0.010,0.100,3,0.4,0.1,100.00,0.413,0.007,0.720,0.024,12.28,0.90
0.010,0.100,5,0.4,0.1,100.00,0.413,0.007,0.720,0.024,10.35,0.90
0.010,0.100,4,0.4,0.1,100.00,0.413,0.007,0.720,0.024,10.82,0.90
0.010,0.100,2,0.4,0.1,100.00,0.413,0.007,0.720,0.024,10.34,0.91
0.100,0.100,1,0.3,0.1,100.00,0.402,0.007,0.720,0.028,10.96,0.91
0.100,0.100,2,0.5,0.1,100.00,0.422,0.007,0.721,0.022,10.33,0.90
0.100,0.100,3,0.6,0.1,1.00,0.641,0.011,0.721,0.044,2.83,0.89
0.010,0.100,1,0.3,0.1,100.00,0.403,0.007,0.721,0.026,11.79,0.91
0.100,0.100,1,0.6,0.1,1.00,0.675,0.010,0.721,0.050,1.82,0.90
0.010,0.100,2,0.6,0.1,1.00,0.678,0.009,0.722,0.037,1.74,0.90
0.010,0.100,3,0.6,0.1,1.00,0.678,0.009,0.722,0.037,2.36,0.90
0.010,0.100,5,0.6,0.1,1.00,0.678,0.009,0.722,0.037,2.22,0.89
0.010,0.100,4,0.6,0.1,1.00,0.678,0.009,0.722,0.037,2.24,0.90
0.100,0.100,1,0.2,0.1,100.00,0.393,0.007,0.723,0.029,10.80,0.90
0.100,0.100,2,0.4,0.1,100.00,0.410,0.008,0.723,0.023,11.64,0.90
0.010,0.100,3,0.3,0.1,100.00,0.403,0.007,0.723,0.025,13.59,0.91
0.010,0.100,5,0.3,0.1,100.00,0.403,0.007,0.723,0.025,12.40,0.91
0.010,0.100,4,0.3,0.1,100.00,0.403,0.007,0.723,0.025,12.73,0.91
0.010,0.100,2,0.3,0.1,100.00,0.403,0.007,0.723,0.025,12.12,0.91
0.100,0.100,2,0.3,0.1,100.00,0.400,0.008,0.724,0.025,11.58,0.90
0.010,0.100,1,0.2,0.1,100.00,0.394,0.007,0.724,0.027,11.68,0.91
0.100,0.010,4,0.1,0.1,100.00,0.528,0.008,0.724,0.029,10.39,0.90
0.100,0.100,2,0.5,0.1,1.00,0.661,0.011,0.725,0.040,1.91,0.90
0.010,0.100,3,0.2,0.1,100.00,0.394,0.007,0.725,0.026,15.46,0.91
0.010,0.100,4,0.2,0.1,100.00,0.394,0.007,0.725,0.026,14.76,0.91
0.010,0.100,5,0.2,0.1,100.00,0.394,0.007,0.725,0.026,12.97,0.91
0.100,0.100,1,0.1,0.1,100.00,0.385,0.007,0.725,0.028,11.17,0.91
0.010,0.100,2,0.2,0.1,100.00,0.394,0.007,0.725,0.026,13.86,0.91
0.100,0.100,3,0.9,0.1,100.00,0.471,0.008,0.725,0.039,28.13,0.89
0.100,0.100,2,0.9,0.1,10.00,0.628,0.011,0.726,0.042,3.16,0.91
0.100,0.100,2,0.2,0.1,100.00,0.392,0.008,0.726,0.026,12.39,0.90
0.100,0.100,4,0.6,0.1,1.00,0.636,0.009,0.726,0.040,2.70,0.90
0.010,0.100,1,0.1,0.1,100.00,0.386,0.007,0.726,0.027,13.16,0.91
0.010,0.100,2,0.1,0.1,100.00,0.386,0.007,0.727,0.027,14.70,0.91
0.010,0.100,3,0.1,0.1,100.00,0.386,0.007,0.727,0.027,15.68,0.91
0.010,0.100,5,0.1,0.1,100.00,0.386,0.007,0.727,0.027,15.64,0.91
0.010,0.100,4,0.1,0.1,100.00,0.386,0.007,0.727,0.027,15.90,0.91
0.100,0.100,3,0.7,0.1,1.00,0.649,0.011,0.727,0.046,2.68,0.90
0.100,0.100,3,0.6,0.1,100.00,0.415,0.007,0.727,0.031,19.07,0.90
0.100,0.100,2,0.1,0.1,100.00,0.385,0.007,0.727,0.027,12.36,0.90
0.100,0.100,3,0.7,0.1,100.00,0.427,0.007,0.727,0.033,18.83,0.90
0.100,0.100,3,0.5,0.1,100.00,0.405,0.007,0.728,0.030,17.18,0.90
0.010,0.100,1,0.7,0.1,1.00,0.689,0.011,0.728,0.045,1.83,0.90
0.100,0.100,3,0.4,0.1,100.00,0.397,0.007,0.728,0.029,17.22,0.91
0.100,0.100,3,0.1,0.1,100.00,0.380,0.007,0.728,0.028,14.18,0.91
0.100,0.100,3,0.3,0.1,100.00,0.390,0.007,0.728,0.029,15.95,0.91
0.100,0.100,3,0.8,0.1,100.00,0.445,0.007,0.728,0.035,25.91,0.90
0.100,0.100,3,0.2,0.1,100.00,0.384,0.007,0.729,0.028,14.86,0.91
0.100,0.100,2,0.6,0.1,1.00,0.669,0.011,0.729,0.040,1.86,0.91
0.010,0.100,2,0.7,0.1,1.00,0.693,0.010,0.731,0.037,1.65,0.90
0.100,0.100,1,0.7,0.1,1.00,0.691,0.011,0.731,0.053,1.73,0.90
0.010,0.100,3,0.7,0.1,1.00,0.694,0.010,0.731,0.037,2.40,0.89
0.010,0.100,4,0.7,0.1,1.00,0.694,0.009,0.731,0.037,2.28,0.89
0.010,0.100,5,0.7,0.1,1.00,0.694,0.009,0.731,0.037,2.31,0.89
0.100,0.100,5,0.8,0.1,1.00,0.623,0.011,0.737,0.057,3.01,0.89
0.100,0.100,2,0.7,0.1,1.00,0.681,0.011,0.738,0.041,1.79,0.90
0.100,0.010,4,0.2,0.1,100.00,0.509,0.008,0.739,0.029,16.87,0.89
0.100,0.100,4,0.7,0.1,1.00,0.646,0.009,0.739,0.044,2.75,0.90
0.100,0.100,3,0.8,0.1,1.00,0.666,0.012,0.742,0.053,2.70,0.91
0.100,0.010,5,0.1,0.1,100.00,0.499,0.011,0.742,0.048,12.96,0.90
0.100,0.100,4,0.1,0.1,100.00,0.369,0.008,0.744,0.031,15.06,0.91
0.010,0.100,2,0.8,0.1,1.00,0.716,0.010,0.745,0.037,1.74,0.89
0.010,0.100,1,0.8,0.1,1.00,0.712,0.011,0.746,0.050,1.84,0.90
0.100,0.010,5,0.1,0.1,10.00,0.628,0.013,0.748,0.055,3.44,0.91
0.010,0.100,3,0.8,0.1,1.00,0.718,0.009,0.748,0.037,2.46,0.89
0.010,0.100,4,0.8,0.1,1.00,0.719,0.009,0.749,0.037,2.10,0.90
0.010,0.100,5,0.8,0.1,1.00,0.719,0.009,0.749,0.037,2.36,0.89
0.100,0.010,4,0.3,0.1,100.00,0.498,0.008,0.751,0.027,22.00,0.90
0.100,0.010,3,0.1,0.1,100.00,0.603,0.011,0.751,0.044,9.53,0.91
0.100,0.100,2,0.8,0.1,1.00,0.701,0.010,0.753,0.043,1.88,0.91
0.100,0.100,1,0.8,0.1,1.00,0.720,0.012,0.753,0.057,1.75,0.90
0.100,0.010,5,0.2,0.1,10.00,0.604,0.014,0.754,0.057,4.07,0.91
0.100,0.010,3,0.2,0.1,100.00,0.591,0.011,0.755,0.047,13.08,0.91
0.100,0.100,4,0.2,0.1,100.00,0.366,0.009,0.757,0.033,18.80,0.92
0.100,0.010,3,0.3,0.1,100.00,0.586,0.011,0.759,0.049,16.64,0.92
0.100,0.010,5,0.3,0.1,10.00,0.591,0.014,0.761,0.057,4.34,0.91
0.100,0.010,4,0.2,0.1,10.00,0.639,0.009,0.761,0.051,3.39,0.89
0.100,0.010,3,0.1,0.1,10.00,0.678,0.012,0.761,0.052,2.98,0.90
0.100,0.100,5,0.1,0.1,100.00,0.348,0.009,0.762,0.029,17.01,0.90
0.100,0.010,4,0.1,0.1,10.00,0.660,0.010,0.762,0.051,3.03,0.90
0.100,0.010,3,0.2,0.1,10.00,0.666,0.012,0.763,0.051,3.26,0.91
0.100,0.010,3,0.4,0.1,100.00,0.583,0.011,0.763,0.051,19.95,0.93
0.100,0.100,4,0.8,0.1,1.00,0.667,0.010,0.764,0.051,2.75,0.91
0.100,0.010,4,0.4,0.1,100.00,0.492,0.009,0.765,0.028,28.66,0.90
0.100,0.010,4,0.3,0.1,10.00,0.629,0.008,0.765,0.047,3.87,0.90
0.100,0.010,3,0.3,0.1,10.00,0.660,0.012,0.766,0.050,3.53,0.91
0.100,0.100,4,0.3,0.1,100.00,0.365,0.009,0.766,0.034,21.39,0.92
0.100,0.010,3,0.5,0.1,100.00,0.582,0.011,0.766,0.051,27.60,0.92
0.100,0.010,1,0.3,0.1,100.00,0.706,0.012,0.768,0.053,5.65,0.92
0.100,0.010,1,0.2,0.1,100.00,0.702,0.012,0.768,0.052,5.49,0.92
0.100,0.010,5,0.2,0.1,100.00,0.471,0.010,0.768,0.048,18.67,0.89
0.100,0.010,5,0.4,0.1,10.00,0.583,0.014,0.769,0.057,4.62,0.91
0.100,0.010,1,0.1,0.1,100.00,0.701,0.011,0.769,0.052,4.83,0.92
0.100,0.010,1,0.4,0.1,100.00,0.710,0.012,0.769,0.053,5.76,0.92
0.100,0.010,3,0.4,0.1,10.00,0.657,0.012,0.769,0.052,3.66,0.91
0.100,0.010,3,0.6,0.1,100.00,0.582,0.011,0.770,0.051,29.56,0.92
0.100,0.010,1,0.5,0.1,100.00,0.714,0.013,0.770,0.054,7.45,0.92
0.010,0.010,3,0.7,0.1,100.00,0.714,0.012,0.770,0.052,3.35,0.92
0.010,0.010,3,0.8,0.1,100.00,0.720,0.012,0.771,0.054,3.21,0.92
0.010,0.010,3,0.4,0.1,100.00,0.708,0.012,0.771,0.052,3.52,0.92
0.010,0.010,3,0.5,0.1,100.00,0.710,0.012,0.771,0.052,3.46,0.92
0.010,0.010,3,0.6,0.1,100.00,0.712,0.012,0.771,0.052,3.40,0.92
0.010,0.010,3,0.3,0.1,100.00,0.706,0.011,0.771,0.052,3.90,0.92
0.100,0.010,1,0.6,0.1,100.00,0.720,0.013,0.772,0.055,8.33,0.92
0.100,0.010,3,0.7,0.1,100.00,0.583,0.011,0.772,0.055,38.38,0.92
0.010,0.010,1,0.3,0.1,100.00,0.710,0.012,0.772,0.053,3.00,0.93
0.010,0.010,1,0.2,0.1,100.00,0.707,0.012,0.772,0.052,2.86,0.93
0.010,0.010,4,0.2,0.1,100.00,0.708,0.012,0.772,0.053,3.72,0.92
0.010,0.010,3,0.2,0.1,100.00,0.705,0.011,0.772,0.052,3.66,0.92
0.010,0.010,1,0.4,0.1,100.00,0.714,0.013,0.773,0.053,2.85,0.92
0.100,0.100,4,0.4,0.1,100.00,0.367,0.008,0.773,0.034,23.06,0.91
0.010,0.010,1,0.1,0.1,100.00,0.705,0.011,0.773,0.052,2.83,0.93
0.010,0.010,3,0.1,0.1,100.00,0.704,0.011,0.773,0.052,3.78,0.92
0.010,0.010,4,0.3,0.1,100.00,0.710,0.012,0.773,0.053,4.09,0.92
0.010,0.010,4,0.1,0.1,100.00,0.705,0.012,0.773,0.052,4.16,0.92
0.010,0.010,5,0.2,0.1,100.00,0.709,0.012,0.774,0.053,4.65,0.92
0.010,0.010,1,0.5,0.1,100.00,0.717,0.013,0.774,0.054,2.84,0.92
0.010,0.010,5,0.1,0.1,100.00,0.706,0.012,0.774,0.052,4.79,0.92
0.010,0.010,4,0.4,0.1,100.00,0.713,0.013,0.774,0.053,4.28,0.92
0.010,0.010,2,0.1,0.1,100.00,0.705,0.012,0.774,0.052,3.33,0.93
0.100,0.010,4,0.4,0.1,10.00,0.624,0.008,0.774,0.043,4.00,0.90
0.010,0.010,4,0.5,0.1,100.00,0.717,0.013,0.775,0.054,4.18,0.92
0.010,0.010,5,0.3,0.1,100.00,0.712,0.012,0.775,0.053,4.37,0.92
0.100,0.010,3,0.5,0.1,10.00,0.657,0.013,0.775,0.055,4.09,0.92
0.010,0.010,1,0.6,0.1,100.00,0.723,0.013,0.775,0.055,2.80,0.92
