,units,layers,learning_rate,activation_function,lambda_reg,mean_val_loss,std_val_loss
1881,4,1,0.001,relu,0.001,1.4182398080825807,0.10197408075762897
1882,256,4,0.0001,relu,0.01,1.6395604610443115,0.07347007248590053
1883,256,2,0.001,leakyrelu,0.005,1.4398983001708985,0.08139338329252578
1884,128,4,0.001,elu,0.0001,1.237693190574646,0.06418002467723122
1885,256,4,0.01,leakyrelu,0.0001,1.5484829902648927,0.29620822841735994
1886,256,5,0.001,leakyrelu,0.001,1.4822798728942872,0.12186885836982826
1887,256,3,0.0001,relu,0.005,1.4868361949920654,0.08437618763614463
1888,128,2,0.0001,leakyrelu,0.0,1.2148706912994385,0.0797039294941777
1889,256,4,0.01,leakyrelu,0.001,1.7229978561401367,0.4518783392109704
1890,256,3,0.0001,leakyrelu,1e-05,1.2158568143844604,0.08041764022304491
1891,128,1,0.0001,elu,0.0001,1.2427311658859252,0.07620308865646326
1892,128,4,0.001,elu,0.001,1.3215905666351317,0.08106257616644658
1893,128,5,0.0001,leakyrelu,1e-05,1.2253195524215699,0.07997314544596787
1894,256,2,0.001,leakyrelu,0.01,1.5650152683258056,0.09990019890335376
1895,256,5,0.1,relu,0.001,4.113479089736939,2.521756650453093
1896,1,1,0.001,relu,0.001,3.0122153759002686,0.07049085156872104
1897,256,4,0.01,leakyrelu,0.005,1.656040358543396,0.23035191316462625
1898,256,2,0.01,relu,0.0,1.322667670249939,0.081163259417297
1899,256,5,0.001,leakyrelu,0.005,1.5049369096755982,0.06425995835942994
1900,128,3,0.0001,leakyrelu,0.0001,1.2185904741287232,0.09699007825984056
1901,256,2,0.0001,elu,0.0001,1.2281527996063233,0.06269177452894217
1902,256,4,0.0001,elu,0.0,1.165796732902527,0.06978848158576821
1903,1,5,0.0001,leakyrelu,0.005,3.147213077545166,0.0971528465618714
1904,256,2,0.01,relu,1e-05,1.3981916189193726,0.08417181058390653
1905,512,1,0.0001,leakyrelu,0.005,1.4478426933288575,0.08522649697908724
1906,256,4,0.01,leakyrelu,0.01,1.6330243349075317,0.14417398838099546
1907,256,5,0.1,relu,0.005,1.7424354553222656,0.21537153833787026
1908,256,2,0.01,relu,0.0001,1.4472831964492798,0.21839355030357935
1909,128,4,0.001,elu,0.005,1.4108681678771973,0.08906440416057426
1910,4,1,0.001,relu,0.005,1.6643404006958007,0.14214592752831198
1911,256,4,0.1,relu,0.0,5.746546649932862,1.7321293508005255
1912,128,5,0.0001,leakyrelu,0.0001,1.2651201725006103,0.08146578900710584
1913,256,5,0.001,leakyrelu,0.01,1.594192123413086,0.10741293881575564
1914,256,3,0.0001,leakyrelu,0.0001,1.2492430925369262,0.08797341335951503
1915,256,2,0.01,relu,0.001,1.3447348117828368,0.04972081314414974
1916,256,5,0.1,relu,0.01,1.7918711185455323,0.08869353209174607
1917,256,5,0.01,relu,0.0,1.3848045825958253,0.05802435096383643
1918,256,4,0.0001,elu,1e-05,1.1536969900131226,0.0759539308922457
1919,1,1,0.001,relu,0.005,3.8985878467559814,1.656276848039685
1920,256,5,0.1,elu,0.0,7.198444271087647,0.1904054956832027
1921,256,2,0.01,relu,0.005,1.3930263757705688,0.08275365712747805
1922,256,4,0.1,relu,1e-05,5.894957113265991,1.5726808779121801
1923,256,5,0.01,relu,1e-05,1.290279245376587,0.0931112849485724
1924,256,5,0.0001,relu,0.005,1.9197110414505005,0.05676959790873512
1925,256,3,0.0001,relu,0.01,1.5269187927246093,0.07784041856649901
1926,256,2,0.01,relu,0.01,1.4521023750305175,0.06585100311554304
1927,128,4,0.001,elu,0.01,1.5266781091690063,0.10604902742215647
1928,256,5,0.01,relu,0.0001,1.4052222490310669,0.1383996485234556
1929,128,2,0.0001,leakyrelu,1e-05,1.1994507789611817,0.0696338945286861
1930,256,5,0.1,elu,1e-05,15.395932579040528,5.940072847866432
1931,4,1,0.001,relu,0.01,2.0004131317138674,0.5688507875336355
1932,256,2,0.01,elu,0.0,1.2572742223739624,0.06124487370782325
1933,128,5,0.0001,leakyrelu,0.001,1.5928485631942748,0.11503816903183793
1934,128,4,0.001,leakyrelu,0.0,1.2513927459716796,0.05041840142978104
1935,256,4,0.0001,elu,0.0001,1.2214317083358766,0.08632284127936805
1936,256,5,0.01,relu,0.001,1.4772703409194947,0.0581956006727332
1937,256,1,0.0001,relu,0.01,1.5255831241607667,0.08016213810671723
1938,512,1,0.01,leakyrelu,0.0,1.3197142839431764,0.06412741723019931
1939,256,2,0.01,elu,1e-05,1.246159052848816,0.030251512321071955
1940,128,3,0.0001,leakyrelu,0.001,1.3702739953994751,0.07377968772589562
1941,256,4,0.1,relu,0.0001,1.4941382646560668,0.16646271109223187
1942,1,2,0.0001,leakyrelu,0.01,3.2090057849884035,0.07951778603983843
1943,256,2,0.0001,elu,0.001,1.3149311542510986,0.09084373205235441
1944,256,5,0.1,elu,0.0001,98.56300086975098,88.09088646163397
1945,128,4,0.001,leakyrelu,1e-05,1.2302003145217895,0.08679574540707033
1946,256,5,0.01,relu,0.005,1.4434287786483764,0.05887632941211539
1947,512,1,0.01,leakyrelu,1e-05,1.3085777521133424,0.10831275887656093
1948,256,2,0.01,elu,0.0001,1.2447181940078735,0.09594044228661543
1949,256,5,0.1,elu,0.001,520.6244812011719,246.4958756816716
1950,512,1,0.01,leakyrelu,0.0001,1.293673610687256,0.03169986570943985
1951,128,4,0.001,leakyrelu,0.0001,1.2624457359313965,0.09430997594215537
1952,256,5,0.01,relu,0.01,1.5771968603134154,0.10575092884485475
1953,256,4,0.1,relu,0.001,1.8407886505126954,0.5160771220703747
1954,256,2,0.01,elu,0.001,1.2608577251434325,0.08454955315322735
1955,256,5,0.1,elu,0.005,2527.5941680908204,1990.6675835256303
1956,512,1,0.01,leakyrelu,0.001,1.358114981651306,0.10355867309638606
1957,1,1,0.001,relu,0.01,3.957402467727661,1.7917402374237583
1958,256,3,0.0001,elu,0.0,1.1712036609649659,0.06843027512300777
1959,256,5,0.01,elu,0.0,1.8087834358215331,0.8639529694607219
1960,256,3,0.0001,leakyrelu,0.001,1.4272972106933595,0.10455863130734674
1961,512,1,0.01,leakyrelu,0.005,1.5720330953598023,0.1443321618889501
1962,256,2,0.01,elu,0.005,1.4636460542678833,0.11647308569766485
1963,256,5,0.1,elu,0.01,6119.307995605469,2684.03128956019
1964,512,1,0.0001,leakyrelu,0.01,1.6033752679824829,0.07860717978141896
1965,128,4,0.001,leakyrelu,0.001,1.4535830974578858,0.09519256734728823
1966,256,4,0.1,relu,0.005,1.7341567754745484,0.2791550658899482
1967,256,5,0.01,elu,1e-05,2.7505675554275513,2.46257237933951
1968,512,1,0.01,leakyrelu,0.01,1.729548978805542,0.1569440931334722
1969,512,2,0.0001,elu,0.0001,1.2604727506637574,0.0783046093057298
1970,256,2,0.01,elu,0.01,1.5795902967453004,0.13474704558420159
1971,256,5,0.01,elu,0.0001,1.4296232461929321,0.09146803031491557
1972,256,5,0.1,leakyrelu,0.0,69711.21180121899,139419.39409945172
1973,128,1,0.0001,elu,0.001,1.3045264720916747,0.06858126378995671
1974,512,1,0.1,relu,0.0,1.375353956222534,0.1075206014826012
1975,1,2,0.001,relu,0.0,6.378377294540405,1.6704265073643405
1976,256,4,0.1,relu,0.01,1.8939830303192138,0.24067715120173522
1977,512,1,0.001,relu,0.0,1.1788669109344483,0.08175001111189682
1978,512,1,0.1,relu,1e-05,1.463121247291565,0.25325571656717694
1979,256,5,0.01,elu,0.001,3.9853288412094114,4.974821520581534
1980,256,4,0.1,elu,0.0,7.448551177978516,0.2544126520377752
1981,256,3,0.0001,elu,1e-05,1.1787304878234863,0.07602558447003617
1982,128,4,0.001,leakyrelu,0.005,1.4790108680725098,0.14343124062778476
1983,256,5,0.1,leakyrelu,1e-05,64157.24204490185,128310.78522804497
1984,512,2,0.01,relu,0.005,1.411631464958191,0.05170538594605276
1985,512,1,0.1,relu,0.0001,1.3811014890670776,0.18724735724276298
1986,512,1,0.001,relu,1e-05,1.1943476915359497,0.08059957663272155
1987,256,5,0.01,elu,0.005,5.066556167602539,1.510720854574989
1988,256,5,0.0001,relu,0.01,1.7785667657852173,0.08863572679262587
1989,256,2,0.0001,elu,0.005,1.4710597038269042,0.07357678742220475
1990,512,1,0.1,relu,0.001,1.3962849617004394,0.16441722681362725
1991,1,1,0.001,elu,0.0,3.0049715518951414,0.0788214890800038
1992,128,2,0.0001,leakyrelu,0.0001,1.2108648300170899,0.07852328101336592
1993,512,2,0.01,relu,0.01,1.472787570953369,0.07077661641142372
1994,256,4,0.1,elu,1e-05,15.241161632537843,5.740538646135804
1995,512,1,0.1,relu,0.005,1.65700204372406,0.23621714671383526
1996,256,5,0.01,elu,0.01,2.8638702392578126,0.5760721306355951
1997,256,4,0.0001,elu,0.001,1.4895236492156982,0.09599798820493197
1998,512,1,0.001,relu,0.0001,1.2153939962387086,0.09302971690104037
1999,128,5,0.0001,leakyrelu,0.005,1.7097363948822022,0.13480325261800336
2000,128,4,0.001,leakyrelu,0.01,1.525624966621399,0.08441529795100057
2001,512,1,0.1,relu,0.01,1.7729280710220336,0.19149622296008448
2002,256,4,0.1,elu,0.0001,41.7818042755127,32.65867089349489
2003,1,2,0.001,relu,1e-05,3.815688133239746,1.6550081272471737
2004,512,2,0.01,elu,0.0,1.3878858804702758,0.14773710470206472
2005,512,3,0.0001,relu,0.0,1.236248779296875,0.07714584210305385
2006,512,1,0.1,elu,0.0,2.0629358291625977,0.713614833490687
2007,128,4,0.01,relu,0.0,1.305365300178528,0.09744206721461544
2008,256,5,0.01,leakyrelu,0.0,1.49496009349823,0.21983646891655828
2009,256,5,0.1,leakyrelu,0.0001,1052072.6894109726,1838449.9673350183
2010,256,4,0.1,elu,0.001,345.9797031402588,360.5807822416619
2011,512,1,0.1,elu,1e-05,1.9659484148025512,0.5180788723141235
2012,512,1,0.001,relu,0.001,1.2730685949325562,0.0798038002869294
2013,512,2,0.01,elu,1e-05,1.3233190536499024,0.18611275068184502
2014,512,1,0.1,elu,0.0001,1.821855092048645,0.2527348318893644
2015,128,4,0.01,relu,1e-05,1.3328171253204346,0.06920289471414755
2016,256,5,0.01,leakyrelu,1e-05,1.4529311180114746,0.05063649597453537
2017,256,1,0.0001,elu,0.0,1.2295527458190918,0.07772227788234008
2018,256,5,0.0001,elu,0.0,1.130187702178955,0.07215605896027805
2019,256,3,0.0001,leakyrelu,0.005,1.4583690404891967,0.0798012388199192
2020,512,1,0.1,elu,0.001,2.1655870914459228,0.26802390673405807
2021,1,1,0.001,elu,1e-05,2.999158239364624,0.06867584273943053
2022,128,4,0.01,relu,0.0001,1.4203928232192993,0.11609356397403485
2023,512,1,0.1,elu,0.005,2.2775871753692627,0.6669156384806998
2024,512,2,0.01,elu,0.0001,1.3225603818893432,0.07657485464042818
2025,512,3,0.001,leakyrelu,0.0001,1.3391815900802613,0.07064736888838544
2026,128,4,0.01,relu,0.001,1.3628321170806885,0.1032957092121866
2027,256,5,0.01,leakyrelu,0.0001,303.00319855213166,600.8058857270571
2028,512,1,0.001,relu,0.005,1.4178134202957153,0.09820676739545404
2029,512,1,0.1,elu,0.01,2.0127532482147217,0.11040301437999574
2030,256,5,0.1,leakyrelu,0.001,18776.837804245948,37550.088910960825
2031,512,3,0.0001,relu,1e-05,1.2631129264831542,0.08538431751324009
2032,512,1,0.1,leakyrelu,0.0,1.8665928840637207,0.36603426481433465
2033,512,3,0.1,elu,0.005,1923.5182312011718,2475.8028626988785
2034,512,2,0.01,elu,0.001,1.421240782737732,0.08718148781766775
2035,1,2,0.001,relu,0.0001,5.573495578765869,2.1019796933322192
2036,512,2,0.0001,elu,0.001,1.3533705711364745,0.06175692606140192
2037,256,5,0.01,leakyrelu,0.001,1.3941759824752809,0.10804913408561294
2038,512,1,0.1,leakyrelu,1e-05,1.8698343276977538,0.4073715512780136
2039,512,3,0.1,elu,0.01,1544.9803466796875,712.4160428183264
2040,512,1,0.1,leakyrelu,0.0001,1.9295059204101563,0.28305345032143614
2041,256,5,0.0001,elu,1e-05,1.1520057916641235,0.07640464485318252
2042,512,3,0.001,leakyrelu,0.001,1.3628026962280273,0.12099617597900444
2043,512,1,0.1,leakyrelu,0.001,2.037875771522522,0.43102227099649
2044,512,2,0.01,elu,0.005,1.444744610786438,0.06228142010425572
2045,256,5,0.01,leakyrelu,0.005,79.3991004705429,155.79944103101508
2046,256,2,0.0001,elu,0.01,1.5985984802246094,0.0884233765494342
2047,512,1,0.1,leakyrelu,0.005,1.8575840950012208,0.14365020404094267
2048,256,5,0.1,leakyrelu,0.005,1.73224880695343,0.11161296603010032
2049,512,1,0.001,relu,0.01,1.5056905508041383,0.08110357441121184
2050,512,3,0.0001,relu,0.0001,1.3193984031677246,0.07349792437704679
2051,512,3,0.1,leakyrelu,0.0,12.483310413360595,21.250415587976402
2052,1,1,0.001,elu,0.0001,3.0085797786712645,0.058502732792873456
2053,512,2,0.01,elu,0.01,1.9383354425430297,0.4902299319646627
2054,512,1,0.1,leakyrelu,0.01,2.2803024768829347,0.5434581599958719
2055,256,5,0.01,leakyrelu,0.01,1.6195536375045776,0.10810696540941073
2056,256,5,0.1,relu,0.0,5.981355810165406,1.593573768765615
2057,128,2,0.0001,leakyrelu,0.001,1.3026908397674561,0.08400993838910266
2058,512,2,0.01,leakyrelu,0.0,1.3501800775527955,0.12409952802301007
2059,1,2,0.001,relu,0.001,6.38007001876831,1.674820825867408
2060,256,5,0.0001,elu,0.0001,1.2567036628723145,0.08009146313245777
2061,512,3,0.001,leakyrelu,0.005,1.3951111555099487,0.07157848435145232
2062,512,1,0.001,elu,0.0,1.2349710702896117,0.07253685835866115
2063,256,5,0.1,leakyrelu,0.01,2.0862385988235475,0.2331922700912327
2064,512,3,0.1,leakyrelu,1e-05,164.19782779216766,261.5938420426222
2065,1,5,0.0001,leakyrelu,0.01,3.3156557083129883,0.17375155846379065
2066,512,2,0.01,leakyrelu,1e-05,1.3474786758422852,0.16081065845665377
2067,128,5,0.0001,leakyrelu,0.01,1.6372717380523683,0.08780182105666665
2068,256,3,0.0001,leakyrelu,0.01,1.5440883398056031,0.07646280249363899
2069,128,1,0.0001,elu,0.005,1.4793929576873779,0.07692422411951132
2070,256,4,0.0001,elu,0.005,1.490067982673645,0.09540377671470891
2071,128,5,0.001,relu,0.0,1.2655507564544677,0.06728206897100203
2072,512,2,0.0001,relu,0.0,1.1940463542938233,0.0912711251816498
2073,512,2,0.01,leakyrelu,0.0001,1.3783518075942993,0.12492939785151398
2074,256,2,0.0001,leakyrelu,0.0,1.2078257560729981,0.09933435954994582
2075,256,3,0.001,relu,0.0,1.2732024908065795,0.08658609419994773
2076,512,3,0.1,leakyrelu,0.0001,1.8062530279159545,0.2746961754769806
2077,512,1,0.001,elu,1e-05,1.2401761293411255,0.08269624400953499
2078,128,5,0.001,relu,1e-05,1.2921842575073241,0.0889136437900798
2079,256,5,0.1,relu,1e-05,6.431563091278076,1.5002040772991982
2080,512,2,0.0001,elu,0.005,1.4982998609542846,0.0913790365571754
2081,512,3,0.001,leakyrelu,0.01,1.5301199674606323,0.08674835606776349
2082,256,3,0.001,relu,1e-05,1.3358776569366455,0.025152671290231198
2083,128,5,0.001,relu,0.0001,1.327292251586914,0.09182538087625719
2084,512,2,0.01,leakyrelu,0.001,1.4481505632400513,0.10149189905735022
2085,256,1,0.0001,elu,1e-05,1.2355740785598754,0.07439506718884255
2086,512,4,0.001,elu,0.0,1.2261935234069825,0.0784225028042676
2087,512,3,0.1,leakyrelu,0.001,1.7863234043121339,0.35146634453919157
2088,256,3,0.001,relu,0.0001,1.3267200946807862,0.10297934913145738
2089,128,5,0.001,relu,0.001,1.5182147741317749,0.0548145116256122
2090,1,2,0.001,relu,0.005,7.191596126556396,0.1885101225496994
2091,512,3,0.01,relu,0.0,1.3281316041946412,0.07025927117711474
2092,1,5,0.001,relu,0.0,7.191736793518066,0.18856408291953464
2093,512,1,0.001,elu,0.0001,1.253132128715515,0.0737315023866644
2094,512,2,0.01,leakyrelu,0.005,1.4883639574050904,0.10287590007864546
2095,512,4,0.001,elu,1e-05,1.2486035346984863,0.08809335362762061
2096,512,3,0.0001,relu,0.001,1.6146120309829712,0.07926002909734849
2097,512,3,0.01,relu,1e-05,1.2984050035476684,0.08941660763342084
2098,256,3,0.001,relu,0.001,1.4267505407333374,0.10432845367438234
2099,512,1,0.0001,relu,0.0,1.183745813369751,0.06620908813918358
2100,512,3,0.1,leakyrelu,0.005,1.782652163505554,0.06576035917782522
2101,512,2,0.0001,relu,1e-05,1.1945659637451171,0.09273403204496271
2102,1,1,0.001,elu,0.001,3.0098898887634276,0.07103712424412717
2103,512,2,0.01,leakyrelu,0.01,1.696965217590332,0.10124861519118579
2104,128,5,0.001,relu,0.005,1.5733826637268067,0.059855953340030715
2105,512,4,0.001,elu,0.0001,1.3521875143051147,0.1058771128053128
2106,512,1,0.001,elu,0.001,1.3488654375076294,0.08650416673412029
2107,512,3,0.01,relu,0.0001,1.3555845022201538,0.10670567856761994
2108,512,2,0.1,relu,0.0,1.4398264646530152,0.1628619851612476
2109,512,3,0.1,leakyrelu,0.01,1.8871412754058838,0.25160254086242423
2110,256,2,0.0001,leakyrelu,1e-05,1.2055326223373413,0.08866591507360128
2111,256,3,0.001,relu,0.005,1.4493716955184937,0.09292646512869317
2112,256,5,0.0001,elu,0.001,1.5667605638504027,0.08882214355614881
2113,1,2,0.001,relu,0.01,6.39572696685791,1.6442085395177388
2114,128,2,0.0001,leakyrelu,0.005,1.4113601922988892,0.06341700415678775
2115,512,3,0.01,relu,0.001,1.3480126142501831,0.10707362324688384
2116,512,2,0.1,relu,1e-05,1.4427686929702759,0.14399414637649707
2117,128,5,0.001,relu,0.01,1.616021728515625,0.06855868432355244
2118,1,5,0.001,relu,1e-05,7.19180212020874,0.18848535503569191
2119,512,4,0.001,elu,0.001,1.3239352226257324,0.061219526914014215
2120,512,1,0.001,elu,0.005,1.5007691383361816,0.09044057186573645
2121,128,5,0.001,elu,0.0,1.185543131828308,0.06785804485070202
2122,256,3,0.001,relu,0.01,1.5004629373550415,0.08132762478862311
2123,512,2,0.1,relu,0.0001,1.4028755187988282,0.13100596545924997
2124,512,3,0.01,relu,0.005,1.544892954826355,0.21005198091166197
2125,512,2,0.0001,relu,0.0001,1.243549656867981,0.0914599221046088
2126,128,5,0.001,elu,1e-05,1.1751449584960938,0.08178591625338116
2127,512,4,0.0001,relu,0.0,1.310122537612915,0.10647613991870086
2128,512,2,0.0001,elu,0.01,1.6111955165863037,0.07678183947119933
2129,512,2,0.1,relu,0.001,1.4308681964874268,0.15700121729786512
2130,256,3,0.001,elu,0.0,1.1793273210525512,0.08422522113574818
2131,128,5,0.001,elu,0.0001,1.257111144065857,0.06363732973828891
2132,512,1,0.0001,relu,1e-05,1.1881993055343627,0.06162810637534931
2133,512,2,0.1,relu,0.005,1.5197940826416017,0.08869266450602518
2134,512,3,0.01,relu,0.01,1.5238016605377198,0.08871882466854351
2135,256,3,0.001,elu,1e-05,1.2012238264083863,0.10431825931471227
2136,256,4,0.0001,elu,0.01,1.601007080078125,0.09320297329647205
2137,512,4,0.001,elu,0.005,1.4436509370803834,0.08020748873515575
2138,512,3,0.01,elu,0.0,1.365174698829651,0.09114538038936171
2139,512,3,0.0001,relu,0.005,1.514087176322937,0.08336404372996403
2140,512,1,0.001,elu,0.01,1.5712675094604491,0.09011722597340295
2141,512,2,0.1,relu,0.01,1.6947324752807618,0.15796460063610568
2142,1,5,0.001,relu,0.0001,7.191604518890381,0.18853920692930112
2143,512,4,0.1,relu,0.0001,3.7429277896881104,1.9906656985093774
2144,256,1,0.0001,elu,0.0001,1.2560773134231566,0.0851172063189402
2145,512,2,0.1,elu,0.0,6.640005683898925,1.1212812233611666
2146,128,5,0.001,elu,0.001,1.3662941217422486,0.07708205738120197
2147,256,3,0.001,elu,0.0001,1.254877996444702,0.08649105227561905
2148,512,4,0.0001,relu,1e-05,1.3066179037094117,0.09807924127971226
2149,512,3,0.01,elu,1e-05,1.379313349723816,0.05974363779773602
2150,256,2,0.0001,leakyrelu,0.0001,1.2285935163497925,0.07793252962753013
2151,512,2,0.1,elu,1e-05,7.2312461853027346,3.595061770528316
2152,128,1,0.0001,elu,0.01,1.615372085571289,0.08622967011633015
2153,512,1,0.001,leakyrelu,0.0,1.1994235038757324,0.06071655639257528
2154,512,2,0.1,elu,0.0001,27.083219528198242,11.946053134579426
2155,512,3,0.01,elu,0.0001,1.4696812629699707,0.1193122030957172
2156,256,4,0.0001,leakyrelu,0.0,1.2178414583206176,0.102741629069429
2157,512,2,0.0001,relu,0.001,1.3653646945953368,0.09556966339243035
2158,512,2,0.1,elu,0.001,122.5809814453125,22.851914511915254
2159,1,1,0.001,elu,0.005,3.02625150680542,0.06899553949291787
2160,256,3,0.001,elu,0.001,1.2780749082565308,0.05783431809883315
2161,512,4,0.001,elu,0.01,1.5499780416488647,0.08915464507674095
2162,512,2,0.1,elu,0.005,80.90357666015625,29.456582152005396
2163,512,4,0.0001,relu,0.0001,1.3968565702438354,0.08125222488454666
2164,512,1,0.001,leakyrelu,1e-05,1.1789438009262085,0.08975049279551361
2165,512,3,0.01,elu,0.001,2.0993762969970704,1.0152094843052804
2166,512,2,0.0001,leakyrelu,0.0,1.194113826751709,0.0877638717441184
2167,128,5,0.001,elu,0.005,1.4082940816879272,0.09446471512140699
2168,128,2,0.0001,leakyrelu,0.01,1.546359896659851,0.08743542345839356
2169,512,2,0.1,elu,0.01,33.318362426757815,22.955739196551367
2170,512,1,0.0001,relu,0.0001,1.1916669130325317,0.08113284788682323
2171,1,5,0.001,relu,0.001,6.381393146514893,1.6725945478243847
2172,512,4,0.1,relu,0.001,2.9847295761108397,2.0863233563536814
2173,512,4,0.001,leakyrelu,0.0,1.3526025772094727,0.08908184031180434
2174,512,2,0.1,leakyrelu,0.0,2.4820781707763673,0.35888640830436996
2175,128,2,0.001,relu,0.0,1.2168940305709839,0.08981808044901304
2176,512,1,0.001,leakyrelu,0.0001,1.1893059730529785,0.07878878675009626
2177,512,3,0.01,elu,0.005,2.199801802635193,0.4487373797210919
2178,256,4,0.0001,leakyrelu,1e-05,1.2333863973617554,0.08618972537648563
2179,512,2,0.1,leakyrelu,1e-05,4.923776626586914,0.7370800593095306
2180,128,2,0.001,relu,1e-05,1.2496954202651978,0.09843730691525768
2181,512,4,0.001,leakyrelu,1e-05,1.3340889930725097,0.13452068807875517
2182,512,3,0.01,elu,0.01,2.1843236446380616,0.26845337595085944
2183,512,2,0.1,leakyrelu,0.0001,51.70647830963135,69.40489586973138
2184,512,3,0.0001,relu,0.01,1.536204171180725,0.0743393853179589
2185,128,5,0.001,elu,0.01,1.5668931961059571,0.09740355419828586
2186,512,1,0.001,leakyrelu,0.001,1.256347107887268,0.0710747160356803
2187,256,3,0.001,elu,0.005,1.3824906587600707,0.06691022667578733
2188,512,2,0.1,leakyrelu,0.001,7.285281991958618,6.342133493752507
2189,128,2,0.001,relu,0.0001,1.2425305604934693,0.06072811889727772
2190,512,3,0.01,leakyrelu,0.0,1.4446802139282227,0.10533640327782573
2191,512,2,0.0001,relu,0.005,1.429129695892334,0.07229589185135897
2192,512,4,0.1,relu,0.005,1.9126005172729492,0.5724856031757733
2193,256,2,0.0001,leakyrelu,0.001,1.3083321809768678,0.0952238897822126
2194,128,5,0.001,leakyrelu,0.0,1.3270467281341554,0.052443210842009674
2195,512,2,0.1,leakyrelu,0.005,2.611473035812378,0.9542498886730983
2196,512,4,0.001,leakyrelu,0.0001,1.4153092861175538,0.09874728354176733
2197,256,5,0.0001,elu,0.005,1.4900604724884032,0.10468880124076076
2198,128,2,0.001,relu,0.001,1.3013102769851685,0.08851477621343294
2199,512,2,0.1,leakyrelu,0.01,3.2845114946365355,1.5086901165569246
2200,256,4,0.0001,leakyrelu,0.0001,1.2981505393981934,0.09169435153433536
2201,512,1,0.001,leakyrelu,0.005,1.4408039093017577,0.07223421572672264
2202,512,3,0.01,leakyrelu,1e-05,1.4122676610946656,0.15341003926552851
2203,128,5,0.001,leakyrelu,1e-05,1.3220261096954347,0.06796760969758199
2204,1,5,0.001,relu,0.005,7.191469478607178,0.18845503680561262
2205,512,2,0.0001,leakyrelu,1e-05,1.2007944583892822,0.07571672348436298
2206,256,1,0.0001,elu,0.001,1.3316625118255616,0.08508606261290232
2207,512,1,0.0001,relu,0.001,1.2498277187347413,0.06689723547217145
2208,512,4,0.1,relu,0.01,1.76865656375885,0.08899581950035086
2209,128,2,0.001,relu,0.005,1.43685142993927,0.0770256005796991
2210,256,3,0.001,elu,0.01,1.543868327140808,0.0924970137718333
2211,128,1,0.0001,leakyrelu,0.0,1.1938846826553344,0.08437424225502783
2212,512,3,0.01,leakyrelu,0.0001,1.3426756143569947,0.07584563855484085
2213,512,5,0.01,leakyrelu,0.0,2.502023386955261,1.5113594798367411
2214,512,1,0.001,leakyrelu,0.01,1.5908798217773437,0.06989247182657256
2215,512,4,0.1,elu,0.0,7.409803581237793,0.26490972457565665
2216,512,4,0.001,leakyrelu,0.001,1.368876838684082,0.054563905787490756
2217,512,4,0.0001,relu,0.001,1.8825156688690186,0.10450298055319535
2218,512,3,0.0001,elu,0.0,1.1691848516464234,0.08061126627442902
2219,512,1,0.01,relu,0.0,1.3068893432617188,0.10242424249860825
2220,1,1,0.001,elu,0.01,3.0597686767578125,0.08017021162256932
2221,256,3,0.001,leakyrelu,0.0,1.2605515718460083,0.12161856905719726
2222,512,1,0.01,relu,1e-05,1.2462182760238647,0.09686913714563974
2223,128,2,0.001,relu,0.01,1.490664505958557,0.08058833795359935
2224,512,3,0.01,leakyrelu,0.001,1.6652404069900513,0.3808015402231216
2225,512,5,0.01,leakyrelu,1e-05,1.9833296537399292,1.1011479290437622
2226,512,1,0.01,relu,0.0001,1.3779301166534423,0.22416749726848315
2227,512,4,0.1,elu,1e-05,28.830186653137208,10.284812843070124
2228,256,3,0.001,leakyrelu,1e-05,1.2985121726989746,0.10163725135360463
2229,512,1,0.01,relu,0.001,1.3211942434310913,0.09458087581880378
2230,1,5,0.001,relu,0.01,7.191626644134521,0.18858169253592422
2231,512,2,0.0001,relu,0.01,1.5186944961547852,0.06243705734204969
2232,512,4,0.001,leakyrelu,0.005,1.4398518323898315,0.0909485184258728
2233,256,4,0.0001,leakyrelu,0.001,1.651194977760315,0.10214558769577807
2234,512,3,0.0001,elu,1e-05,1.2393294334411622,0.07880981475225783
2235,256,3,0.001,leakyrelu,0.0001,1.3391159057617188,0.09081355575503829
2236,512,1,0.01,relu,0.005,1.4755035400390626,0.0688927475247846
2237,512,2,0.0001,leakyrelu,0.0001,1.250484824180603,0.09089766491259861
2238,1,1,0.001,leakyrelu,0.0,2.9978268146514893,0.06896877268510301
2239,512,3,0.01,leakyrelu,0.005,11.18679313659668,19.17029075480519
2240,512,4,0.1,elu,0.0001,243.85431823730468,130.34149816357467
2241,512,1,0.01,relu,0.01,1.7020880699157714,0.1654573675246752
2242,512,5,0.01,leakyrelu,0.0001,14.07032732963562,17.027941886812943
2243,512,4,0.1,elu,0.001,888.3184646606445,598.5133058571577
2244,512,1,0.01,elu,0.0,1.2965917348861695,0.0812943571640739
2245,512,1,0.0001,relu,0.005,1.4092717170715332,0.08302638218704886
2246,256,3,0.001,leakyrelu,0.001,1.3771950960159303,0.10229706022661117
2247,512,4,0.1,elu,0.005,4405.42607421875,2078.597053166852
2248,512,3,0.01,leakyrelu,0.01,1.9992595434188842,0.36825055519960087
2249,512,4,0.001,leakyrelu,0.01,1.5860161066055298,0.08935420890591193
2250,512,1,0.01,elu,1e-05,1.3121277332305907,0.08170534798454836
2251,1,1,0.001,leakyrelu,1e-05,2.9990539073944094,0.06980678108474639
2252,512,4,0.1,elu,0.01,7317.930615234375,4918.91113201781
