,units,layers,learning_rate,activation_function,lambda_reg,reg_type,mean_tr_loss,std_tr_loss,mean_val_loss,std_val_loss
1135,2,3,0.0001,elu,0.0,lasso,1.8092751264572144,0.5320185300727239,1.8448221683502197,0.5726367538768973
1136,16,2,0.01,leakyrelu,0.001,lasso,1.2513764381408692,0.017819034678196285,1.3726407289505005,0.07040660009149165
1137,8,1,0.001,elu,0.001,ridge,1.3775013923645019,0.17572726355824891,1.4400182485580444,0.14934059109596415
1138,2,1,0.01,relu,0.0001,ridge,1.9666014194488526,0.5217951185233446,1.985394024848938,0.6178617959972286
1139,8,2,0.0001,relu,0.001,lasso,1.2713815689086914,0.0668295216570873,1.3401669979095459,0.062180422384881896
1140,16,2,0.001,leakyrelu,0.001,ridge,1.1586193561553955,0.03628341139497351,1.2730770587921143,0.08506905317829024
1141,16,2,0.001,relu,0.01,ridge,1.3967711448669433,0.02709292078715288,1.4864861011505126,0.06688655916168168
1142,2,1,0.01,relu,0.001,lasso,1.6724177837371825,0.10402953138832689,1.7017145156860352,0.22896079401423092
1143,16,3,0.001,elu,0.001,lasso,1.2219703197479248,0.041846147901595784,1.3398361444473266,0.0665261231917839
1144,16,2,0.01,leakyrelu,0.001,ridge,1.2360025644302368,0.036317794715326056,1.3478882789611817,0.058668579566703134
1145,2,5,0.001,leakyrelu,0.0,ridge,1.8033108234405517,0.5848099400146406,1.829123568534851,0.5879615894124116
1146,8,5,0.0001,relu,0.0001,ridge,1.1495658874511718,0.014408525349634957,1.291645622253418,0.07683744605952382
1147,8,3,0.001,leakyrelu,0.01,ridge,1.4278952836990357,0.018483771612958794,1.5014844417572022,0.08513614743122534
1148,8,5,0.001,leakyrelu,0.1,lasso,3.8853933334350588,0.2849657203502377,3.902328443527222,0.32777614514258496
1149,2,2,0.001,leakyrelu,0.0001,lasso,1.6413169384002686,0.09660602797111925,1.6548425197601317,0.15099960265831588
1150,8,1,0.0001,elu,0.0,lasso,1.2765690565109253,0.035136926635193515,1.3342740774154662,0.1016121346075142
1151,2,1,0.01,relu,0.001,ridge,1.7399925947189332,0.09479699334896659,1.795133376121521,0.2034569027282502
1152,2,3,0.001,elu,0.001,ridge,2.3600677490234374,0.6558669636771709,2.4138757228851317,0.7096191061765887
1153,16,2,0.01,leakyrelu,0.01,lasso,1.5909314155578613,0.013482750047178237,1.640509009361267,0.1195989100857859
1154,16,1,0.001,elu,0.001,lasso,1.2498603343963623,0.028660766003817152,1.3251575469970702,0.08988053285543098
1155,2,1,0.01,relu,0.01,lasso,2.1041908502578734,0.5089865691170061,2.1549658298492433,0.5151485468671894
1156,8,4,0.0001,relu,0.0001,ridge,1.142708158493042,0.022403920788210335,1.239496612548828,0.07593578683487362
1157,16,3,0.0001,relu,0.0,ridge,1.1110055208206178,0.06136456490871438,1.2440682649612427,0.05683218947442443
1158,8,3,0.0001,relu,0.001,lasso,1.2521716833114624,0.04274768256354292,1.3569307327270508,0.05903805889399483
1159,16,3,0.001,elu,0.001,ridge,1.1252716541290284,0.04144672788395623,1.2530022382736206,0.041997377355570485
1160,16,2,0.01,leakyrelu,0.01,ridge,1.5089969873428344,0.05025781425830703,1.5625431060791015,0.07843048874416969
1161,16,3,0.01,relu,0.01,ridge,1.4215395212173463,0.040774273078470334,1.4825029611587524,0.05358402567722314
1162,2,4,0.001,leakyrelu,0.1,lasso,4.702636241912842,1.2935094189676204,4.6843513488769535,1.1390846356598758
1163,16,2,0.0001,relu,0.1,lasso,3.1868104934692383,0.10590576910484646,3.218106412887573,0.14596358818770863
1164,8,4,0.001,elu,0.1,lasso,3.7086160659790037,0.3195575191693598,3.7090988159179688,0.3268836795169468
1165,16,2,0.001,leakyrelu,0.01,lasso,1.6345866203308106,0.023959878914414885,1.6959473371505738,0.08625916931660858
1166,16,3,0.01,relu,0.1,lasso,3.8614651679992678,0.01697813639865897,3.905503177642822,0.08990150907710688
1167,2,1,0.0001,relu,1e-05,ridge,2.239355278015137,0.6615783405534565,2.2629696130752563,0.685541457049371
1168,16,2,0.01,leakyrelu,0.1,lasso,3.3415274143218996,0.35766622210288684,3.4006259441375732,0.29960138364184
1169,2,2,0.0001,relu,1e-05,ridge,8.165358734130859,0.06995388331023907,8.16912260055542,0.29835147380682836
1170,8,3,0.001,leakyrelu,0.1,lasso,3.737223815917969,0.23725703228988096,3.773762607574463,0.305673931501234
1171,16,3,0.0001,leakyrelu,1e-05,ridge,1.1285423994064332,0.03602452411707202,1.2676393508911132,0.055010776946727194
1172,16,3,0.01,relu,0.1,ridge,2.8662624835968016,0.03735681439141516,2.9039971828460693,0.14593816167904428
1173,16,2,0.01,leakyrelu,0.1,ridge,2.8022443771362306,0.024006139234570616,2.8236280918121337,0.12421005489136819
1174,2,5,0.001,leakyrelu,1e-05,lasso,2.077952337265015,0.683688474692831,2.1150519371032717,0.6703921011540603
1175,2,4,0.0001,relu,1e-05,ridge,6.0319311141967775,2.5802235323580343,6.089396858215332,2.670123866839938
1176,16,3,0.01,elu,0.0,lasso,0.952743136882782,0.06232680667027049,1.185947060585022,0.05477063705141039
1177,16,1,0.001,elu,0.001,ridge,1.2194722890853882,0.029969738086437995,1.3170750141143799,0.08390359957441959
1178,16,2,0.1,relu,0.0,lasso,1.3205132246017457,0.09680804226922922,1.435503077507019,0.2179175508309806
1179,8,5,0.001,leakyrelu,0.1,ridge,3.7558335304260253,0.3184981435490033,3.7918386936187742,0.23525460279769658
1180,16,2,0.001,relu,0.1,lasso,3.037936544418335,0.0756986924794565,3.0625728130340577,0.09779981844275606
1181,8,4,0.0001,elu,0.0,ridge,1.128952932357788,0.024716901125830498,1.2164183616638184,0.09012759825531251
1182,16,2,0.1,relu,0.0,ridge,1.431509828567505,0.08769581025514463,1.5249120235443114,0.14594325903286903
1183,16,3,0.01,elu,0.0,ridge,0.9642982482910156,0.07283551238492052,1.1869144439697266,0.03889714506189439
1184,8,1,0.001,elu,0.01,lasso,1.5754936456680297,0.03760600918739581,1.6362374782562257,0.08931908692544623
1185,8,5,0.01,relu,0.0,lasso,3.5707332849502564,2.930704295430857,3.7371732234954833,3.047923918444018
1186,16,2,0.1,relu,1e-05,lasso,1.3700654983520508,0.05795943969923087,1.3872595310211182,0.0643732486872366
1187,2,2,0.001,leakyrelu,0.0001,ridge,1.630197286605835,0.09136927892046635,1.6569462060928344,0.07136037299562124
1188,16,2,0.001,leakyrelu,0.01,ridge,1.4659457683563233,0.024169426996937735,1.5270422458648683,0.07537469485080256
