,units,layers,learning_rate,activation_function,lambda_reg,mean_tr_loss,std_tr_loss,mean_val_loss,std_val_loss
0,2,1,0.1,leakyrelu,1e-05,1.924834179878235,0.1392715659346827,1.9071324825286866,0.19295057061329227
1,2,2,0.1,relu,0.5,6.222081565856934,0.47761072989940845,6.255794048309326,0.5962138446039651
2,2,4,0.1,relu,0.0,5.521427154541016,2.0672935141067583,5.549813890457154,2.155259925131711
3,4,2,0.1,elu,0.0001,1.3636090278625488,0.025283417940557627,1.4886151790618896,0.10376157425705379
4,2,3,0.1,relu,0.5,6.7978109359741214,0.4096322959224082,6.729246330261231,0.19895186172240953
5,4,2,0.1,leakyrelu,0.01,1.7863300323486329,0.09817245794719268,1.8496663570404053,0.2599336027371713
6,2,2,0.1,relu,0.0,5.530112218856812,2.069918378839696,5.692118453979492,1.951773300029569
7,2,1,0.1,elu,0.0001,1.9503286361694336,0.16601868731864827,1.963707733154297,0.1202950155401695
8,2,5,0.1,relu,0.001,4.526249527931213,2.204249951559965,4.593633127212525,2.423547312865615
9,2,1,0.1,relu,0.5,5.931627559661865,0.6371811721640392,5.944553089141846,0.7194798498261098
10,2,4,0.1,relu,0.001,4.447577619552613,2.276477565665266,4.529081869125366,2.4041683768939763
11,4,1,0.1,relu,0.5,5.623587799072266,0.05868475093287053,5.664280796051026,0.13978847084366874
12,4,4,0.1,leakyrelu,1e-05,1.4534073352813721,0.0717351397638319,1.4907575607299806,0.12126663582941642
13,2,3,0.1,relu,0.0,5.532207679748535,2.0533453646468005,5.5659990310668945,2.1341132798169014
14,2,5,0.1,relu,0.0,4.4110190868377686,2.361892485132618,4.477202773094177,2.301501925411147
15,2,2,0.1,elu,0.1,3.429267978668213,0.4459669317487425,3.4093391418457033,0.45967842905183715
16,2,5,0.1,leakyrelu,0.01,2.389655351638794,0.6630106466205953,2.3598639726638795,0.5349711986892877
17,2,3,0.1,relu,0.001,4.682155561447144,2.0921663721976227,4.638621473312378,2.0841374292862627
18,2,2,0.1,relu,0.001,3.6547452926635744,1.8925590431247843,3.5811389207839968,1.7744017893542439
19,4,3,0.1,leakyrelu,1e-05,1.4471784591674806,0.08644758213998971,1.393860125541687,0.09464423196326703
20,4,3,0.1,relu,0.5,6.466858196258545,0.0516805317211233,6.495135974884033,0.14098103341237797
21,2,5,0.1,relu,0.5,7.255300426483155,0.07405928809618365,7.23990306854248,0.24263238011373162
22,4,4,0.1,elu,0.0001,1.4007343530654908,0.051803345536282804,1.5339508533477784,0.16140099473300337
23,2,1,0.1,elu,0.1,3.8688366413116455,1.717967346264491,3.827741098403931,1.5629974969207625
24,2,1,0.1,relu,0.001,1.7696706771850585,0.08417464264469218,1.796010422706604,0.15965331461073515
25,2,3,0.1,leakyrelu,1e-05,1.6116854667663574,0.06857090626200602,1.6676867246627807,0.14975567839127002
26,4,4,0.1,relu,0.5,7.064944171905518,0.16177512567093924,7.109406757354736,0.2650060803182748
27,4,3,0.1,elu,0.0001,1.4476893424987793,0.07317726111207479,1.5199766397476195,0.15695184798713183
28,4,3,0.01,relu,0.5,6.332184791564941,0.03191414222712023,6.3391650199890135,0.0911793734820997
29,4,2,0.1,relu,0.5,6.228163146972657,0.48846216653236557,6.295486640930176,0.5525577555847717
30,2,4,0.1,leakyrelu,0.01,2.1510143518447875,0.5550119340121854,2.142401623725891,0.6160132438253284
31,2,1,0.1,relu,0.0,1.7481785058975219,0.05959649158234941,1.75976459980011,0.11462964300074854
